	trial	number_sequences	introductions	community_status	mean_cluster_size
0	3	33	3	under18	11.0
0	9	5	2	under18	2.5
0	10	6	4	under18	1.5
0	1	6	3	under18	2.0
0	2	6	4	under18	1.5
0	3	6	3	under18	2.0
0	5	15	5	under18	3.0
0	6	15	2	under18	7.5
0	7	15	3	under18	5.0
0	8	15	4	under18	3.75
0	9	15	3	under18	5.0
0	6	30	4	under18	7.5
0	7	30	6	under18	5.0
0	8	30	2	under18	15.0
0	9	30	4	under18	7.5
0	10	31	5	under18	6.2
0	1	31	4	under18	7.75
0	2	31	4	under18	7.75
0	7	8	3	under18	2.6666666666666665
0	8	8	1	under18	8.0
0	9	8	4	under18	2.0
0	10	9	3	under18	3.0
0	1	9	4	under18	2.25
0	2	9	4	under18	2.25
0	6	36	4	under18	9.0
0	7	36	4	under18	9.0
0	8	36	3	under18	12.0
0	9	36	4	under18	9.0
0	10	37	6	under18	6.166666666666667
0	1	37	6	under18	6.166666666666667
0	2	37	3	under18	12.333333333333334
0	6	11	4	under18	2.75
0	7	11	2	under18	5.5
0	8	11	3	under18	3.6666666666666665
0	9	11	3	under18	3.6666666666666665
0	10	12	4	under18	3.0
0	1	12	5	under18	2.4
0	2	12	2	under18	6.0
0	3	12	2	under18	6.0
0	9	29	3	under18	9.666666666666666
0	10	2	2	under18	1.0
0	1	2	2	under18	1.0
0	2	2	1	under18	2.0
0	3	2	1	under18	2.0
0	4	2	1	under18	2.0
0	5	2	1	under18	2.0
0	4	4	2	under18	2.0
0	5	4	3	under18	1.3333333333333333
0	6	4	3	under18	1.3333333333333333
0	7	4	4	under18	1.0
0	8	4	4	under18	1.0
0	9	4	2	under18	2.0
0	10	50	6	under18	8.333333333333334
0	10	27	2	under18	13.5
0	1	27	2	under18	13.5
0	2	27	3	under18	9.0
0	3	27	5	under18	5.4
0	4	27	7	under18	3.857142857142857
0	5	27	2	under18	13.5
0	10	49	4	under18	12.25
0	1	49	6	under18	8.166666666666666
0	2	49	5	under18	9.8
0	3	49	6	under18	8.166666666666666
0	4	49	3	under18	16.333333333333332
0	5	49	4	under18	12.25
0	2	51	4	under18	12.75
0	3	51	4	under18	12.75
0	4	51	5	under18	10.2
0	5	51	3	under18	17.0
0	6	51	5	under18	10.2
0	7	51	5	under18	10.2
0	8	51	5	under18	10.2
0	9	51	3	under18	17.0
0	10	10	6	under18	1.6666666666666667
0	1	10	4	under18	2.5
0	2	10	4	under18	2.5
0	3	10	5	under18	2.0
0	4	10	4	under18	2.5
0	5	10	3	under18	3.3333333333333335
0	6	10	2	under18	5.0
0	7	10	4	under18	2.5
0	5	28	2	under18	14.0
0	6	28	3	under18	9.333333333333334
0	7	28	3	under18	9.333333333333334
0	8	28	4	under18	7.0
0	9	28	3	under18	9.333333333333334
0	5	40	4	under18	10.0
0	6	40	4	under18	10.0
0	7	40	7	under18	5.714285714285714
0	8	40	4	under18	10.0
0	9	40	4	under18	10.0
0	10	41	8	under18	5.125
0	3	35	6	under18	5.833333333333333
0	1	38	8	under18	4.75
0	4	40	3	under18	13.333333333333334
0	4	43	5	under18	8.6
0	9	44	5	under18	8.8
0	4	45	6	under18	7.5
0	7	46	4	under18	11.5
0	2	48	4	under18	12.0
0	9	22	2	under18	11.0
0	1	34	5	under18	6.8
0	6	49	5	under18	9.8
0	7	39	3	under18	13.0
0	8	39	9	under18	4.333333333333333
0	9	39	5	under18	7.8
0	10	3	2	under18	1.5
0	1	3	2	under18	1.5
0	2	3	3	under18	1.0
0	3	3	3	under18	1.0
0	4	3	2	under18	1.5
0	10	46	5	under18	9.2
0	1	46	4	under18	11.5
0	2	46	4	under18	11.5
0	3	46	5	under18	9.2
0	4	46	5	under18	9.2
0	5	46	4	under18	11.5
0	6	46	6	under18	7.666666666666667
0	3	7	4	under18	1.75
0	4	7	4	under18	1.75
0	5	7	4	under18	1.75
0	6	7	3	under18	2.3333333333333335
0	7	7	3	under18	2.3333333333333335
0	8	7	4	under18	1.75
0	9	7	4	under18	1.75
0	10	42	4	under18	10.5
0	1	42	4	under18	10.5
0	2	42	5	under18	8.4
0	3	42	9	under18	4.666666666666667
0	4	42	3	under18	14.0
0	5	42	3	under18	14.0
0	6	42	4	under18	10.5
0	7	42	5	under18	8.4
0	10	23	3	under18	7.666666666666667
0	1	23	3	under18	7.666666666666667
0	2	23	5	under18	4.6
0	3	23	3	under18	7.666666666666667
0	4	23	3	under18	7.666666666666667
0	4	15	6	under18	2.5
0	2	17	2	under18	8.5
0	4	18	7	under18	2.5714285714285716
0	8	20	7	under18	2.857142857142857
0	5	43	4	under18	10.75
0	6	43	4	under18	10.75
0	7	43	3	under18	14.333333333333334
0	8	43	5	under18	8.6
0	9	43	4	under18	10.75
0	10	44	4	under18	11.0
0	4	13	2	under18	6.5
0	5	13	5	under18	2.6
0	6	13	2	under18	6.5
0	7	13	2	under18	6.5
0	8	13	6	under18	2.1666666666666665
0	9	13	6	under18	2.1666666666666665
0	5	47	4	under18	11.75
0	6	47	6	under18	7.833333333333333
0	7	47	4	under18	11.75
0	8	47	4	under18	11.75
0	9	47	4	under18	11.75
0	10	48	5	under18	9.6
0	1	48	4	under18	12.0
0	8	52	4	under18	13.0
0	9	52	5	under18	10.4
0	10	53	5	under18	10.6
0	1	53	6	under18	8.833333333333334
0	2	53	5	under18	10.6
0	3	53	4	under18	13.25
0	4	53	5	under18	10.6
0	6	21	6	under18	3.5
0	7	21	7	under18	3.0
0	8	21	7	under18	3.0
0	9	21	2	under18	10.5
0	10	22	3	under18	7.333333333333333
0	1	22	1	under18	22.0
0	2	20	3	under18	6.666666666666667
0	3	20	2	under18	10.0
0	4	20	2	under18	10.0
0	5	20	3	under18	6.666666666666667
0	6	20	2	under18	10.0
0	7	20	5	under18	4.0
0	5	24	5	under18	4.8
0	6	24	2	under18	12.0
0	7	24	7	under18	3.4285714285714284
0	8	24	4	under18	6.0
0	9	24	3	under18	8.0
0	2	38	4	under18	9.5
0	3	38	4	under18	9.5
0	4	38	3	under18	12.666666666666666
0	5	38	5	under18	7.6
0	6	38	5	under18	7.6
0	7	38	3	under18	12.666666666666666
0	10	1	1	under18	1.0
0	1	1	1	under18	1.0
0	2	1	1	under18	1.0
0	3	1	1	under18	1.0
0	4	1	1	under18	1.0
0	5	1	1	under18	1.0
0	2	34	2	under18	17.0
0	3	34	4	under18	8.5
0	4	34	7	under18	4.857142857142857
0	5	34	3	under18	11.333333333333334
0	6	34	3	under18	11.333333333333334
0	7	34	5	under18	6.8
0	4	35	8	under18	4.375
0	5	35	5	under18	7.0
0	6	35	4	under18	8.75
0	7	35	2	under18	17.5
0	3	32	4	under18	8.0
0	4	32	2	under18	16.0
0	5	32	8	under18	4.0
0	6	32	3	under18	10.666666666666666
0	9	17	2	under18	8.5
0	10	18	3	under18	6.0
0	1	18	3	under18	6.0
0	2	18	1	under18	18.0
0	3	18	4	under18	4.5
0	3	55	5	under18	11.0
0	4	55	4	under18	13.75
0	5	55	5	under18	11.0
0	6	55	4	under18	13.75
0	7	55	4	under18	13.75
0	10	16	6	under18	2.6666666666666665
0	1	16	4	under18	4.0
0	2	16	6	under18	2.6666666666666665
0	3	16	6	under18	2.6666666666666665
0	4	16	4	under18	4.0
0	10	45	5	under18	9.0
0	1	45	4	under18	11.25
0	2	45	4	under18	11.25
0	3	45	6	under18	7.5
0	8	25	1	under18	25.0
0	9	25	2	under18	12.5
0	10	26	3	under18	8.666666666666666
0	1	26	5	under18	5.2
0	2	26	2	under18	13.0
0	3	26	6	under18	4.333333333333333
0	1	50	6	under18	8.333333333333334
0	2	50	5	under18	10.0
0	3	50	5	under18	10.0
0	4	50	5	under18	10.0
0	5	50	4	under18	12.5
0	4	12	2	under18	6.0
0	5	12	3	under18	4.0
0	6	12	2	under18	6.0
0	7	12	1	under18	12.0
0	8	12	5	under18	2.4
0	10	15	4	under18	3.75
0	1	15	3	under18	5.0
0	2	15	6	under18	2.5
0	3	15	5	under18	3.0
0	10	14	5	under18	2.8
0	1	14	3	under18	4.666666666666667
0	2	14	4	under18	3.5
0	3	14	4	under18	3.5
0	4	14	3	under18	4.666666666666667
0	4	5	3	under18	1.6666666666666667
0	5	5	1	under18	5.0
0	6	5	4	under18	1.25
0	7	5	1	under18	5.0
0	5	23	3	under18	7.666666666666667
0	6	23	2	under18	11.5
0	7	23	4	under18	5.75
0	8	23	4	under18	5.75
0	9	23	2	under18	11.5
0	4	54	5	under18	10.8
0	5	54	5	under18	10.8
0	6	54	4	under18	13.5
0	7	54	4	under18	13.5
0	3	31	2	under18	15.5
0	4	31	3	under18	10.333333333333334
0	5	31	4	under18	7.75
0	6	31	6	under18	5.166666666666667
0	7	31	4	under18	7.75
0	6	2	2	under18	1.0
0	7	2	1	under18	2.0
0	8	2	1	under18	2.0
0	9	2	2	under18	1.0
0	5	3	2	under18	1.5
0	6	3	2	under18	1.5
0	7	3	2	under18	1.5
0	8	3	3	under18	1.0
0	9	3	2	under18	1.5
