	trial	number_sequences	introductions	community_status	mean_cluster_size
0	2	55	3	marshallese	18.333333333333332
0	3	55	4	marshallese	13.75
0	4	55	3	marshallese	18.333333333333332
0	5	55	2	marshallese	27.5
0	6	55	3	marshallese	18.333333333333332
0	10	19	5	marshallese	3.8
0	1	19	2	marshallese	9.5
0	2	19	3	marshallese	6.333333333333333
0	3	19	2	marshallese	9.5
0	4	19	4	marshallese	4.75
0	5	19	6	marshallese	3.1666666666666665
0	6	19	5	marshallese	3.8
0	7	21	4	marshallese	5.25
0	8	21	2	marshallese	10.5
0	9	21	3	marshallese	7.0
0	10	22	5	marshallese	4.4
0	1	22	5	marshallese	4.4
0	2	46	2	marshallese	23.0
0	3	46	3	marshallese	15.333333333333334
0	4	46	4	marshallese	11.5
0	5	46	2	marshallese	23.0
0	6	46	3	marshallese	15.333333333333334
0	7	46	3	marshallese	15.333333333333334
0	8	46	2	marshallese	23.0
0	9	46	7	marshallese	6.571428571428571
0	10	10	4	marshallese	2.5
0	1	10	3	marshallese	3.3333333333333335
0	2	10	3	marshallese	3.3333333333333335
0	3	10	4	marshallese	2.5
0	4	10	4	marshallese	2.5
0	5	10	4	marshallese	2.5
0	6	10	6	marshallese	1.6666666666666667
0	3	52	2	marshallese	26.0
0	4	52	4	marshallese	13.0
0	5	52	1	marshallese	52.0
0	6	52	2	marshallese	26.0
0	7	52	3	marshallese	17.333333333333332
0	8	52	2	marshallese	26.0
0	8	8	2	marshallese	4.0
0	9	8	3	marshallese	2.6666666666666665
0	10	9	3	marshallese	3.0
0	1	9	4	marshallese	2.25
0	2	9	6	marshallese	1.5
0	9	32	1	marshallese	32.0
0	10	33	2	marshallese	16.5
0	1	33	7	marshallese	4.714285714285714
0	2	33	7	marshallese	4.714285714285714
0	3	33	3	marshallese	11.0
0	4	33	6	marshallese	5.5
0	5	33	1	marshallese	33.0
0	9	40	8	marshallese	5.0
0	10	41	3	marshallese	13.666666666666666
0	1	41	4	marshallese	10.25
0	2	41	2	marshallese	20.5
0	3	41	2	marshallese	20.5
0	4	41	3	marshallese	13.666666666666666
0	5	41	2	marshallese	20.5
0	9	38	1	marshallese	38.0
0	10	39	7	marshallese	5.571428571428571
0	1	39	3	marshallese	13.0
0	2	39	1	marshallese	39.0
0	3	39	2	marshallese	19.5
0	4	39	2	marshallese	19.5
0	5	39	3	marshallese	13.0
0	3	34	6	marshallese	5.666666666666667
0	4	34	2	marshallese	17.0
0	5	34	2	marshallese	17.0
0	6	34	1	marshallese	34.0
0	7	34	5	marshallese	6.8
0	8	34	1	marshallese	34.0
0	5	35	4	marshallese	8.75
0	6	35	2	marshallese	17.5
0	7	35	6	marshallese	5.833333333333333
0	8	35	2	marshallese	17.5
0	9	35	3	marshallese	11.666666666666666
0	9	57	2	marshallese	28.5
0	10	5	3	marshallese	1.6666666666666667
0	1	5	3	marshallese	1.6666666666666667
0	2	5	2	marshallese	2.5
0	3	5	3	marshallese	1.6666666666666667
0	4	16	1	marshallese	16.0
0	5	16	3	marshallese	5.333333333333333
0	6	16	3	marshallese	5.333333333333333
0	7	16	6	marshallese	2.6666666666666665
0	8	16	5	marshallese	3.2
0	9	16	1	marshallese	16.0
0	10	17	1	marshallese	17.0
0	9	22	2	marshallese	11.0
0	10	23	1	marshallese	23.0
0	1	23	2	marshallese	11.5
0	2	23	1	marshallese	23.0
0	3	23	4	marshallese	5.75
0	6	29	5	marshallese	5.8
0	7	29	6	marshallese	4.833333333333333
0	8	29	2	marshallese	14.5
0	9	29	3	marshallese	9.666666666666666
0	10	2	1	marshallese	2.0
0	9	3	1	marshallese	3.0
0	10	40	3	marshallese	13.333333333333334
0	1	40	7	marshallese	5.714285714285714
0	2	40	3	marshallese	13.333333333333334
0	3	40	3	marshallese	13.333333333333334
0	8	4	3	marshallese	1.3333333333333333
0	9	4	3	marshallese	1.3333333333333333
0	10	50	2	marshallese	25.0
0	1	50	3	marshallese	16.666666666666668
0	2	50	3	marshallese	16.666666666666668
0	8	25	6	marshallese	4.166666666666667
0	9	25	1	marshallese	25.0
0	10	26	2	marshallese	13.0
0	1	26	5	marshallese	5.2
0	2	26	2	marshallese	13.0
0	3	26	6	marshallese	4.333333333333333
0	8	6	4	marshallese	1.5
0	9	6	2	marshallese	3.0
0	10	7	2	marshallese	3.5
0	1	7	3	marshallese	2.3333333333333335
0	1	45	2	marshallese	22.5
0	2	45	3	marshallese	15.0
0	3	45	2	marshallese	22.5
0	4	45	3	marshallese	15.0
0	5	45	1	marshallese	45.0
0	5	15	5	marshallese	3.0
0	6	15	6	marshallese	2.5
0	7	15	5	marshallese	3.0
0	8	15	4	marshallese	3.75
0	6	28	7	marshallese	4.0
0	7	28	6	marshallese	4.666666666666667
0	8	28	5	marshallese	5.6
0	9	28	2	marshallese	14.0
0	5	53	2	marshallese	26.5
0	6	53	3	marshallese	17.666666666666668
0	7	53	4	marshallese	13.25
0	8	53	3	marshallese	17.666666666666668
0	10	57	3	marshallese	19.0
0	1	57	2	marshallese	28.5
0	2	57	3	marshallese	19.0
0	3	57	2	marshallese	28.5
0	9	7	2	marshallese	3.5
0	10	8	2	marshallese	4.0
0	1	8	3	marshallese	2.6666666666666665
0	2	8	3	marshallese	2.6666666666666665
0	6	36	4	marshallese	9.0
0	7	36	1	marshallese	36.0
0	8	36	1	marshallese	36.0
0	9	36	4	marshallese	9.0
0	5	11	3	marshallese	3.6666666666666665
0	6	11	3	marshallese	3.6666666666666665
0	7	11	1	marshallese	11.0
0	8	11	3	marshallese	3.6666666666666665
0	2	9	4	nonmarshallese	2.25
0	3	9	3	nonmarshallese	3.0
0	4	9	5	nonmarshallese	1.8
0	5	9	5	nonmarshallese	1.8
0	6	9	6	nonmarshallese	1.5
0	7	9	8	nonmarshallese	1.125
0	8	9	5	nonmarshallese	1.8
0	9	9	7	nonmarshallese	1.2857142857142858
0	4	33	9	nonmarshallese	3.6666666666666665
0	5	33	9	nonmarshallese	3.6666666666666665
0	6	33	9	nonmarshallese	3.6666666666666665
0	7	33	7	nonmarshallese	4.714285714285714
0	8	33	8	nonmarshallese	4.125
0	9	33	10	nonmarshallese	3.3
0	10	34	10	nonmarshallese	3.4
0	10	23	6	nonmarshallese	3.8333333333333335
0	1	23	10	nonmarshallese	2.3
0	2	23	9	nonmarshallese	2.5555555555555554
0	3	23	7	nonmarshallese	3.2857142857142856
0	4	23	9	nonmarshallese	2.5555555555555554
0	5	23	8	nonmarshallese	2.875
0	6	4	4	nonmarshallese	1.0
0	7	4	3	nonmarshallese	1.3333333333333333
0	8	4	4	nonmarshallese	1.0
0	9	4	4	nonmarshallese	1.0
0	4	40	8	nonmarshallese	5.0
0	5	40	12	nonmarshallese	3.3333333333333335
0	6	40	10	nonmarshallese	4.0
0	7	40	13	nonmarshallese	3.076923076923077
0	8	40	9	nonmarshallese	4.444444444444445
0	9	40	7	nonmarshallese	5.714285714285714
0	1	46	12	nonmarshallese	3.8333333333333335
0	9	46	9	nonmarshallese	5.111111111111111
0	7	47	9	nonmarshallese	5.222222222222222
0	6	48	12	nonmarshallese	4.0
0	5	49	11	nonmarshallese	4.454545454545454
0	10	4	3	nonmarshallese	1.3333333333333333
0	5	4	4	nonmarshallese	1.0
0	4	51	14	nonmarshallese	3.642857142857143
0	2	5	5	nonmarshallese	1.0
0	1	6	4	nonmarshallese	1.5
0	4	7	1	nonmarshallese	7.0
0	1	9	3	nonmarshallese	3.0
0	9	28	8	nonmarshallese	3.5
0	10	29	9	nonmarshallese	3.2222222222222223
0	1	29	6	nonmarshallese	4.833333333333333
0	2	29	8	nonmarshallese	3.625
0	3	29	7	nonmarshallese	4.142857142857143
0	4	29	10	nonmarshallese	2.9
0	5	29	9	nonmarshallese	3.2222222222222223
0	8	16	7	nonmarshallese	2.2857142857142856
0	9	16	4	nonmarshallese	4.0
0	10	17	8	nonmarshallese	2.125
0	1	17	9	nonmarshallese	1.8888888888888888
0	2	17	6	nonmarshallese	2.8333333333333335
0	3	17	9	nonmarshallese	1.8888888888888888
0	4	17	5	nonmarshallese	3.4
0	5	17	6	nonmarshallese	2.8333333333333335
0	8	52	12	nonmarshallese	4.333333333333333
0	9	52	12	nonmarshallese	4.333333333333333
0	10	5	4	nonmarshallese	1.25
0	1	5	2	nonmarshallese	2.5
0	2	46	11	nonmarshallese	4.181818181818182
0	3	46	11	nonmarshallese	4.181818181818182
0	4	46	10	nonmarshallese	4.6
0	5	46	12	nonmarshallese	3.8333333333333335
0	6	46	11	nonmarshallese	4.181818181818182
0	7	46	10	nonmarshallese	4.6
0	8	46	9	nonmarshallese	5.111111111111111
0	8	36	11	nonmarshallese	3.272727272727273
0	9	36	7	nonmarshallese	5.142857142857143
0	10	37	7	nonmarshallese	5.285714285714286
0	1	37	13	nonmarshallese	2.6923076923076925
0	2	37	8	nonmarshallese	4.625
0	3	37	10	nonmarshallese	3.7
0	4	13	7	nonmarshallese	1.8571428571428572
0	5	13	7	nonmarshallese	1.8571428571428572
0	6	13	8	nonmarshallese	1.625
0	7	13	7	nonmarshallese	1.8571428571428572
0	8	13	8	nonmarshallese	1.625
0	9	13	7	nonmarshallese	1.8571428571428572
0	2	26	7	nonmarshallese	3.7142857142857144
0	3	26	9	nonmarshallese	2.888888888888889
0	4	26	7	nonmarshallese	3.7142857142857144
0	5	26	7	nonmarshallese	3.7142857142857144
0	6	26	5	nonmarshallese	5.2
0	9	18	3	nonmarshallese	6.0
0	10	19	5	nonmarshallese	3.8
0	1	19	9	nonmarshallese	2.111111111111111
0	2	19	9	nonmarshallese	2.111111111111111
0	3	19	10	nonmarshallese	1.9
0	4	19	8	nonmarshallese	2.375
0	5	19	8	nonmarshallese	2.375
0	4	44	9	nonmarshallese	4.888888888888889
0	5	44	11	nonmarshallese	4.0
0	6	44	11	nonmarshallese	4.0
0	7	44	12	nonmarshallese	3.6666666666666665
0	6	30	10	nonmarshallese	3.0
0	7	30	8	nonmarshallese	3.75
0	8	30	7	nonmarshallese	3.857142857142857
0	9	30	8	nonmarshallese	3.625
0	10	31	7	nonmarshallese	4.428571428571429
0	8	38	12	nonmarshallese	3.1666666666666665
0	9	38	10	nonmarshallese	3.8
0	10	39	7	nonmarshallese	5.571428571428571
0	1	39	13	nonmarshallese	3.0
0	2	39	10	nonmarshallese	3.9
0	10	20	3	nonmarshallese	6.666666666666667
0	1	20	7	nonmarshallese	2.857142857142857
0	2	20	8	nonmarshallese	2.5
0	3	20	7	nonmarshallese	2.857142857142857
0	4	20	9	nonmarshallese	2.2222222222222223
0	5	20	9	nonmarshallese	2.2222222222222223
0	5	7	5	nonmarshallese	1.4
0	6	7	5	nonmarshallese	1.4
0	7	7	2	nonmarshallese	3.5
0	8	7	5	nonmarshallese	1.4
0	9	7	4	nonmarshallese	1.75
0	10	8	5	nonmarshallese	1.6
0	1	8	4	nonmarshallese	2.0
0	2	8	3	nonmarshallese	2.6666666666666665
0	8	50	10	nonmarshallese	5.0
0	9	50	10	nonmarshallese	5.0
0	10	51	11	nonmarshallese	4.636363636363637
0	1	51	11	nonmarshallese	4.636363636363637
0	2	51	9	nonmarshallese	5.666666666666667
0	3	51	11	nonmarshallese	4.636363636363637
0	5	27	5	nonmarshallese	5.4
0	6	27	13	nonmarshallese	2.076923076923077
0	7	27	7	nonmarshallese	3.857142857142857
0	8	27	8	nonmarshallese	3.375
0	9	27	6	nonmarshallese	4.5
0	10	28	8	nonmarshallese	3.5
0	1	28	10	nonmarshallese	2.8
0	2	48	9	nonmarshallese	5.333333333333333
0	3	48	11	nonmarshallese	4.363636363636363
0	4	48	11	nonmarshallese	4.363636363636363
0	5	48	14	nonmarshallese	3.4285714285714284
0	2	15	9	nonmarshallese	1.6666666666666667
0	3	15	7	nonmarshallese	2.142857142857143
0	4	15	8	nonmarshallese	1.875
0	5	15	5	nonmarshallese	3.0
0	6	15	6	nonmarshallese	2.5
0	7	15	7	nonmarshallese	2.142857142857143
0	8	15	7	nonmarshallese	2.142857142857143
0	9	15	8	nonmarshallese	1.875
0	2	35	7	nonmarshallese	5.0
0	3	35	11	nonmarshallese	3.1818181818181817
0	4	35	10	nonmarshallese	3.5
0	5	35	9	nonmarshallese	3.888888888888889
0	6	35	10	nonmarshallese	3.5
0	7	35	8	nonmarshallese	4.375
0	2	42	11	nonmarshallese	3.8181818181818183
0	3	42	10	nonmarshallese	4.2
0	4	42	11	nonmarshallese	3.8181818181818183
0	5	42	10	nonmarshallese	4.1
0	6	42	10	nonmarshallese	4.2
0	7	42	12	nonmarshallese	3.5
0	8	42	11	nonmarshallese	3.8181818181818183
0	9	42	9	nonmarshallese	4.666666666666667
0	2	11	4	nonmarshallese	2.75
0	3	11	9	nonmarshallese	1.2222222222222223
0	4	11	5	nonmarshallese	2.2
0	5	11	4	nonmarshallese	2.75
0	6	11	7	nonmarshallese	1.5714285714285714
