	trial	number_sequences	introductions	community_status	mean_cluster_size
0	4	18	3	vaccinated	6.0
0	5	18	3	vaccinated	6.0
0	5	27	2	vaccinated	12.0
0	6	27	3	vaccinated	9.0
0	7	27	6	vaccinated	4.166666666666667
0	8	27	6	vaccinated	4.5
0	9	27	5	vaccinated	5.4
0	9	13	5	vaccinated	2.6
0	10	14	7	vaccinated	2.0
0	1	14	5	vaccinated	2.8
0	2	14	7	vaccinated	2.0
0	3	14	8	vaccinated	1.75
0	4	14	5	vaccinated	2.8
0	5	14	5	vaccinated	2.8
0	5	61	7	vaccinated	8.714285714285714
0	6	61	7	vaccinated	8.714285714285714
0	7	61	7	vaccinated	8.142857142857142
0	8	61	7	vaccinated	8.714285714285714
0	9	61	7	vaccinated	8.714285714285714
0	5	57	7	vaccinated	8.142857142857142
0	6	57	7	vaccinated	8.142857142857142
0	7	57	8	vaccinated	7.125
0	8	57	8	vaccinated	7.125
0	9	57	7	vaccinated	8.142857142857142
0	10	58	8	vaccinated	7.25
0	1	58	7	vaccinated	8.285714285714286
0	2	58	7	vaccinated	8.285714285714286
0	10	38	7	vaccinated	5.428571428571429
0	1	38	6	vaccinated	6.333333333333333
0	2	38	6	vaccinated	6.333333333333333
0	3	38	5	vaccinated	7.6
0	4	38	6	vaccinated	6.333333333333333
0	5	38	6	vaccinated	6.333333333333333
0	6	38	6	vaccinated	6.333333333333333
0	5	63	8	vaccinated	7.875
0	6	63	7	vaccinated	9.0
0	7	63	8	vaccinated	7.875
0	8	63	7	vaccinated	9.0
0	9	63	7	vaccinated	9.0
0	8	42	6	vaccinated	7.0
0	4	45	10	vaccinated	4.5
0	2	48	9	vaccinated	5.333333333333333
0	8	50	4	vaccinated	12.5
0	9	24	8	vaccinated	3.0
0	9	31	4	vaccinated	7.75
0	7	39	5	vaccinated	7.8
0	4	60	9	vaccinated	6.666666666666667
0	3	11	4	vaccinated	2.0
0	4	11	5	vaccinated	2.2
0	5	11	7	vaccinated	1.5714285714285714
0	6	11	6	vaccinated	1.8333333333333333
0	7	11	3	vaccinated	3.6666666666666665
0	8	11	4	vaccinated	2.75
0	9	11	4	vaccinated	2.75
0	10	12	3	vaccinated	4.0
0	3	13	5	vaccinated	2.6
0	4	16	4	vaccinated	4.0
0	5	19	7	vaccinated	2.7142857142857144
0	10	23	3	vaccinated	7.666666666666667
0	7	46	6	vaccinated	7.333333333333333
0	8	46	8	vaccinated	5.75
0	9	46	6	vaccinated	7.666666666666667
0	10	47	9	vaccinated	5.222222222222222
0	1	47	6	vaccinated	7.833333333333333
0	2	47	7	vaccinated	6.714285714285714
0	3	47	6	vaccinated	7.833333333333333
0	4	47	6	vaccinated	7.833333333333333
0	3	48	7	vaccinated	6.857142857142857
0	4	48	7	vaccinated	6.857142857142857
0	5	48	7	vaccinated	6.857142857142857
0	6	48	4	vaccinated	12.0
0	7	48	6	vaccinated	8.0
0	8	48	11	vaccinated	4.363636363636363
0	5	29	6	vaccinated	4.833333333333333
0	6	29	9	vaccinated	3.2222222222222223
0	7	29	3	vaccinated	9.666666666666666
0	8	29	6	vaccinated	4.833333333333333
0	9	29	4	vaccinated	7.25
0	10	50	5	vaccinated	10.0
0	1	50	7	vaccinated	7.142857142857143
0	2	50	10	vaccinated	5.0
0	3	50	7	vaccinated	7.142857142857143
0	4	50	8	vaccinated	6.25
0	5	50	6	vaccinated	8.333333333333334
0	6	50	8	vaccinated	6.25
0	7	50	5	vaccinated	10.0
0	9	35	6	vaccinated	5.833333333333333
0	10	36	5	vaccinated	7.2
0	1	36	9	vaccinated	4.0
0	2	36	6	vaccinated	6.0
0	3	36	4	vaccinated	8.0
0	4	36	6	vaccinated	6.0
0	5	36	4	vaccinated	9.0
0	6	36	5	vaccinated	7.2
0	5	16	4	vaccinated	4.0
0	6	16	8	vaccinated	2.0
0	7	16	5	vaccinated	3.2
0	8	16	6	vaccinated	2.6666666666666665
0	7	8	2	vaccinated	4.0
0	8	8	4	vaccinated	2.0
0	9	8	5	vaccinated	1.6
0	10	9	4	vaccinated	2.25
0	1	9	7	vaccinated	1.2857142857142858
0	3	54	8	vaccinated	6.75
0	4	54	8	vaccinated	6.75
0	5	54	6	vaccinated	9.0
0	6	54	7	vaccinated	7.714285714285714
0	7	54	7	vaccinated	7.714285714285714
0	8	54	7	vaccinated	7.714285714285714
0	9	54	8	vaccinated	6.75
0	5	45	8	vaccinated	5.625
0	6	45	7	vaccinated	6.428571428571429
0	7	45	8	vaccinated	5.625
0	8	45	6	vaccinated	7.5
0	2	7	4	vaccinated	1.75
0	3	7	5	vaccinated	1.4
0	4	7	5	vaccinated	1.4
0	5	7	5	vaccinated	1.4
0	6	7	4	vaccinated	1.75
0	7	7	3	vaccinated	2.3333333333333335
0	8	7	3	vaccinated	2.3333333333333335
0	3	22	4	vaccinated	5.5
0	4	22	3	vaccinated	7.333333333333333
0	5	22	8	vaccinated	2.75
0	6	22	8	vaccinated	2.75
0	7	22	3	vaccinated	7.333333333333333
0	8	22	5	vaccinated	4.4
0	9	22	6	vaccinated	3.6666666666666665
0	4	5	3	vaccinated	1.6666666666666667
0	5	5	3	vaccinated	1.6666666666666667
0	6	5	3	vaccinated	1.6666666666666667
0	7	5	3	vaccinated	1.6666666666666667
0	8	5	3	vaccinated	1.6666666666666667
0	9	42	6	vaccinated	7.0
0	10	43	8	vaccinated	5.375
0	1	43	8	vaccinated	5.375
0	2	43	7	vaccinated	6.142857142857143
0	3	43	6	vaccinated	7.166666666666667
0	4	43	7	vaccinated	6.142857142857143
0	8	51	6	vaccinated	8.5
0	9	51	8	vaccinated	6.375
0	10	52	6	vaccinated	8.666666666666666
0	1	52	7	vaccinated	7.428571428571429
0	2	52	7	vaccinated	7.428571428571429
0	9	55	8	vaccinated	6.875
0	10	56	7	vaccinated	8.0
0	1	56	7	vaccinated	8.0
0	2	56	6	vaccinated	9.333333333333334
0	3	56	8	vaccinated	7.0
0	4	56	8	vaccinated	7.0
0	5	56	7	vaccinated	8.0
0	6	56	8	vaccinated	7.0
0	6	34	5	vaccinated	6.4
0	7	34	7	vaccinated	4.857142857142857
0	8	34	3	vaccinated	11.333333333333334
0	9	34	9	vaccinated	3.7777777777777777
0	10	35	6	vaccinated	5.833333333333333
0	1	53	5	vaccinated	10.6
0	2	53	6	vaccinated	8.833333333333334
0	3	53	5	vaccinated	10.6
0	4	53	6	vaccinated	8.833333333333334
0	6	19	2	vaccinated	9.5
0	7	19	8	vaccinated	2.375
0	8	19	5	vaccinated	3.8
0	9	19	6	vaccinated	3.1666666666666665
0	10	1	1	vaccinated	1.0
0	1	1	1	vaccinated	1.0
0	2	1	1	vaccinated	1.0
0	3	1	1	vaccinated	1.0
0	8	39	4	vaccinated	9.75
0	9	39	4	vaccinated	9.75
0	10	3	3	vaccinated	1.0
0	1	3	2	vaccinated	1.5
0	2	3	3	vaccinated	1.0
0	2	21	6	vaccinated	3.5
0	3	21	7	vaccinated	3.0
0	4	21	3	vaccinated	7.0
0	5	21	8	vaccinated	2.625
0	6	21	5	vaccinated	4.2
0	6	49	4	vaccinated	12.25
0	7	49	7	vaccinated	7.0
0	8	49	8	vaccinated	6.125
0	9	49	8	vaccinated	6.125
0	10	4	3	vaccinated	1.3333333333333333
0	1	4	2	vaccinated	2.0
0	2	4	3	vaccinated	1.3333333333333333
0	3	44	5	vaccinated	8.8
0	4	44	3	vaccinated	14.0
0	5	44	6	vaccinated	7.333333333333333
0	6	44	6	vaccinated	7.333333333333333
0	7	44	6	vaccinated	7.333333333333333
0	8	44	5	vaccinated	8.8
0	10	30	8	vaccinated	3.75
0	1	30	7	vaccinated	4.285714285714286
0	2	30	3	vaccinated	10.0
0	3	30	4	vaccinated	7.5
0	4	30	7	vaccinated	3.7142857142857144
0	5	30	4	vaccinated	7.5
0	6	30	5	vaccinated	6.0
0	7	30	7	vaccinated	4.285714285714286
0	6	14	4	vaccinated	3.5
0	7	14	2	vaccinated	7.0
0	8	14	7	vaccinated	2.0
0	9	14	7	vaccinated	2.0
0	10	15	4	vaccinated	3.0
0	1	15	5	vaccinated	3.0
0	2	15	1	vaccinated	15.0
0	3	15	8	vaccinated	1.625
0	1	12	4	vaccinated	2.5
0	2	12	5	vaccinated	2.4
0	3	12	5	vaccinated	2.4
0	4	12	7	vaccinated	1.7142857142857142
0	5	12	7	vaccinated	1.7142857142857142
0	6	12	6	vaccinated	2.0
0	7	12	2	vaccinated	6.0
0	4	13	3	vaccinated	4.333333333333333
0	5	13	4	vaccinated	3.25
0	6	13	5	vaccinated	2.6
0	7	13	3	vaccinated	4.333333333333333
0	8	13	6	vaccinated	2.1666666666666665
0	10	28	6	vaccinated	4.666666666666667
0	1	28	5	vaccinated	5.6
0	2	28	5	vaccinated	5.6
0	3	28	6	vaccinated	4.666666666666667
0	4	28	5	vaccinated	5.6
0	10	63	8	vaccinated	7.875
0	1	63	8	vaccinated	7.875
0	2	63	8	vaccinated	7.875
0	3	63	8	vaccinated	7.875
0	4	63	7	vaccinated	9.0
0	5	37	9	vaccinated	3.7777777777777777
0	6	37	6	vaccinated	6.166666666666667
0	7	37	7	vaccinated	5.285714285714286
0	8	37	7	vaccinated	5.285714285714286
0	10	25	4	vaccinated	6.25
0	1	25	3	vaccinated	8.333333333333334
0	2	25	6	vaccinated	4.166666666666667
0	3	25	4	vaccinated	6.25
0	4	25	5	vaccinated	5.0
0	3	59	8	vaccinated	7.375
0	4	59	7	vaccinated	8.428571428571429
0	5	59	6	vaccinated	9.833333333333334
0	6	59	8	vaccinated	7.375
0	7	59	7	vaccinated	8.428571428571429
0	5	33	6	vaccinated	5.5
0	6	33	4	vaccinated	8.25
0	7	33	6	vaccinated	5.5
0	8	33	4	vaccinated	8.25
0	9	33	7	vaccinated	4.714285714285714
0	10	6	3	vaccinated	2.0
0	1	6	4	vaccinated	1.5
0	2	6	4	vaccinated	1.5
0	3	6	4	vaccinated	1.5
0	4	6	3	vaccinated	2.0
0	5	6	5	vaccinated	1.2
0	10	2	2	vaccinated	1.0
0	1	2	2	vaccinated	1.0
0	2	2	2	vaccinated	1.0
0	3	2	1	vaccinated	2.0
0	10	10	6	vaccinated	1.6666666666666667
0	1	10	4	vaccinated	2.5
0	2	10	5	vaccinated	2.0
0	3	10	4	vaccinated	2.0
0	4	10	3	vaccinated	3.3333333333333335
0	5	10	3	vaccinated	2.3333333333333335
0	9	23	6	vaccinated	3.8333333333333335
0	10	24	4	vaccinated	6.0
0	1	24	6	vaccinated	3.5
0	2	24	5	vaccinated	4.8
0	3	24	4	vaccinated	6.0
0	7	38	8	vaccinated	4.25
0	8	38	7	vaccinated	5.428571428571429
0	9	38	10	vaccinated	3.8
0	10	39	6	vaccinated	6.5
0	1	39	5	vaccinated	7.8
0	5	31	4	vaccinated	7.75
0	6	31	4	vaccinated	7.75
0	7	31	6	vaccinated	5.166666666666667
0	8	31	7	vaccinated	4.428571428571429
0	10	27	3	vaccinated	9.0
0	1	27	5	vaccinated	5.4
0	2	27	8	vaccinated	3.375
0	3	27	3	vaccinated	9.0
0	9	5	4	vaccinated	1.25
0	10	60	6	vaccinated	10.0
0	1	60	6	vaccinated	10.0
0	2	60	8	vaccinated	7.5
0	3	60	7	vaccinated	8.571428571428571
0	2	20	3	vaccinated	6.666666666666667
0	3	20	5	vaccinated	4.0
0	4	20	7	vaccinated	2.857142857142857
0	5	20	5	vaccinated	4.0
0	6	20	7	vaccinated	2.857142857142857
0	10	40	6	vaccinated	6.666666666666667
0	1	40	7	vaccinated	5.714285714285714
0	2	40	6	vaccinated	6.666666666666667
0	3	40	5	vaccinated	8.0
0	4	40	5	vaccinated	8.0
0	10	64	7	vaccinated	9.142857142857142
0	1	64	8	vaccinated	8.0
0	2	64	7	vaccinated	9.142857142857142
0	3	64	7	vaccinated	9.142857142857142
0	10	61	7	vaccinated	8.714285714285714
0	1	61	7	vaccinated	8.714285714285714
0	2	61	6	vaccinated	10.166666666666666
0	3	61	6	vaccinated	10.166666666666666
0	4	61	8	vaccinated	7.625
0	5	53	8	vaccinated	6.625
0	2	54	7	vaccinated	7.714285714285714
0	10	55	8	vaccinated	6.875
0	8	55	6	vaccinated	9.166666666666666
0	3	58	7	vaccinated	8.285714285714286
0	2	59	6	vaccinated	9.833333333333334
0	8	59	8	vaccinated	7.375
0	6	18	7	vaccinated	2.5714285714285716
0	7	18	7	vaccinated	2.5714285714285716
0	8	18	3	vaccinated	6.0
0	9	18	4	vaccinated	4.5
0	10	62	8	vaccinated	7.75
0	1	62	7	vaccinated	8.857142857142858
0	2	62	8	vaccinated	7.75
0	3	62	8	vaccinated	7.75
0	10	29	6	vaccinated	4.833333333333333
0	1	29	3	vaccinated	9.666666666666666
0	2	29	6	vaccinated	4.833333333333333
0	3	29	7	vaccinated	4.142857142857143
0	4	29	7	vaccinated	4.142857142857143
0	4	27	4	vaccinated	6.75
0	5	28	9	vaccinated	3.111111111111111
0	4	2	2	vaccinated	1.0
0	4	31	5	vaccinated	6.2
0	5	32	5	vaccinated	6.4
0	6	32	5	vaccinated	6.4
0	7	32	8	vaccinated	4.0
0	8	32	4	vaccinated	8.0
0	9	41	4	vaccinated	10.25
0	10	42	6	vaccinated	7.0
0	1	42	5	vaccinated	8.4
0	2	42	5	vaccinated	8.4
0	3	42	6	vaccinated	7.0
0	9	50	7	vaccinated	7.142857142857143
0	10	51	8	vaccinated	6.375
0	1	51	6	vaccinated	8.5
0	2	51	6	vaccinated	7.833333333333333
0	4	58	7	vaccinated	8.285714285714286
0	5	58	8	vaccinated	7.25
0	6	58	7	vaccinated	8.285714285714286
0	7	58	8	vaccinated	7.25
0	10	16	4	vaccinated	4.0
0	1	16	2	vaccinated	8.0
0	2	16	3	vaccinated	5.333333333333333
0	3	16	3	vaccinated	5.333333333333333
