	trial	number_sequences	introductions	community_status	mean_cluster_size
0	10	20	10	unknown	2.0
0	1	20	9	unknown	2.2222222222222223
0	9	24	10	unknown	2.4
0	10	25	11	unknown	2.272727272727273
0	1	25	9	unknown	2.7777777777777777
0	2	25	9	unknown	2.7777777777777777
0	3	25	10	unknown	2.5
0	4	25	10	unknown	2.5
0	5	25	7	unknown	3.5714285714285716
0	10	3	3	unknown	1.0
0	1	3	2	unknown	1.5
0	2	3	3	unknown	1.0
0	3	3	3	unknown	1.0
0	4	3	2	unknown	1.5
0	5	3	2	unknown	1.5
0	6	3	3	unknown	1.0
0	7	3	2	unknown	1.5
0	1	7	5	unknown	1.4
0	2	7	3	unknown	2.3333333333333335
0	3	7	5	unknown	1.4
0	4	7	5	unknown	1.4
0	5	7	5	unknown	1.4
0	6	7	6	unknown	1.1666666666666667
0	7	7	3	unknown	2.3333333333333335
0	8	7	5	unknown	1.4
0	10	14	4	unknown	3.5
0	1	14	6	unknown	2.3333333333333335
0	2	14	4	unknown	3.5
0	3	14	7	unknown	2.0
0	4	14	6	unknown	2.3333333333333335
0	5	14	5	unknown	2.8
0	6	14	8	unknown	1.75
0	7	14	8	unknown	1.75
0	8	14	6	unknown	2.3333333333333335
0	3	17	8	unknown	2.125
0	4	17	8	unknown	2.125
0	5	17	6	unknown	2.8333333333333335
0	6	17	8	unknown	2.125
0	7	17	8	unknown	2.125
0	8	2	2	unknown	1.0
0	9	2	2	unknown	1.0
0	10	30	10	unknown	3.0
0	1	30	6	unknown	5.0
0	2	30	10	unknown	3.0
0	6	10	6	unknown	1.6666666666666667
0	7	10	6	unknown	1.6666666666666667
0	8	10	6	unknown	1.6666666666666667
0	9	10	4	unknown	2.5
0	10	11	7	unknown	1.5714285714285714
0	1	11	8	unknown	1.375
0	2	11	6	unknown	1.8333333333333333
0	4	28	8	unknown	3.5
0	5	28	6	unknown	4.666666666666667
0	6	28	10	unknown	2.8
0	7	28	7	unknown	4.0
0	8	28	6	unknown	4.666666666666667
0	9	28	11	unknown	2.5454545454545454
0	10	29	7	unknown	4.142857142857143
0	9	20	6	unknown	3.3333333333333335
0	10	21	10	unknown	2.1
0	1	21	5	unknown	4.2
0	2	21	8	unknown	2.625
0	3	21	9	unknown	2.3333333333333335
0	4	21	8	unknown	2.625
0	5	21	10	unknown	2.1
0	6	21	10	unknown	2.1
0	6	23	6	unknown	3.8333333333333335
0	7	23	4	unknown	5.75
0	8	23	11	unknown	2.090909090909091
0	9	23	8	unknown	2.875
0	10	24	8	unknown	3.0
0	6	25	8	unknown	3.125
0	7	25	5	unknown	5.0
0	8	25	7	unknown	3.5714285714285716
0	9	25	6	unknown	4.166666666666667
0	10	26	9	unknown	2.888888888888889
0	1	26	6	unknown	4.333333333333333
0	2	26	6	unknown	4.333333333333333
0	8	3	2	unknown	1.5
0	9	3	2	unknown	1.5
0	10	4	3	unknown	1.3333333333333333
0	1	4	2	unknown	2.0
0	2	4	4	unknown	1.0
0	3	4	2	unknown	2.0
0	4	4	3	unknown	1.3333333333333333
0	5	4	3	unknown	1.3333333333333333
0	5	5	3	unknown	1.6666666666666667
0	6	5	4	unknown	1.25
0	7	5	5	unknown	1.0
0	8	5	3	unknown	1.6666666666666667
0	9	5	4	unknown	1.25
0	10	6	4	unknown	1.5
0	1	6	4	unknown	1.5
0	2	6	2	unknown	2.0
0	3	6	3	unknown	2.0
0	4	30	7	unknown	4.285714285714286
0	5	30	12	unknown	2.5
0	6	30	6	unknown	5.0
0	7	30	5	unknown	6.0
0	8	30	11	unknown	2.727272727272727
0	9	30	5	unknown	6.0
0	10	31	7	unknown	4.428571428571429
0	1	31	12	unknown	2.5833333333333335
0	5	8	6	unknown	1.3333333333333333
0	6	8	3	unknown	2.6666666666666665
0	7	8	7	unknown	1.1428571428571428
0	8	8	4	unknown	2.0
0	9	8	3	unknown	2.6666666666666665
0	10	9	4	unknown	2.25
0	4	32	6	unknown	5.333333333333333
0	5	32	7	unknown	4.571428571428571
0	6	32	7	unknown	4.571428571428571
0	7	32	11	unknown	2.909090909090909
0	8	32	7	unknown	4.571428571428571
0	9	32	7	unknown	4.571428571428571
0	2	13	8	unknown	1.625
0	3	13	6	unknown	2.1666666666666665
0	4	13	6	unknown	2.1666666666666665
0	5	13	6	unknown	2.1666666666666665
0	6	13	7	unknown	1.8571428571428572
0	7	13	6	unknown	2.1666666666666665
0	8	13	6	unknown	2.1666666666666665
0	9	13	7	unknown	1.8571428571428572
0	2	20	6	unknown	3.3333333333333335
0	7	21	9	unknown	2.3333333333333335
0	10	23	8	unknown	2.875
0	5	19	6	unknown	3.1666666666666665
0	6	19	8	unknown	2.375
0	7	19	8	unknown	2.375
0	8	19	8	unknown	2.375
0	9	19	6	unknown	3.1666666666666665
0	10	1	1	unknown	1.0
0	1	1	1	unknown	1.0
0	3	11	6	unknown	1.8333333333333333
0	4	11	4	unknown	2.75
0	5	11	5	unknown	2.2
0	6	11	3	unknown	3.6666666666666665
0	7	11	6	unknown	1.8333333333333333
0	8	11	3	unknown	3.6666666666666665
0	9	11	4	unknown	2.75
0	10	12	5	unknown	2.4
0	9	14	7	unknown	2.0
0	10	15	9	unknown	1.6666666666666667
0	1	15	7	unknown	2.142857142857143
0	2	15	5	unknown	3.0
0	3	15	9	unknown	1.6666666666666667
0	4	15	3	unknown	5.0
0	5	15	6	unknown	2.5
0	6	15	6	unknown	2.5
0	8	17	9	unknown	1.8888888888888888
0	9	17	5	unknown	3.4
0	10	18	5	unknown	3.6
0	1	18	6	unknown	3.0
0	2	18	7	unknown	2.5714285714285716
0	3	18	5	unknown	3.6
0	4	18	7	unknown	2.5714285714285716
0	3	20	6	unknown	3.3333333333333335
0	4	20	8	unknown	2.5
0	5	20	8	unknown	2.5
0	6	20	7	unknown	2.857142857142857
0	7	20	8	unknown	2.5
0	8	20	8	unknown	2.5
0	3	26	6	unknown	4.333333333333333
0	4	26	8	unknown	3.25
0	5	26	5	unknown	5.2
0	6	26	9	unknown	2.888888888888889
0	7	26	6	unknown	4.333333333333333
0	8	26	10	unknown	2.6
0	9	26	6	unknown	4.333333333333333
0	10	10	5	unknown	2.0
0	1	10	5	unknown	2.0
0	2	10	5	unknown	2.0
0	3	10	4	unknown	2.5
0	4	10	9	unknown	1.1111111111111112
0	5	10	6	unknown	1.6666666666666667
0	1	24	8	unknown	3.0
0	2	24	5	unknown	4.8
0	3	24	8	unknown	3.0
0	4	24	7	unknown	3.4285714285714284
0	5	24	5	unknown	4.8
0	6	24	9	unknown	2.6666666666666665
0	7	24	9	unknown	2.6666666666666665
0	8	24	9	unknown	2.6666666666666665
0	8	21	3	unknown	7.0
0	9	21	8	unknown	2.625
0	10	22	4	unknown	5.5
0	1	22	10	unknown	2.2
0	2	22	8	unknown	2.75
0	4	6	5	unknown	1.2
0	5	6	3	unknown	2.0
0	6	6	4	unknown	1.5
0	7	6	3	unknown	2.0
0	8	6	5	unknown	1.2
0	9	6	5	unknown	1.2
0	10	7	4	unknown	1.75
0	7	27	10	unknown	2.7
0	8	27	9	unknown	3.0
0	9	27	7	unknown	3.857142857142857
0	10	28	7	unknown	4.0
0	1	28	11	unknown	2.5454545454545454
0	2	28	7	unknown	4.0
0	2	2	1	unknown	2.0
0	3	2	2	unknown	1.0
0	4	2	2	unknown	1.0
0	5	2	1	unknown	2.0
0	6	2	2	unknown	1.0
0	7	2	2	unknown	1.0
0	3	31	11	unknown	2.8181818181818183
0	4	31	7	unknown	4.428571428571429
0	5	31	7	unknown	4.428571428571429
0	6	31	5	unknown	6.2
0	7	31	7	unknown	4.428571428571429
0	1	23	6	unknown	3.8333333333333335
0	2	23	10	unknown	2.3
0	3	23	6	unknown	3.8333333333333335
0	4	23	9	unknown	2.5555555555555554
0	5	23	9	unknown	2.5555555555555554
0	9	7	3	unknown	2.3333333333333335
0	10	8	5	unknown	1.6
0	1	8	5	unknown	1.6
0	2	8	5	unknown	1.6
0	3	8	5	unknown	1.6
0	4	8	4	unknown	2.0
0	7	15	8	unknown	1.875
0	8	15	4	unknown	3.75
0	9	15	9	unknown	1.6666666666666667
0	10	16	9	unknown	1.7777777777777777
0	1	16	7	unknown	2.2857142857142856
0	8	16	9	unknown	1.7777777777777777
0	9	16	8	unknown	2.0
0	10	17	2	unknown	8.5
0	1	17	7	unknown	2.4285714285714284
0	2	29	5	unknown	5.8
0	3	29	11	unknown	2.6363636363636362
0	4	29	8	unknown	3.625
0	5	29	11	unknown	2.6363636363636362
0	2	12	7	unknown	1.7142857142857142
0	3	12	4	unknown	3.0
0	4	12	8	unknown	1.5
0	5	12	4	unknown	3.0
0	1	12	6	unknown	2.0
0	7	16	7	unknown	2.2857142857142856
0	2	17	7	unknown	2.4285714285714284
0	9	18	8	unknown	2.25
0	4	19	4	unknown	4.75
0	2	1	1	unknown	1.0
0	3	1	1	unknown	1.0
0	4	1	1	unknown	1.0
0	5	1	1	unknown	1.0
0	6	1	1	unknown	1.0
0	5	18	4	unknown	4.5
0	6	18	7	unknown	2.5714285714285716
0	7	18	4	unknown	4.5
0	8	18	6	unknown	3.0
0	3	9	5	notvaccinated	1.8
0	4	9	2	notvaccinated	4.5
0	5	9	5	notvaccinated	1.8
0	6	9	5	notvaccinated	1.8
0	7	9	5	notvaccinated	1.8
0	8	9	3	notvaccinated	3.0
0	9	9	5	notvaccinated	1.8
0	2	2	2	notvaccinated	1.0
0	3	2	2	notvaccinated	1.0
0	4	2	2	notvaccinated	1.0
0	5	2	2	notvaccinated	1.0
0	6	2	1	notvaccinated	2.0
0	7	2	2	notvaccinated	1.0
0	7	11	7	notvaccinated	1.5714285714285714
0	8	11	2	notvaccinated	5.5
0	9	11	5	notvaccinated	2.2
0	10	12	6	notvaccinated	2.0
0	1	12	3	notvaccinated	4.0
0	2	12	2	notvaccinated	6.0
0	3	12	2	notvaccinated	6.0
0	4	12	3	notvaccinated	4.0
0	8	4	2	notvaccinated	2.0
0	9	4	4	notvaccinated	1.0
0	10	5	3	notvaccinated	1.6666666666666667
0	1	5	2	notvaccinated	2.5
0	2	5	3	notvaccinated	1.6666666666666667
0	3	5	5	notvaccinated	1.0
0	4	5	3	notvaccinated	1.6666666666666667
0	5	5	4	notvaccinated	1.25
0	5	7	4	notvaccinated	1.75
0	6	7	3	notvaccinated	2.3333333333333335
0	7	7	4	notvaccinated	1.75
0	8	7	4	notvaccinated	1.75
0	4	10	5	notvaccinated	2.0
0	6	11	4	notvaccinated	2.75
0	10	1	1	notvaccinated	1.0
0	1	2	2	notvaccinated	1.0
0	6	5	1	notvaccinated	5.0
0	9	6	1	notvaccinated	6.0
0	4	7	5	notvaccinated	1.4
0	7	8	6	notvaccinated	1.3333333333333333
0	6	13	7	notvaccinated	1.8571428571428572
0	7	13	6	notvaccinated	2.1666666666666665
0	8	13	6	notvaccinated	2.1666666666666665
0	9	13	2	notvaccinated	6.5
0	5	10	5	notvaccinated	2.0
0	6	10	2	notvaccinated	5.0
0	7	10	1	notvaccinated	10.0
0	8	10	5	notvaccinated	2.0
0	9	10	4	notvaccinated	2.5
0	10	11	2	notvaccinated	5.5
0	1	11	3	notvaccinated	3.6666666666666665
0	2	6	4	notvaccinated	1.5
0	3	6	3	notvaccinated	2.0
0	4	6	4	notvaccinated	1.5
0	5	6	3	notvaccinated	2.0
0	6	6	4	notvaccinated	1.5
0	7	6	1	notvaccinated	6.0
0	8	6	5	notvaccinated	1.2
0	6	3	1	notvaccinated	3.0
0	7	3	2	notvaccinated	1.5
0	8	3	2	notvaccinated	1.5
0	9	3	3	notvaccinated	1.0
0	10	4	3	notvaccinated	1.3333333333333333
0	1	4	4	notvaccinated	1.0
0	9	7	4	notvaccinated	1.75
0	10	8	5	notvaccinated	1.6
0	1	8	4	notvaccinated	2.0
0	2	8	5	notvaccinated	1.6
0	3	8	3	notvaccinated	2.6666666666666665
0	4	8	2	notvaccinated	4.0
0	5	8	4	notvaccinated	2.0
0	6	8	4	notvaccinated	2.0
0	5	12	3	notvaccinated	4.0
0	6	12	5	notvaccinated	2.4
0	7	12	6	notvaccinated	2.0
0	8	12	4	notvaccinated	3.0
0	9	12	5	notvaccinated	2.4
0	10	13	3	notvaccinated	4.333333333333333
0	1	13	3	notvaccinated	4.333333333333333
0	5	1	1	notvaccinated	1.0
0	6	1	1	notvaccinated	1.0
0	7	1	1	notvaccinated	1.0
0	8	1	1	notvaccinated	1.0
0	9	1	1	notvaccinated	1.0
0	10	2	2	notvaccinated	1.0
0	10	10	5	notvaccinated	2.0
0	1	10	1	notvaccinated	10.0
0	2	10	5	notvaccinated	2.0
0	3	10	4	notvaccinated	2.5
0	2	11	1	notvaccinated	11.0
0	3	11	3	notvaccinated	3.6666666666666665
0	4	11	4	notvaccinated	2.75
0	5	11	5	notvaccinated	2.2
0	8	8	4	notvaccinated	2.0
0	9	8	5	notvaccinated	1.6
0	10	9	4	notvaccinated	2.25
0	1	9	2	notvaccinated	4.5
0	2	9	4	notvaccinated	2.25
0	7	5	4	notvaccinated	1.25
0	8	5	4	notvaccinated	1.25
0	9	5	3	notvaccinated	1.6666666666666667
0	10	6	4	notvaccinated	1.5
0	1	6	1	notvaccinated	6.0
0	2	4	2	notvaccinated	2.0
0	3	4	2	notvaccinated	2.0
0	4	4	3	notvaccinated	1.3333333333333333
0	5	4	3	notvaccinated	1.3333333333333333
0	6	4	1	notvaccinated	4.0
0	7	4	3	notvaccinated	1.3333333333333333
0	8	2	2	notvaccinated	1.0
0	9	2	2	notvaccinated	1.0
0	10	3	2	notvaccinated	1.5
0	1	3	3	notvaccinated	1.0
0	2	3	3	notvaccinated	1.0
0	3	3	3	notvaccinated	1.0
0	4	3	3	notvaccinated	1.0
0	5	3	2	notvaccinated	1.5
0	1	1	1	notvaccinated	1.0
0	2	1	1	notvaccinated	1.0
0	3	1	1	notvaccinated	1.0
0	4	1	1	notvaccinated	1.0
0	10	7	4	notvaccinated	1.75
0	1	7	4	notvaccinated	1.75
0	2	7	4	notvaccinated	1.75
0	3	7	6	notvaccinated	1.1666666666666667
0	2	13	6	notvaccinated	2.1666666666666665
0	3	13	7	notvaccinated	1.8571428571428572
0	4	13	3	notvaccinated	4.333333333333333
0	5	13	6	notvaccinated	2.1666666666666665
0	2	9	7	vaccinated	1.2857142857142858
0	3	9	4	vaccinated	2.25
0	4	9	5	vaccinated	1.8
0	5	9	3	vaccinated	3.0
0	6	9	5	vaccinated	1.8
0	7	9	4	vaccinated	2.25
0	8	9	6	vaccinated	1.5
0	9	9	4	vaccinated	2.25
0	5	43	6	vaccinated	7.166666666666667
0	6	43	7	vaccinated	6.142857142857143
0	7	43	5	vaccinated	8.6
0	8	43	6	vaccinated	7.166666666666667
0	9	43	7	vaccinated	6.142857142857143
0	10	44	7	vaccinated	6.285714285714286
0	1	44	8	vaccinated	5.5
0	2	44	4	vaccinated	11.0
0	8	30	6	vaccinated	5.0
0	9	30	5	vaccinated	6.0
0	10	31	8	vaccinated	3.875
0	1	31	7	vaccinated	4.428571428571429
0	2	31	5	vaccinated	6.2
0	3	31	8	vaccinated	3.875
0	6	53	7	vaccinated	7.571428571428571
0	7	53	6	vaccinated	8.833333333333334
0	8	53	6	vaccinated	8.833333333333334
0	9	53	5	vaccinated	10.6
0	10	54	7	vaccinated	7.714285714285714
0	1	54	8	vaccinated	6.75
0	7	20	7	vaccinated	2.857142857142857
0	8	20	4	vaccinated	5.0
0	9	20	5	vaccinated	4.0
0	10	21	6	vaccinated	3.5
0	1	21	3	vaccinated	7.0
0	9	60	7	vaccinated	8.571428571428571
0	4	62	7	vaccinated	8.857142857142858
0	9	62	8	vaccinated	7.75
0	6	8	4	vaccinated	2.0
0	2	39	3	vaccinated	12.0
0	3	39	4	vaccinated	9.75
0	4	39	3	vaccinated	13.0
0	5	39	8	vaccinated	4.875
0	6	39	8	vaccinated	4.875
0	5	62	8	vaccinated	7.75
0	6	62	8	vaccinated	7.75
0	7	62	7	vaccinated	8.857142857142858
0	8	62	8	vaccinated	7.75
0	5	47	7	vaccinated	6.714285714285714
0	6	47	8	vaccinated	5.875
0	7	47	5	vaccinated	9.4
0	8	47	8	vaccinated	5.875
0	9	47	7	vaccinated	6.714285714285714
0	10	48	6	vaccinated	7.333333333333333
0	1	48	4	vaccinated	12.0
0	5	25	7	vaccinated	3.5714285714285716
0	6	25	6	vaccinated	4.166666666666667
0	7	25	10	vaccinated	2.5
0	8	25	6	vaccinated	4.166666666666667
0	9	25	6	vaccinated	4.166666666666667
0	10	26	4	vaccinated	6.5
0	1	26	5	vaccinated	5.2
0	9	16	4	vaccinated	4.0
0	10	17	6	vaccinated	2.8333333333333335
0	1	17	1	vaccinated	15.0
0	2	17	6	vaccinated	2.8333333333333335
0	3	17	7	vaccinated	2.4285714285714284
0	4	17	6	vaccinated	2.8333333333333335
0	5	17	5	vaccinated	3.4
0	6	17	5	vaccinated	2.6
0	10	41	7	vaccinated	5.857142857142857
0	1	41	5	vaccinated	8.2
0	2	41	5	vaccinated	8.2
0	3	41	6	vaccinated	6.833333333333333
0	4	41	9	vaccinated	4.222222222222222
0	5	41	5	vaccinated	8.2
0	6	41	11	vaccinated	3.727272727272727
0	7	41	6	vaccinated	6.833333333333333
0	8	41	6	vaccinated	6.833333333333333
0	9	59	9	vaccinated	6.555555555555555
0	10	5	2	vaccinated	2.5
0	1	5	4	vaccinated	1.25
0	2	5	5	vaccinated	1.0
0	3	5	4	vaccinated	1.25
0	2	35	5	vaccinated	7.0
0	3	35	9	vaccinated	3.888888888888889
0	4	35	5	vaccinated	7.0
0	5	35	4	vaccinated	8.75
0	6	35	6	vaccinated	5.833333333333333
0	7	35	4	vaccinated	8.75
0	8	35	5	vaccinated	6.6
0	6	6	4	vaccinated	1.5
0	7	6	4	vaccinated	1.5
0	8	6	4	vaccinated	1.5
0	9	6	4	vaccinated	1.5
0	10	7	1	vaccinated	7.0
0	1	7	3	vaccinated	2.3333333333333335
0	6	28	8	vaccinated	3.5
0	7	28	4	vaccinated	7.0
0	8	28	4	vaccinated	7.0
0	9	28	4	vaccinated	7.0
0	3	51	9	vaccinated	5.444444444444445
0	4	51	6	vaccinated	8.5
0	5	51	7	vaccinated	7.285714285714286
0	6	51	6	vaccinated	8.5
0	7	51	5	vaccinated	10.2
0	8	12	3	vaccinated	4.0
0	9	12	5	vaccinated	2.4
0	10	13	7	vaccinated	1.8571428571428572
0	1	13	6	vaccinated	2.1666666666666665
0	2	13	5	vaccinated	2.6
0	7	56	7	vaccinated	8.0
0	8	56	5	vaccinated	11.2
0	9	56	8	vaccinated	7.0
0	10	57	7	vaccinated	8.142857142857142
0	1	57	7	vaccinated	8.142857142857142
0	2	57	8	vaccinated	7.125
0	3	57	8	vaccinated	7.125
0	4	57	7	vaccinated	8.142857142857142
0	9	45	8	vaccinated	5.625
0	10	46	7	vaccinated	6.571428571428571
0	1	46	4	vaccinated	11.5
0	2	46	7	vaccinated	6.571428571428571
0	3	46	7	vaccinated	6.571428571428571
0	4	46	5	vaccinated	9.2
0	5	46	5	vaccinated	9.2
0	6	46	6	vaccinated	7.666666666666667
0	3	3	3	vaccinated	1.0
0	4	3	1	vaccinated	3.0
0	5	3	2	vaccinated	1.5
0	6	3	2	vaccinated	1.5
0	7	3	2	vaccinated	1.5
0	8	3	3	vaccinated	1.0
0	9	3	2	vaccinated	1.5
0	1	23	5	vaccinated	4.6
0	2	23	5	vaccinated	4.6
0	3	23	9	vaccinated	2.5555555555555554
0	4	23	3	vaccinated	7.666666666666667
0	5	23	4	vaccinated	5.75
0	6	23	4	vaccinated	5.25
0	7	23	3	vaccinated	7.666666666666667
0	8	23	8	vaccinated	2.875
0	10	19	3	vaccinated	6.333333333333333
0	1	19	3	vaccinated	6.333333333333333
0	2	19	7	vaccinated	2.7142857142857144
0	3	19	4	vaccinated	4.75
0	4	19	5	vaccinated	3.8
0	5	60	7	vaccinated	8.571428571428571
0	6	60	8	vaccinated	7.5
0	7	60	7	vaccinated	8.571428571428571
0	8	60	8	vaccinated	7.5
0	10	33	4	vaccinated	8.25
0	1	33	8	vaccinated	4.125
0	2	33	7	vaccinated	4.714285714285714
0	3	33	6	vaccinated	5.5
0	2	26	6	vaccinated	4.333333333333333
0	3	26	7	vaccinated	3.7142857142857144
0	4	26	4	vaccinated	6.5
0	5	26	4	vaccinated	6.5
0	6	26	7	vaccinated	3.7142857142857144
0	7	26	4	vaccinated	6.5
0	8	26	3	vaccinated	8.0
0	9	26	7	vaccinated	3.7142857142857144
0	5	2	1	vaccinated	2.0
0	6	2	1	vaccinated	2.0
0	7	2	2	vaccinated	1.0
0	8	2	2	vaccinated	1.0
0	9	2	2	vaccinated	1.0
0	9	32	5	vaccinated	6.4
0	4	33	8	vaccinated	4.125
0	5	34	3	vaccinated	10.333333333333334
0	1	35	4	vaccinated	8.75
0	7	36	4	vaccinated	9.0
0	4	37	9	vaccinated	4.111111111111111
0	9	37	6	vaccinated	6.166666666666667
0	3	4	2	vaccinated	2.0
0	4	4	4	vaccinated	1.0
0	5	4	3	vaccinated	1.3333333333333333
0	6	4	3	vaccinated	1.3333333333333333
0	7	4	2	vaccinated	2.0
0	8	4	3	vaccinated	1.3333333333333333
0	9	4	3	vaccinated	1.3333333333333333
0	4	64	8	vaccinated	8.0
0	5	64	8	vaccinated	8.0
0	6	64	9	vaccinated	7.111111111111111
0	7	64	8	vaccinated	8.0
0	8	64	9	vaccinated	7.111111111111111
0	9	64	8	vaccinated	8.0
0	6	10	5	vaccinated	2.0
0	7	10	6	vaccinated	1.6666666666666667
0	8	10	5	vaccinated	2.0
0	9	10	4	vaccinated	2.5
0	10	11	3	vaccinated	3.6666666666666665
0	1	11	2	vaccinated	5.5
0	2	11	4	vaccinated	2.75
0	8	58	6	vaccinated	9.666666666666666
0	9	58	7	vaccinated	8.285714285714286
0	10	59	8	vaccinated	7.375
0	1	59	8	vaccinated	7.375
0	1	55	7	vaccinated	7.857142857142857
0	2	55	8	vaccinated	6.875
0	3	55	7	vaccinated	7.857142857142857
0	4	55	6	vaccinated	9.166666666666666
0	5	55	7	vaccinated	7.857142857142857
0	6	55	7	vaccinated	7.857142857142857
0	7	55	7	vaccinated	7.857142857142857
0	4	1	1	vaccinated	1.0
0	5	1	1	vaccinated	1.0
0	6	1	1	vaccinated	1.0
0	7	1	1	vaccinated	1.0
0	8	1	1	vaccinated	1.0
0	9	1	1	vaccinated	1.0
0	10	20	7	vaccinated	2.857142857142857
0	1	20	4	vaccinated	4.5
0	8	36	6	vaccinated	6.0
0	9	36	6	vaccinated	6.0
0	10	37	5	vaccinated	7.4
0	1	37	7	vaccinated	5.0
0	2	37	6	vaccinated	6.166666666666667
0	3	37	4	vaccinated	9.25
0	4	24	4	vaccinated	6.0
0	5	24	3	vaccinated	8.0
0	6	24	6	vaccinated	4.0
0	7	24	3	vaccinated	8.0
0	8	24	6	vaccinated	4.0
0	9	7	4	vaccinated	1.75
0	10	8	6	vaccinated	1.3333333333333333
0	1	8	5	vaccinated	1.6
0	2	8	4	vaccinated	2.0
0	3	8	4	vaccinated	2.0
0	4	8	3	vaccinated	2.6666666666666665
0	5	8	3	vaccinated	2.6666666666666665
0	4	15	6	vaccinated	2.5
0	5	15	5	vaccinated	3.0
0	6	15	5	vaccinated	3.0
0	7	15	4	vaccinated	3.75
0	8	15	6	vaccinated	2.5
0	9	15	6	vaccinated	2.5
0	4	42	6	vaccinated	7.0
0	5	42	10	vaccinated	4.2
0	6	42	6	vaccinated	7.0
0	7	42	7	vaccinated	6.0
0	3	52	7	vaccinated	7.428571428571429
0	4	52	5	vaccinated	10.4
0	5	52	8	vaccinated	6.5
0	6	52	6	vaccinated	8.666666666666666
0	7	52	7	vaccinated	7.428571428571429
0	8	52	7	vaccinated	7.428571428571429
0	9	52	8	vaccinated	6.5
0	10	53	6	vaccinated	8.833333333333334
0	9	48	5	vaccinated	9.6
0	10	49	7	vaccinated	7.0
0	1	49	7	vaccinated	7.0
0	2	49	6	vaccinated	8.166666666666666
0	3	49	6	vaccinated	8.166666666666666
0	4	49	6	vaccinated	8.166666666666666
0	5	49	8	vaccinated	6.125
0	9	44	7	vaccinated	6.285714285714286
0	10	45	8	vaccinated	5.625
0	1	45	6	vaccinated	7.5
0	2	45	8	vaccinated	5.625
0	3	45	7	vaccinated	6.428571428571429
0	7	21	3	vaccinated	7.0
0	8	21	3	vaccinated	7.0
0	9	21	5	vaccinated	4.2
0	10	22	4	vaccinated	5.5
0	1	22	5	vaccinated	4.0
0	2	22	3	vaccinated	7.333333333333333
0	10	32	4	vaccinated	8.0
0	1	32	1	vaccinated	28.0
0	2	32	5	vaccinated	6.4
0	3	32	5	vaccinated	6.4
0	4	32	6	vaccinated	5.333333333333333
0	10	34	5	vaccinated	6.8
0	1	34	5	vaccinated	6.8
0	2	34	6	vaccinated	5.666666666666667
0	3	34	4	vaccinated	8.5
0	4	34	3	vaccinated	11.333333333333334
0	5	40	6	vaccinated	6.666666666666667
0	6	40	7	vaccinated	5.714285714285714
0	7	40	6	vaccinated	6.666666666666667
0	8	40	5	vaccinated	8.0
0	9	40	3	vaccinated	13.333333333333334
0	7	17	8	vaccinated	2.125
0	8	17	7	vaccinated	2.4285714285714284
0	9	17	7	vaccinated	2.4285714285714284
0	10	18	4	vaccinated	4.5
0	1	18	8	vaccinated	2.25
0	2	18	6	vaccinated	3.0
0	3	18	8	vaccinated	2.25
