Sample	posterior	likelihood	prior	treeLikelihood.mumps-wa-clade-arkansas_10-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_10-2020-02-03	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_8-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_8-2020-02-03	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_69-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_69-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_69-2020-02-03	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_69-2020-02-03	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	kappa.s:mumps-wa-clade-arkansas_69-2020-02-03	gammaShape.s:mumps-wa-clade-arkansas_69-2020-02-03	clockRate.c:mumps-wa-clade-arkansas_69-2020-02-03	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-031	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-032	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-033	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-034
0	-63052.163590813674	-62936.90956389195	-115.25402692171912	-19810.473602393875	4.007169671393687	10.325254713283032	3.816466453734482	6.508788259548549	6	5	2	3	1	-20588.10495254291	2.97935368957576	12.145104572455146	6.312950942223751	5.832153630231396	7	6	3	4	1	-22538.33100895517	7.119172557302074	24.887095341875693	13.077614151775393	11.809481190100302	12	12	26	27	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.17E-4	0.25	0.25	0.25	0.25
5000	-62385.07571890376	-62284.53330361909	-100.54241528467018	-19712.19191281942	1.3265176769040514	3.3686639622738124	1.1915675772949341	2.1770963849788787	5	2	0	5	1	-20491.519332972184	1.0653282062737397	4.1361650530669944	2.2419036710024765	1.8942613820645184	3	3	4	3	1	-22080.822057827485	2.0568607134596024	19.396706936997965	8.932958203069052	10.46374873392891	21	23	29	24	1	1.0	1.0617303278935561	1.2738391259554631	1.0	1.6543374219798672	1.2356165832913637	1.0	1.0617303278935561	1.2738391259554631	1.0	1.6543374219798672	1.2356165832913637	1.0	1.0617303278935561	1.2738391259554631	1.0	1.6543374219798672	1.2356165832913637	2.9860010197616047	1.0	3.2245373945982995E-4	0.26114609999073624	0.23885390000926376	0.25	0.25
10000	-62052.35719680185	-61956.44403423472	-95.91316256712649	-19620.218409452606	0.8718921663359056	1.9778734734065506	1.0710061661565038	0.9068673072500466	1	3	4	1	0	-20391.873423427332	0.4619517680018261	1.5722696507207539	1.207939197086914	0.3643304536338401	1	5	7	0	0	-21944.352201354788	1.5545603243572663	17.224242343840213	9.825035690056163	7.399206653784048	6	16	36	17	0	1.0	1.1974075217344056	0.9955597932252254	1.0	0.7824809893757735	2.848400326349857	1.0	1.1974075217344056	0.9955597932252254	1.0	0.7824809893757735	2.848400326349857	1.0	1.1974075217344056	0.9955597932252254	1.0	0.7824809893757735	2.848400326349857	2.9603970361604994	0.44745175511056745	3.635889828180738E-4	0.27658269287658055	0.23185399989752545	0.22920123980473903	0.262362067421155
15000	-61967.88531036874	-61885.73511846298	-82.1501919057636	-19607.408182571282	0.9403254586570889	1.8245145136811418	1.4654168012039974	0.3590977124771444	0	3	5	0	0	-20381.567173301348	0.530199379969814	2.0394314093838224	1.1755855325459625	0.8638458768378601	0	4	7	0	0	-21896.75976259035	1.648010919192148	15.44562910470774	9.70821716351403	5.737411941193713	3	13	36	17	0	1.0	0.9114566705358439	0.9071410570892511	1.0	0.5250645344943069	1.937074505641437	1.0	0.9114566705358439	0.9071410570892511	1.0	0.5250645344943069	1.937074505641437	1.0	0.9114566705358439	0.9071410570892511	1.0	0.5250645344943069	1.937074505641437	5.460827600431037	0.22680523670709363	4.0509889735122203E-4	0.2818523650556391	0.22658432771846693	0.22920123980473903	0.262362067421155
20000	-61906.00434864841	-61821.41827463091	-84.58607401749686	-19596.689515548507	0.9538570738452448	2.4629524394615947	1.3898140806514099	1.0731383588101846	0	2	4	1	0	-20368.149375783276	0.6978596990353112	2.5236888771787327	1.6839194674260898	0.8397694097526431	1	4	6	1	0	-21856.579383299122	1.6593489857856876	14.282283638231991	9.484682003194386	4.7976016350376085	7	17	36	17	0	1.0	1.4116673858388882	1.5992481249141843	1.0	0.568817608796519	2.5027937831029536	1.0	1.4116673858388882	1.5992481249141843	1.0	0.568817608796519	2.5027937831029536	1.0	1.4116673858388882	1.5992481249141843	1.0	0.568817608796519	2.5027937831029536	5.460827600431037	0.22680523670709363	4.168636087746753E-4	0.2865463179554521	0.22658432771846693	0.22450728690492602	0.262362067421155
25000	-62184.437457973654	-62062.86171828254	-121.57573969111263	-19681.859574542275	1.218195011688561	2.417505556538258	1.7359907658954903	0.6815147906427678	0	3	5	0	0	-20459.22218918072	0.8733124591640105	3.7477392071409588	2.155520711019621	1.5922184961213377	0	4	7	0	0	-21921.779954559537	1.8574462883323004	21.36615018731633	12.389672551369614	8.976477635946715	6	18	38	15	0	1.0	1.4963232239099338	2.7448238614283937	1.0	0.2861026578935824	2.139293833921906	1.0	1.4963232239099338	2.7448238614283937	1.0	0.2861026578935824	2.139293833921906	1.0	1.4963232239099338	2.7448238614283937	1.0	0.2861026578935824	2.139293833921906	4.226385801658742	0.32380674620428634	1.899038523028441E-4	0.26065073368583014	0.23850659248299524	0.2415660989842061	0.25927657484696853
30000	-61740.06693449678	-61697.70599025325	-42.360944243534156	-19567.914784931607	0.9419645266792466	1.678175255395217	1.2888866873047018	0.389288568090515	1	4	5	0	0	-20340.519808224002	0.660659868137941	2.7517684508375133	1.94092042708259	0.8108480237549232	1	4	6	1	0	-21789.271397097637	1.1816331241527689	11.810497854908316	5.716995852463364	6.093502002444951	12	23	37	16	0	1.0	0.5793087397425761	1.4585899460150153	1.0	1.8283846088654694	3.6611625086689195	1.0	0.5793087397425761	1.4585899460150153	1.0	1.8283846088654694	3.6611625086689195	1.0	0.5793087397425761	1.4585899460150153	1.0	1.8283846088654694	3.6611625086689195	5.559631360709149	0.16950753804135602	4.3227013185351813E-4	0.30623166458829537	0.22463261982060273	0.20608768647420683	0.26304802911689507
35000	-61745.50501241343	-61699.96110589051	-45.54390652292115	-19566.78481572544	0.9000726330313943	1.611938622924911	0.9022674494259281	0.7096711734989829	0	2	4	1	0	-20341.36589449218	0.692423701728532	2.20889484226148	1.568810504282002	0.6400843379794782	0	4	7	0	0	-21791.810395672885	1.159349288150554	11.847475572889117	6.172339318045124	5.675136254843995	11	20	35	18	0	1.0	0.4776014517860024	1.1689809147291625	1.0	1.0039007606904322	3.2908609762671905	1.0	0.4776014517860024	1.1689809147291625	1.0	1.0039007606904322	3.2908609762671905	1.0	0.4776014517860024	1.1689809147291625	1.0	1.0039007606904322	3.2908609762671905	3.547337885158926	0.16950753804135602	5.015815890278964E-4	0.30623166458829537	0.22463261982060273	0.20608768647420683	0.26304802911689507
40000	-61691.54314948769	-61653.38843742432	-38.15471206337064	-19567.366265387216	0.9967739709502466	1.9555133725737754	1.5327399561173678	0.4227734164564077	0	3	5	0	0	-20339.93109973587	0.7477625539052508	2.8998725231807083	1.9234452672090754	0.9764272559716336	0	3	6	1	0	-21746.09107230124	1.156735874761806	10.927111315025332	6.726343518538801	4.200767796486531	6	23	43	10	0	1.0	0.5614205364766265	1.6276543730941802	1.0	0.9970243442640736	4.034534336519497	1.0	0.5614205364766265	1.6276543730941802	1.0	0.9970243442640736	4.034534336519497	1.0	0.5614205364766265	1.6276543730941802	1.0	0.9970243442640736	4.034534336519497	3.547337885158926	0.16950753804135602	4.032341740359759E-4	0.30623166458829537	0.22463261982060273	0.20608768647420683	0.26304802911689507
45000	-61650.98714841014	-61617.797608559005	-33.189539851129894	-19566.67305372666	1.1515826707172905	1.920844487963488	1.1041121908321472	0.8167322971313412	1	3	4	1	0	-20339.47774034945	0.6201698354594002	2.3199847141082337	1.4231663946914983	0.8968183194167354	2	5	6	1	0	-21711.6468144829	1.2017907753296737	11.72346872792151	6.074791855805321	5.648676872116192	9	25	43	10	1	1.0	0.4042076201967351	1.3031358745254897	1.0	1.2835153043731293	3.5626789240607373	1.0	0.4042076201967351	1.3031358745254897	1.0	1.2835153043731293	3.5626789240607373	1.0	0.4042076201967351	1.3031358745254897	1.0	1.2835153043731293	3.5626789240607373	3.5134113313319166	0.16950753804135602	4.2402765217506666E-4	0.3045619182465542	0.22562471047790117	0.2050955958169084	0.26471777545863623
