# BEAST v1.8.4
# Generated Tue Jan 21 10:44:43 PST 2020 [seed=1579632280352]
# mumps-NA-DTA-skygrid-25-2020-01-16.xml
state	division
51760000	"virginia"
51770000	"iowa"
51780000	"ontario"
51790000	"ohio"
51800000	"virginia"
51810000	"montana"
51820000	"ohio"
51830000	"massachusetts"
51840000	"british_columbia"
51850000	"kansas"
51860000	"california"
51870000	"pennsylvania"
51880000	"new_york"
51890000	"new_york"
51900000	"illinois"
51910000	"illinois"
51920000	"wisconsin"
51930000	"iowa"
51940000	"manitoba"
51950000	"kansas"
51960000	"kansas"
51970000	"new_york"
51980000	"illinois"
51990000	"kansas"
52000000	"indiana"
52010000	"missouri"
52020000	"arkansas"
52030000	"ontario"
52040000	"pennsylvania"
52050000	"manitoba"
52060000	"missouri"
52070000	"massachusetts"
52080000	"massachusetts"
52090000	"north_carolina"
52100000	"georgia"
52110000	"pennsylvania"
52120000	"michigan"
52130000	"illinois"
52140000	"new_jersey"
52150000	"iowa"
52160000	"iowa"
52170000	"new_york"
52180000	"british_columbia"
52190000	"alabama"
52200000	"washington"
52210000	"wisconsin"
52220000	"montana"
52230000	"arkansas"
52240000	"pennsylvania"
52250000	"wisconsin"
52260000	"north_carolina"
52270000	"new_york"
52280000	"pennsylvania"
52290000	"new_york"
52300000	"kansas"
52310000	"iowa"
52320000	"british_columbia"
52330000	"indiana"
52340000	"wisconsin"
52350000	"north_carolina"
52360000	"british_columbia"
52370000	"illinois"
52380000	"kansas"
52390000	"north_carolina"
52400000	"alabama"
52410000	"ontario"
52420000	"michigan"
52430000	"ontario"
52440000	"new_york"
52450000	"new_york"
52460000	"indiana"
52470000	"missouri"
52480000	"ontario"
52490000	"indiana"
52500000	"arkansas"
52510000	"washington"
52520000	"new_jersey"
52530000	"washington"
52540000	"indiana"
52550000	"iowa"
52560000	"wisconsin"
52570000	"iowa"
52580000	"north_carolina"
52590000	"ontario"
52600000	"montana"
52610000	"arkansas"
52620000	"british_columbia"
52630000	"north_carolina"
52640000	"indiana"
52650000	"california"
52660000	"new_jersey"
52670000	"new_jersey"
52680000	"new_jersey"
52690000	"alabama"
52700000	"texas"
52710000	"kansas"
52720000	"british_columbia"
52730000	"wisconsin"
52740000	"manitoba"
52750000	"arkansas"
52760000	"north_carolina"
52770000	"new_jersey"
52780000	"north_dakota"
52790000	"california"
52800000	"iowa"
52810000	"ohio"
52820000	"iowa"
52830000	"wisconsin"
52840000	"new_york"
52850000	"wisconsin"
52860000	"california"
52870000	"new_york"
52880000	"iowa"
52890000	"wisconsin"
52900000	"ohio"
52910000	"ontario"
52920000	"north_carolina"
52930000	"massachusetts"
52940000	"north_carolina"
52950000	"new_york"
52960000	"michigan"
52970000	"british_columbia"
52980000	"michigan"
52990000	"michigan"
53000000	"california"
53010000	"manitoba"
53020000	"new_york"
53030000	"washington"
53040000	"iowa"
53050000	"arkansas"
53060000	"missouri"
53070000	"michigan"
53080000	"new_hampshire"
53090000	"ontario"
53100000	"british_columbia"
53110000	"california"
53120000	"massachusetts"
53130000	"washington"
53140000	"michigan"
53150000	"massachusetts"
53160000	"california"
53170000	"michigan"
53180000	"pennsylvania"
53190000	"washington"
53200000	"texas"
53210000	"indiana"
53220000	"missouri"
53230000	"wisconsin"
53240000	"illinois"
53250000	"north_dakota"
53260000	"north_dakota"
53270000	"new_jersey"
53280000	"alabama"
53290000	"massachusetts"
53300000	"washington"
53310000	"indiana"
53320000	"ohio"
53330000	"iowa"
53340000	"new_hampshire"
53350000	"ontario"
53360000	"illinois"
53370000	"alabama"
53380000	"illinois"
53390000	"missouri"
53400000	"massachusetts"
53410000	"iowa"
53420000	"new_york"
53430000	"ontario"
53440000	"new_jersey"
53450000	"arkansas"
53460000	"washington"
53470000	"new_jersey"
53480000	"michigan"
53490000	"new_york"
53500000	"michigan"
53510000	"washington"
53520000	"virginia"
53530000	"washington"
53540000	"washington"
53550000	"new_hampshire"
53560000	"indiana"
53570000	"new_york"
53580000	"missouri"
53590000	"michigan"
53600000	"washington"
53610000	"michigan"
53620000	"texas"
53630000	"arkansas"
53640000	"new_york"
53650000	"georgia"
53660000	"wisconsin"
53670000	"kansas"
53680000	"michigan"
53690000	"north_carolina"
53700000	"indiana"
53710000	"kansas"
53720000	"pennsylvania"
53730000	"virginia"
53740000	"washington"
53750000	"arkansas"
53760000	"wisconsin"
53770000	"illinois"
53780000	"iowa"
53790000	"arkansas"
53800000	"arkansas"
53810000	"indiana"
53820000	"kansas"
53830000	"british_columbia"
53840000	"ontario"
53850000	"alabama"
53860000	"washington"
53870000	"manitoba"
53880000	"wisconsin"
53890000	"new_jersey"
53900000	"montana"
53910000	"iowa"
53920000	"illinois"
53930000	"ohio"
53940000	"ohio"
53950000	"ontario"
53960000	"michigan"
53970000	"missouri"
53980000	"pennsylvania"
53990000	"massachusetts"
54000000	"new_jersey"
54010000	"washington"
54020000	"washington"
54030000	"new_york"
54040000	"michigan"
54050000	"pennsylvania"
54060000	"new_hampshire"
54070000	"alabama"
54080000	"missouri"
54090000	"alabama"
54100000	"alabama"
54110000	"montana"
54120000	"ontario"
54130000	"alabama"
54140000	"ontario"
54150000	"pennsylvania"
54160000	"missouri"
54170000	"arkansas"
54180000	"wisconsin"
54190000	"washington"
54200000	"iowa"
54210000	"illinois"
54220000	"new_york"
54230000	"wisconsin"
54240000	"alabama"
54250000	"missouri"
54260000	"indiana"
54270000	"british_columbia"
54280000	"north_dakota"
54290000	"montana"
54300000	"north_carolina"
54310000	"wisconsin"
54320000	"british_columbia"
54330000	"british_columbia"
54340000	"ontario"
54350000	"north_dakota"
54360000	"british_columbia"
54370000	"pennsylvania"
54380000	"arkansas"
54390000	"new_york"
54400000	"north_dakota"
54410000	"ontario"
54420000	"new_jersey"
54430000	"montana"
54440000	"missouri"
54450000	"georgia"
54460000	"british_columbia"
54470000	"new_york"
54480000	"montana"
54490000	"british_columbia"
54500000	"iowa"
54510000	"manitoba"
54520000	"british_columbia"
54530000	"massachusetts"
54540000	"missouri"
54550000	"alabama"
54560000	"alabama"
54570000	"new_jersey"
54580000	"pennsylvania"
54590000	"ontario"
54600000	"georgia"
54610000	"louisiana"
54620000	"north_dakota"
54630000	"arkansas"
54640000	"massachusetts"
54650000	"iowa"
54660000	"new_jersey"
54670000	"massachusetts"
54680000	"missouri"
54690000	"alabama"
54700000	"michigan"
54710000	"ohio"
54720000	"michigan"
54730000	"alabama"
54740000	"washington"
54750000	"massachusetts"
54760000	"ontario"
54770000	"indiana"
54780000	"wisconsin"
54790000	"north_dakota"
54800000	"indiana"
54810000	"massachusetts"
54820000	"california"
54830000	"michigan"
54840000	"ontario"
54850000	"wisconsin"
54860000	"california"
54870000	"new_jersey"
54880000	"ontario"
54890000	"california"
54900000	"british_columbia"
54910000	"pennsylvania"
54920000	"north_dakota"
54930000	"california"
54940000	"michigan"
54950000	"kansas"
54960000	"north_dakota"
54970000	"kansas"
54980000	"wisconsin"
54990000	"north_dakota"
55000000	"north_dakota"
55010000	"pennsylvania"
55020000	"michigan"
55030000	"indiana"
55040000	"washington"
55050000	"ohio"
55060000	"texas"
55070000	"virginia"
55080000	"iowa"
55090000	"manitoba"
55100000	"british_columbia"
55110000	"ontario"
55120000	"illinois"
55130000	"missouri"
55140000	"washington"
55150000	"manitoba"
55160000	"manitoba"
55170000	"iowa"
55180000	"illinois"
55190000	"indiana"
55200000	"missouri"
55210000	"ohio"
55220000	"michigan"
55230000	"texas"
55240000	"pennsylvania"
55250000	"ontario"
55260000	"arkansas"
55270000	"illinois"
55280000	"missouri"
55290000	"new_hampshire"
55300000	"ohio"
55310000	"new_york"
55320000	"missouri"
55330000	"ohio"
55340000	"wisconsin"
55350000	"north_dakota"
55360000	"washington"
55370000	"virginia"
55380000	"virginia"
55390000	"iowa"
55400000	"wisconsin"
55410000	"british_columbia"
55420000	"indiana"
55430000	"pennsylvania"
55440000	"ohio"
55450000	"new_jersey"
55460000	"massachusetts"
55470000	"british_columbia"
55480000	"ontario"
55490000	"missouri"
55500000	"illinois"
55510000	"iowa"
55520000	"british_columbia"
55530000	"california"
55540000	"new_york"
55550000	"wisconsin"
55560000	"louisiana"
55570000	"pennsylvania"
55580000	"washington"
55590000	"kansas"
55600000	"louisiana"
55610000	"iowa"
55620000	"missouri"
55630000	"illinois"
55640000	"new_york"
55650000	"manitoba"
55660000	"georgia"
55670000	"missouri"
55680000	"pennsylvania"
55690000	"washington"
55700000	"arkansas"
55710000	"ontario"
55720000	"kansas"
55730000	"indiana"
55740000	"ontario"
55750000	"illinois"
55760000	"kansas"
55770000	"virginia"
55780000	"california"
55790000	"missouri"
55800000	"pennsylvania"
55810000	"arkansas"
55820000	"ontario"
55830000	"wisconsin"
55840000	"indiana"
55850000	"pennsylvania"
55860000	"arkansas"
55870000	"ontario"
55880000	"indiana"
55890000	"iowa"
55900000	"iowa"
55910000	"iowa"
55920000	"virginia"
55930000	"north_carolina"
55940000	"british_columbia"
55950000	"ontario"
55960000	"indiana"
55970000	"indiana"
55980000	"iowa"
55990000	"ohio"
56000000	"illinois"
56010000	"wisconsin"
56020000	"pennsylvania"
56030000	"washington"
56040000	"iowa"
56050000	"louisiana"
56060000	"north_dakota"
56070000	"missouri"
56080000	"washington"
56090000	"michigan"
56100000	"california"
56110000	"british_columbia"
56120000	"wisconsin"
56130000	"new_jersey"
56140000	"new_york"
56150000	"washington"
56160000	"illinois"
56170000	"ohio"
56180000	"virginia"
56190000	"arkansas"
56200000	"british_columbia"
56210000	"virginia"
56220000	"washington"
56230000	"kansas"
56240000	"manitoba"
56250000	"arkansas"
56260000	"north_dakota"
56270000	"washington"
56280000	"ontario"
56290000	"alabama"
56300000	"new_jersey"
56310000	"california"
56320000	"wisconsin"
56330000	"iowa"
56340000	"british_columbia"
56350000	"virginia"
56360000	"virginia"
56370000	"wisconsin"
56380000	"british_columbia"
56390000	"missouri"
56400000	"arkansas"
56410000	"michigan"
56420000	"ohio"
56430000	"california"
56440000	"california"
56450000	"washington"
56460000	"wisconsin"
56470000	"michigan"
56480000	"ontario"
56490000	"wisconsin"
56500000	"new_york"
56510000	"illinois"
56520000	"ontario"
56530000	"british_columbia"
56540000	"illinois"
56550000	"washington"
56560000	"kansas"
56570000	"michigan"
56580000	"ontario"
56590000	"ohio"
56600000	"pennsylvania"
56610000	"new_hampshire"
56620000	"illinois"
56630000	"indiana"
56640000	"washington"
56650000	"alabama"
56660000	"british_columbia"
56670000	"ontario"
56680000	"illinois"
56690000	"new_jersey"
56700000	"missouri"
56710000	"alabama"
56720000	"michigan"
56730000	"alabama"
56740000	"virginia"
56750000	"arkansas"
56760000	"ohio"
56770000	"iowa"
56780000	"ohio"
56790000	"massachusetts"
56800000	"massachusetts"
56810000	"ontario"
56820000	"ontario"
56830000	"missouri"
56840000	"north_dakota"
56850000	"missouri"
56860000	"missouri"
56870000	"pennsylvania"
56880000	"massachusetts"
56890000	"alabama"
56900000	"manitoba"
56910000	"north_dakota"
56920000	"georgia"
56930000	"pennsylvania"
56940000	"manitoba"
56950000	"wisconsin"
56960000	"virginia"
56970000	"british_columbia"
56980000	"massachusetts"
56990000	"wisconsin"
57000000	"ontario"
57010000	"virginia"
57020000	"washington"
57030000	"british_columbia"
57040000	"alabama"
57050000	"louisiana"
57060000	"ohio"
57070000	"british_columbia"
57080000	"iowa"
57090000	"illinois"
57100000	"alabama"
57110000	"british_columbia"
57120000	"indiana"
57130000	"illinois"
57140000	"british_columbia"
57150000	"massachusetts"
57160000	"iowa"
57170000	"wisconsin"
57180000	"arkansas"
57190000	"michigan"
57200000	"arkansas"
57210000	"illinois"
57220000	"ohio"
57230000	"virginia"
57240000	"missouri"
57250000	"massachusetts"
57260000	"new_york"
57270000	"pennsylvania"
57280000	"michigan"
57290000	"iowa"
57300000	"new_jersey"
57310000	"washington"
57320000	"wisconsin"
57330000	"california"
57340000	"missouri"
57350000	"new_jersey"
57360000	"ohio"
57370000	"ohio"
57380000	"michigan"
57390000	"louisiana"
57400000	"ontario"
57410000	"louisiana"
57420000	"new_jersey"
57430000	"north_dakota"
57440000	"ontario"
57450000	"arkansas"
57460000	"north_dakota"
57470000	"indiana"
57480000	"arkansas"
57490000	"wisconsin"
57500000	"ohio"
57510000	"georgia"
57520000	"iowa"
57530000	"arkansas"
57540000	"missouri"
57550000	"iowa"
57560000	"texas"
57570000	"indiana"
57580000	"indiana"
57590000	"pennsylvania"
57600000	"massachusetts"
57610000	"washington"
57620000	"north_carolina"
57630000	"arkansas"
57640000	"north_dakota"
57650000	"kansas"
57660000	"iowa"
57670000	"ohio"
57680000	"ohio"
57690000	"new_jersey"
57700000	"illinois"
57710000	"iowa"
57720000	"ontario"
57730000	"ontario"
57740000	"virginia"
57750000	"virginia"
57760000	"indiana"
57770000	"arkansas"
57780000	"ohio"
57790000	"british_columbia"
57800000	"arkansas"
57810000	"michigan"
57820000	"louisiana"
57830000	"new_jersey"
57840000	"washington"
57850000	"wisconsin"
57860000	"pennsylvania"
57870000	"iowa"
57880000	"pennsylvania"
57890000	"missouri"
57900000	"iowa"
57910000	"arkansas"
57920000	"massachusetts"
57930000	"alabama"
57940000	"ohio"
57950000	"ontario"
57960000	"wisconsin"
57970000	"british_columbia"
57980000	"british_columbia"
57990000	"pennsylvania"
58000000	"pennsylvania"
58010000	"british_columbia"
58020000	"ontario"
58030000	"wisconsin"
58040000	"arkansas"
58050000	"michigan"
58060000	"iowa"
58070000	"north_dakota"
58080000	"washington"
58090000	"michigan"
58100000	"illinois"
58110000	"wisconsin"
58120000	"washington"
58130000	"ohio"
58140000	"illinois"
58150000	"missouri"
58160000	"arkansas"
58170000	"michigan"
58180000	"pennsylvania"
58190000	"iowa"
58200000	"ohio"
58210000	"ontario"
58220000	"arkansas"
58230000	"british_columbia"
58240000	"indiana"
58250000	"illinois"
58260000	"illinois"
58270000	"iowa"
58280000	"new_jersey"
58290000	"indiana"
58300000	"arkansas"
58310000	"missouri"
58320000	"new_jersey"
58330000	"ontario"
58340000	"texas"
58350000	"wisconsin"
58360000	"kansas"
58370000	"michigan"
58380000	"massachusetts"
58390000	"montana"
58400000	"iowa"
58410000	"kansas"
58420000	"massachusetts"
58430000	"pennsylvania"
58440000	"illinois"
58450000	"manitoba"
58460000	"michigan"
58470000	"missouri"
58480000	"washington"
58490000	"massachusetts"
58500000	"massachusetts"
58510000	"ontario"
58520000	"missouri"
58530000	"alabama"
58540000	"washington"
58550000	"ohio"
58560000	"washington"
58570000	"iowa"
58580000	"massachusetts"
58590000	"arkansas"
58600000	"kansas"
58610000	"new_jersey"
58620000	"north_dakota"
58630000	"massachusetts"
58640000	"iowa"
58650000	"illinois"
58660000	"ontario"
58670000	"new_jersey"
58680000	"washington"
58690000	"missouri"
58700000	"british_columbia"
58710000	"north_carolina"
58720000	"ohio"
58730000	"arkansas"
58740000	"montana"
58750000	"washington"
58760000	"pennsylvania"
58770000	"washington"
58780000	"ohio"
58790000	"indiana"
58800000	"ontario"
58810000	"massachusetts"
58820000	"north_dakota"
58830000	"north_dakota"
58840000	"california"
58850000	"washington"
58860000	"north_dakota"
58870000	"british_columbia"
58880000	"illinois"
58890000	"arkansas"
58900000	"virginia"
58910000	"north_dakota"
58920000	"new_hampshire"
58930000	"ontario"
58940000	"texas"
58950000	"arkansas"
58960000	"illinois"
58970000	"arkansas"
58980000	"british_columbia"
58990000	"kansas"
59000000	"new_jersey"
59010000	"kansas"
59020000	"north_dakota"
59030000	"british_columbia"
59040000	"montana"
59050000	"california"
59060000	"north_dakota"
59070000	"washington"
59080000	"iowa"
59090000	"wisconsin"
59100000	"michigan"
59110000	"alabama"
59120000	"new_jersey"
59130000	"ohio"
59140000	"montana"
59150000	"michigan"
59160000	"texas"
59170000	"illinois"
59180000	"british_columbia"
59190000	"california"
59200000	"washington"
59210000	"washington"
59220000	"british_columbia"
59230000	"new_hampshire"
59240000	"iowa"
59250000	"michigan"
59260000	"ohio"
59270000	"pennsylvania"
59280000	"arkansas"
59290000	"north_dakota"
59300000	"washington"
59310000	"new_york"
59320000	"virginia"
59330000	"british_columbia"
59340000	"missouri"
59350000	"massachusetts"
59360000	"massachusetts"
59370000	"alabama"
59380000	"arkansas"
59390000	"alabama"
59400000	"massachusetts"
59410000	"british_columbia"
59420000	"manitoba"
59430000	"alabama"
59440000	"iowa"
59450000	"iowa"
59460000	"manitoba"
59470000	"missouri"
59480000	"arkansas"
59490000	"kansas"
59500000	"pennsylvania"
59510000	"ohio"
59520000	"montana"
59530000	"alabama"
59540000	"illinois"
59550000	"arkansas"
59560000	"north_dakota"
59570000	"kansas"
59580000	"indiana"
59590000	"washington"
59600000	"pennsylvania"
59610000	"wisconsin"
59620000	"texas"
59630000	"michigan"
59640000	"arkansas"
59650000	"new_hampshire"
59660000	"iowa"
59670000	"arkansas"
59680000	"indiana"
59690000	"california"
59700000	"illinois"
59710000	"ohio"
59720000	"virginia"
59730000	"arkansas"
59740000	"wisconsin"
59750000	"ontario"
59760000	"north_dakota"
59770000	"illinois"
59780000	"ontario"
59790000	"wisconsin"
59800000	"alabama"
59810000	"michigan"
59820000	"new_york"
59830000	"pennsylvania"
59840000	"wisconsin"
59850000	"iowa"
59860000	"indiana"
59870000	"pennsylvania"
59880000	"north_carolina"
59890000	"georgia"
59900000	"louisiana"
59910000	"british_columbia"
59920000	"ohio"
59930000	"washington"
59940000	"arkansas"
59950000	"wisconsin"
59960000	"north_dakota"
59970000	"washington"
59980000	"ontario"
59990000	"indiana"
60000000	"iowa"
60010000	"illinois"
60020000	"virginia"
60030000	"wisconsin"
60040000	"arkansas"
60050000	"new_york"
60060000	"british_columbia"
60070000	"california"
60080000	"kansas"
60090000	"pennsylvania"
60100000	"iowa"
60110000	"ohio"
60120000	"washington"
60130000	"missouri"
60140000	"north_dakota"
60150000	"massachusetts"
60160000	"manitoba"
60170000	"manitoba"
60180000	"north_dakota"
60190000	"indiana"
60200000	"ohio"
60210000	"iowa"
60220000	"washington"
60230000	"indiana"
60240000	"indiana"
60250000	"iowa"
60260000	"indiana"
60270000	"british_columbia"
60280000	"ontario"
60290000	"washington"
60300000	"ontario"
60310000	"north_dakota"
60320000	"manitoba"
60330000	"new_hampshire"
60340000	"virginia"
60350000	"alabama"
60360000	"kansas"
60370000	"british_columbia"
60380000	"washington"
60390000	"new_jersey"
60400000	"california"
60410000	"massachusetts"
60420000	"ohio"
60430000	"alabama"
60440000	"ontario"
60450000	"manitoba"
60460000	"pennsylvania"
60470000	"iowa"
60480000	"missouri"
60490000	"washington"
60500000	"california"
60510000	"new_hampshire"
60520000	"kansas"
60530000	"british_columbia"
60540000	"ohio"
60550000	"new_york"
60560000	"pennsylvania"
60570000	"pennsylvania"
60580000	"pennsylvania"
60590000	"iowa"
60600000	"pennsylvania"
60610000	"pennsylvania"
60620000	"new_jersey"
60630000	"indiana"
60640000	"kansas"
60650000	"indiana"
60660000	"indiana"
60670000	"ontario"
60680000	"virginia"
60690000	"new_jersey"
60700000	"alabama"
60710000	"alabama"
60720000	"alabama"
60730000	"kansas"
60740000	"texas"
60750000	"manitoba"
60760000	"alabama"
60770000	"texas"
60780000	"new_hampshire"
60790000	"missouri"
60800000	"illinois"
60810000	"wisconsin"
60820000	"arkansas"
60830000	"michigan"
60840000	"arkansas"
60850000	"british_columbia"
60860000	"wisconsin"
60870000	"indiana"
60880000	"kansas"
60890000	"missouri"
60900000	"missouri"
60910000	"louisiana"
60920000	"arkansas"
60930000	"washington"
60940000	"massachusetts"
60950000	"washington"
60960000	"ontario"
60970000	"manitoba"
60980000	"new_jersey"
60990000	"california"
61000000	"alabama"
61010000	"california"
61020000	"illinois"
61030000	"washington"
61040000	"british_columbia"
61050000	"wisconsin"
61060000	"georgia"
61070000	"alabama"
61080000	"british_columbia"
61090000	"kansas"
61100000	"iowa"
61110000	"ontario"
61120000	"manitoba"
61130000	"wisconsin"
61140000	"arkansas"
61150000	"washington"
61160000	"new_jersey"
61170000	"illinois"
61180000	"north_carolina"
61190000	"new_jersey"
61200000	"missouri"
61210000	"new_jersey"
61220000	"arkansas"
61230000	"new_hampshire"
61240000	"iowa"
61250000	"new_york"
61260000	"north_carolina"
61270000	"british_columbia"
61280000	"new_york"
61290000	"louisiana"
61300000	"massachusetts"
61310000	"manitoba"
61320000	"missouri"
61330000	"michigan"
61340000	"arkansas"
61350000	"north_dakota"
61360000	"illinois"
61370000	"texas"
61380000	"massachusetts"
61390000	"california"
61400000	"new_jersey"
61410000	"north_dakota"
61420000	"british_columbia"
61430000	"michigan"
61440000	"wisconsin"
61450000	"indiana"
61460000	"alabama"
61470000	"arkansas"
61480000	"illinois"
61490000	"north_dakota"
61500000	"north_dakota"
61510000	"new_jersey"
61520000	"missouri"
61530000	"illinois"
61540000	"ohio"
61550000	"ohio"
61560000	"ontario"
61570000	"ohio"
61580000	"illinois"
61590000	"kansas"
61600000	"arkansas"
61610000	"british_columbia"
61620000	"california"
61630000	"british_columbia"
61640000	"massachusetts"
61650000	"ontario"
61660000	"massachusetts"
61670000	"ontario"
61680000	"california"
61690000	"british_columbia"
61700000	"california"
61710000	"ontario"
61720000	"illinois"
61730000	"virginia"
61740000	"ohio"
61750000	"illinois"
61760000	"british_columbia"
61770000	"washington"
61780000	"ontario"
61790000	"british_columbia"
61800000	"alabama"
61810000	"north_dakota"
61820000	"illinois"
61830000	"ontario"
61840000	"british_columbia"
61850000	"massachusetts"
61860000	"british_columbia"
61870000	"michigan"
61880000	"new_jersey"
61890000	"new_york"
61900000	"washington"
61910000	"ohio"
61920000	"north_dakota"
61930000	"wisconsin"
61940000	"california"
61950000	"missouri"
61960000	"wisconsin"
61970000	"missouri"
61980000	"illinois"
61990000	"michigan"
62000000	"indiana"
62010000	"montana"
62020000	"california"
62030000	"new_york"
62040000	"kansas"
62050000	"massachusetts"
62060000	"arkansas"
62070000	"kansas"
62080000	"ontario"
62090000	"iowa"
62100000	"ohio"
62110000	"virginia"
62120000	"virginia"
62130000	"arkansas"
62140000	"arkansas"
62150000	"washington"
62160000	"wisconsin"
62170000	"new_york"
62180000	"arkansas"
62190000	"illinois"
62200000	"arkansas"
62210000	"iowa"
62220000	"indiana"
62230000	"washington"
62240000	"kansas"
62250000	"iowa"
62260000	"california"
62270000	"british_columbia"
62280000	"iowa"
62290000	"louisiana"
62300000	"ontario"
62310000	"new_york"
62320000	"iowa"
62330000	"virginia"
62340000	"illinois"
62350000	"north_dakota"
62360000	"pennsylvania"
62370000	"indiana"
62380000	"iowa"
62390000	"michigan"
62400000	"manitoba"
62410000	"virginia"
62420000	"ohio"
62430000	"massachusetts"
62440000	"ontario"
62450000	"ontario"
62460000	"virginia"
62470000	"iowa"
62480000	"arkansas"
62490000	"alabama"
62500000	"iowa"
62510000	"pennsylvania"
62520000	"michigan"
62530000	"ohio"
62540000	"indiana"
62550000	"wisconsin"
62560000	"michigan"
62570000	"alabama"
62580000	"north_dakota"
62590000	"new_hampshire"
62600000	"virginia"
62610000	"virginia"
62620000	"north_carolina"
62630000	"british_columbia"
62640000	"wisconsin"
62650000	"ohio"
62660000	"new_york"
62670000	"indiana"
62680000	"illinois"
62690000	"north_dakota"
62700000	"new_hampshire"
62710000	"wisconsin"
62720000	"massachusetts"
62730000	"kansas"
62740000	"arkansas"
62750000	"north_carolina"
62760000	"north_carolina"
62770000	"texas"
62780000	"kansas"
62790000	"ontario"
62800000	"texas"
62810000	"ontario"
62820000	"missouri"
62830000	"washington"
62840000	"manitoba"
62850000	"kansas"
62860000	"massachusetts"
62870000	"kansas"
62880000	"indiana"
62890000	"arkansas"
62900000	"new_york"
62910000	"montana"
62920000	"iowa"
62930000	"montana"
62940000	"arkansas"
62950000	"alabama"
62960000	"indiana"
62970000	"north_carolina"
62980000	"massachusetts"
62990000	"new_jersey"
63000000	"washington"
63010000	"ohio"
63020000	"arkansas"
63030000	"ontario"
63040000	"arkansas"
63050000	"wisconsin"
63060000	"california"
63070000	"iowa"
63080000	"north_carolina"
63090000	"iowa"
63100000	"indiana"
63110000	"iowa"
63120000	"arkansas"
63130000	"iowa"
63140000	"british_columbia"
63150000	"iowa"
63160000	"massachusetts"
63170000	"new_jersey"
63180000	"indiana"
63190000	"ontario"
63200000	"manitoba"
63210000	"iowa"
63220000	"arkansas"
63230000	"arkansas"
63240000	"arkansas"
63250000	"north_dakota"
63260000	"washington"
63270000	"washington"
63280000	"kansas"
63290000	"pennsylvania"
63300000	"pennsylvania"
63310000	"new_jersey"
63320000	"alabama"
63330000	"manitoba"
63340000	"north_carolina"
63350000	"missouri"
63360000	"ohio"
63370000	"british_columbia"
63380000	"wisconsin"
63390000	"arkansas"
63400000	"missouri"
63410000	"british_columbia"
63420000	"iowa"
63430000	"alabama"
63440000	"ontario"
63450000	"arkansas"
63460000	"indiana"
63470000	"washington"
63480000	"montana"
63490000	"michigan"
63500000	"ontario"
63510000	"ontario"
63520000	"new_hampshire"
63530000	"michigan"
63540000	"indiana"
63550000	"wisconsin"
63560000	"iowa"
63570000	"indiana"
63580000	"washington"
63590000	"pennsylvania"
63600000	"wisconsin"
63610000	"kansas"
63620000	"missouri"
63630000	"ohio"
63640000	"pennsylvania"
63650000	"arkansas"
63660000	"massachusetts"
63670000	"illinois"
63680000	"new_york"
63690000	"arkansas"
63700000	"california"
63710000	"indiana"
63720000	"iowa"
63730000	"north_carolina"
63740000	"ontario"
63750000	"iowa"
63760000	"ontario"
63770000	"arkansas"
63780000	"ohio"
63790000	"michigan"
63800000	"arkansas"
63810000	"california"
63820000	"michigan"
63830000	"manitoba"
63840000	"british_columbia"
63850000	"wisconsin"
63860000	"wisconsin"
63870000	"north_carolina"
63880000	"alabama"
63890000	"arkansas"
63900000	"washington"
63910000	"new_jersey"
63920000	"washington"
63930000	"california"
63940000	"arkansas"
63950000	"iowa"
63960000	"wisconsin"
63970000	"georgia"
63980000	"manitoba"
63990000	"ontario"
64000000	"washington"
64010000	"michigan"
64020000	"arkansas"
64030000	"ontario"
64040000	"manitoba"
64050000	"virginia"
64060000	"texas"
64070000	"british_columbia"
64080000	"arkansas"
64090000	"wisconsin"
64100000	"manitoba"
64110000	"iowa"
64120000	"washington"
64130000	"washington"
64140000	"iowa"
64150000	"pennsylvania"
64160000	"iowa"
64170000	"british_columbia"
64180000	"wisconsin"
64190000	"california"
64200000	"arkansas"
64210000	"illinois"
64220000	"illinois"
64230000	"california"
64240000	"indiana"
64250000	"massachusetts"
64260000	"illinois"
64270000	"north_dakota"
64280000	"arkansas"
64290000	"ontario"
64300000	"arkansas"
64310000	"wisconsin"
64320000	"indiana"
64330000	"kansas"
64340000	"alabama"
64350000	"kansas"
64360000	"michigan"
64370000	"california"
64380000	"iowa"
64390000	"iowa"
64400000	"wisconsin"
64410000	"pennsylvania"
64420000	"ohio"
64430000	"washington"
64440000	"iowa"
64450000	"british_columbia"
64460000	"iowa"
64470000	"wisconsin"
64480000	"michigan"
64490000	"wisconsin"
64500000	"new_jersey"
64510000	"alabama"
64520000	"michigan"
64530000	"illinois"
64540000	"kansas"
64550000	"washington"
64560000	"michigan"
64570000	"missouri"
64580000	"illinois"
64590000	"arkansas"
64600000	"british_columbia"
64610000	"new_york"
64620000	"manitoba"
64630000	"british_columbia"
64640000	"massachusetts"
64650000	"missouri"
64660000	"north_carolina"
64670000	"ohio"
64680000	"arkansas"
64690000	"michigan"
64700000	"arkansas"
64710000	"kansas"
64720000	"indiana"
64730000	"new_hampshire"
64740000	"arkansas"
64750000	"missouri"
64760000	"new_york"
64770000	"ohio"
64780000	"new_hampshire"
64790000	"pennsylvania"
64800000	"iowa"
64810000	"ohio"
64820000	"ontario"
64830000	"arkansas"
64840000	"missouri"
64850000	"illinois"
64860000	"ohio"
64870000	"illinois"
64880000	"ohio"
