# BEAST v1.8.4
# Generated Tue Jan 21 10:44:43 PST 2020 [seed=1579632280352]
# mumps-NA-DTA-skygrid-25-2020-01-16.xml
state	division
22380000	"virginia"
22390000	"arkansas"
22400000	"virginia"
22410000	"michigan"
22420000	"pennsylvania"
22430000	"arkansas"
22440000	"michigan"
22450000	"new_york"
22460000	"ohio"
22470000	"new_jersey"
22480000	"pennsylvania"
22490000	"arkansas"
22500000	"california"
22510000	"iowa"
22520000	"manitoba"
22530000	"missouri"
22540000	"arkansas"
22550000	"new_jersey"
22560000	"new_jersey"
22570000	"british_columbia"
22580000	"arkansas"
22590000	"wisconsin"
22600000	"arkansas"
22610000	"ontario"
22620000	"louisiana"
22630000	"washington"
22640000	"arkansas"
22650000	"north_dakota"
22660000	"virginia"
22670000	"ohio"
22680000	"new_jersey"
22690000	"new_jersey"
22700000	"alabama"
22710000	"north_dakota"
22720000	"virginia"
22730000	"wisconsin"
22740000	"arkansas"
22750000	"british_columbia"
22760000	"california"
22770000	"arkansas"
22780000	"new_jersey"
22790000	"new_jersey"
22800000	"wisconsin"
22810000	"washington"
22820000	"ontario"
22830000	"wisconsin"
22840000	"new_hampshire"
22850000	"british_columbia"
22860000	"washington"
22870000	"kansas"
22880000	"washington"
22890000	"massachusetts"
22900000	"arkansas"
22910000	"massachusetts"
22920000	"montana"
22930000	"montana"
22940000	"arkansas"
22950000	"indiana"
22960000	"washington"
22970000	"missouri"
22980000	"washington"
22990000	"north_carolina"
23000000	"arkansas"
23010000	"indiana"
23020000	"british_columbia"
23030000	"new_jersey"
23040000	"alabama"
23050000	"virginia"
23060000	"washington"
23070000	"michigan"
23080000	"manitoba"
23090000	"texas"
23100000	"indiana"
23110000	"illinois"
23120000	"kansas"
23130000	"new_jersey"
23140000	"missouri"
23150000	"new_hampshire"
23160000	"iowa"
23170000	"new_jersey"
23180000	"washington"
23190000	"arkansas"
23200000	"arkansas"
23210000	"manitoba"
23220000	"ohio"
23230000	"illinois"
23240000	"new_jersey"
23250000	"alabama"
23260000	"manitoba"
23270000	"pennsylvania"
23280000	"arkansas"
23290000	"virginia"
23300000	"indiana"
23310000	"british_columbia"
23320000	"washington"
23330000	"pennsylvania"
23340000	"wisconsin"
23350000	"british_columbia"
23360000	"georgia"
23370000	"wisconsin"
23380000	"new_york"
23390000	"wisconsin"
23400000	"washington"
23410000	"british_columbia"
23420000	"iowa"
23430000	"indiana"
23440000	"illinois"
23450000	"arkansas"
23460000	"washington"
23470000	"illinois"
23480000	"missouri"
23490000	"illinois"
23500000	"illinois"
23510000	"illinois"
23520000	"indiana"
23530000	"illinois"
23540000	"manitoba"
23550000	"pennsylvania"
23560000	"pennsylvania"
23570000	"ohio"
23580000	"georgia"
23590000	"michigan"
23600000	"iowa"
23610000	"missouri"
23620000	"missouri"
23630000	"arkansas"
23640000	"louisiana"
23650000	"arkansas"
23660000	"iowa"
23670000	"british_columbia"
23680000	"indiana"
23690000	"wisconsin"
23700000	"illinois"
23710000	"alabama"
23720000	"alabama"
23730000	"iowa"
23740000	"michigan"
23750000	"california"
23760000	"virginia"
23770000	"ontario"
23780000	"wisconsin"
23790000	"new_york"
23800000	"massachusetts"
23810000	"massachusetts"
23820000	"virginia"
23830000	"british_columbia"
23840000	"washington"
23850000	"michigan"
23860000	"new_hampshire"
23870000	"virginia"
23880000	"ohio"
23890000	"pennsylvania"
23900000	"ohio"
23910000	"michigan"
23920000	"arkansas"
23930000	"new_hampshire"
23940000	"north_carolina"
23950000	"british_columbia"
23960000	"indiana"
23970000	"indiana"
23980000	"missouri"
23990000	"washington"
24000000	"alabama"
24010000	"north_carolina"
24020000	"virginia"
24030000	"new_york"
24040000	"michigan"
24050000	"iowa"
24060000	"iowa"
24070000	"iowa"
24080000	"ontario"
24090000	"michigan"
24100000	"washington"
24110000	"montana"
24120000	"arkansas"
24130000	"north_dakota"
24140000	"virginia"
24150000	"texas"
24160000	"texas"
24170000	"washington"
24180000	"new_york"
24190000	"indiana"
24200000	"arkansas"
24210000	"alabama"
24220000	"north_dakota"
24230000	"new_jersey"
24240000	"new_jersey"
24250000	"ontario"
24260000	"new_jersey"
24270000	"ontario"
24280000	"kansas"
24290000	"kansas"
24300000	"michigan"
24310000	"indiana"
24320000	"ohio"
24330000	"iowa"
24340000	"wisconsin"
24350000	"virginia"
24360000	"massachusetts"
24370000	"texas"
24380000	"indiana"
24390000	"new_jersey"
24400000	"ontario"
24410000	"ohio"
24420000	"north_carolina"
24430000	"new_jersey"
24440000	"british_columbia"
24450000	"indiana"
24460000	"new_york"
24470000	"north_carolina"
24480000	"north_carolina"
24490000	"montana"
24500000	"wisconsin"
24510000	"arkansas"
24520000	"kansas"
24530000	"manitoba"
24540000	"alabama"
24550000	"arkansas"
24560000	"indiana"
24570000	"virginia"
24580000	"arkansas"
24590000	"california"
24600000	"manitoba"
24610000	"ohio"
24620000	"kansas"
24630000	"alabama"
24640000	"michigan"
24650000	"new_york"
24660000	"montana"
24670000	"new_hampshire"
24680000	"massachusetts"
24690000	"arkansas"
24700000	"california"
24710000	"illinois"
24720000	"pennsylvania"
24730000	"iowa"
24740000	"massachusetts"
24750000	"indiana"
24760000	"massachusetts"
24770000	"california"
24780000	"washington"
24790000	"arkansas"
24800000	"wisconsin"
24810000	"ohio"
24820000	"wisconsin"
24830000	"alabama"
24840000	"ontario"
24850000	"british_columbia"
24860000	"california"
24870000	"wisconsin"
24880000	"arkansas"
24890000	"manitoba"
24900000	"massachusetts"
24910000	"ontario"
24920000	"new_york"
24930000	"michigan"
24940000	"pennsylvania"
24950000	"new_jersey"
24960000	"ohio"
24970000	"manitoba"
24980000	"michigan"
24990000	"new_york"
25000000	"missouri"
25010000	"missouri"
25020000	"washington"
25030000	"british_columbia"
25040000	"kansas"
25050000	"missouri"
25060000	"massachusetts"
25070000	"alabama"
25080000	"texas"
25090000	"manitoba"
25100000	"kansas"
25110000	"washington"
25120000	"missouri"
25130000	"indiana"
25140000	"ohio"
25150000	"new_york"
25160000	"ontario"
25170000	"arkansas"
25180000	"ohio"
25190000	"new_york"
25200000	"kansas"
25210000	"arkansas"
25220000	"new_york"
25230000	"manitoba"
25240000	"virginia"
25250000	"arkansas"
25260000	"georgia"
25270000	"massachusetts"
25280000	"manitoba"
25290000	"missouri"
25300000	"california"
25310000	"north_dakota"
25320000	"ohio"
25330000	"british_columbia"
25340000	"washington"
25350000	"kansas"
25360000	"georgia"
25370000	"new_jersey"
25380000	"north_carolina"
25390000	"manitoba"
25400000	"texas"
25410000	"manitoba"
25420000	"new_hampshire"
25430000	"pennsylvania"
25440000	"north_dakota"
25450000	"arkansas"
25460000	"pennsylvania"
25470000	"california"
25480000	"washington"
25490000	"british_columbia"
25500000	"missouri"
25510000	"north_dakota"
25520000	"illinois"
25530000	"virginia"
25540000	"washington"
25550000	"ohio"
25560000	"pennsylvania"
25570000	"michigan"
25580000	"michigan"
25590000	"kansas"
25600000	"california"
25610000	"british_columbia"
25620000	"british_columbia"
25630000	"massachusetts"
25640000	"california"
25650000	"north_dakota"
25660000	"ohio"
25670000	"indiana"
25680000	"manitoba"
25690000	"alabama"
25700000	"virginia"
25710000	"michigan"
25720000	"ontario"
25730000	"north_dakota"
25740000	"massachusetts"
25750000	"wisconsin"
25760000	"illinois"
25770000	"new_hampshire"
25780000	"indiana"
25790000	"north_dakota"
25800000	"north_dakota"
25810000	"alabama"
25820000	"ontario"
25830000	"iowa"
25840000	"illinois"
25850000	"indiana"
25860000	"new_jersey"
25870000	"iowa"
25880000	"iowa"
25890000	"manitoba"
25900000	"new_york"
25910000	"kansas"
25920000	"alabama"
25930000	"kansas"
25940000	"british_columbia"
25950000	"north_carolina"
25960000	"texas"
25970000	"manitoba"
25980000	"new_jersey"
25990000	"british_columbia"
26000000	"ontario"
26010000	"louisiana"
26020000	"new_hampshire"
26030000	"new_york"
26040000	"missouri"
26050000	"ontario"
26060000	"missouri"
26070000	"iowa"
26080000	"washington"
26090000	"manitoba"
26100000	"ohio"
26110000	"virginia"
26120000	"louisiana"
26130000	"new_jersey"
26140000	"indiana"
26150000	"kansas"
26160000	"arkansas"
26170000	"arkansas"
26180000	"washington"
26190000	"texas"
26200000	"virginia"
26210000	"michigan"
26220000	"manitoba"
26230000	"washington"
26240000	"wisconsin"
26250000	"new_york"
26260000	"wisconsin"
26270000	"washington"
26280000	"pennsylvania"
26290000	"arkansas"
26300000	"virginia"
26310000	"new_hampshire"
26320000	"pennsylvania"
26330000	"pennsylvania"
26340000	"massachusetts"
26350000	"manitoba"
26360000	"manitoba"
26370000	"alabama"
26380000	"new_york"
26390000	"new_york"
26400000	"kansas"
26410000	"ohio"
26420000	"wisconsin"
26430000	"new_york"
26440000	"british_columbia"
26450000	"arkansas"
26460000	"washington"
26470000	"missouri"
26480000	"washington"
26490000	"georgia"
26500000	"washington"
26510000	"indiana"
26520000	"new_jersey"
26530000	"kansas"
26540000	"michigan"
26550000	"montana"
26560000	"virginia"
26570000	"missouri"
26580000	"michigan"
26590000	"louisiana"
26600000	"pennsylvania"
26610000	"michigan"
26620000	"montana"
26630000	"georgia"
26640000	"alabama"
26650000	"new_jersey"
26660000	"new_york"
26670000	"north_dakota"
26680000	"kansas"
26690000	"alabama"
26700000	"new_jersey"
26710000	"missouri"
26720000	"washington"
26730000	"new_hampshire"
26740000	"ontario"
26750000	"ohio"
26760000	"new_york"
26770000	"north_dakota"
26780000	"wisconsin"
26790000	"ohio"
26800000	"missouri"
26810000	"indiana"
26820000	"manitoba"
26830000	"north_dakota"
26840000	"north_dakota"
26850000	"new_york"
26860000	"new_york"
26870000	"pennsylvania"
26880000	"michigan"
26890000	"massachusetts"
26900000	"ohio"
26910000	"north_dakota"
26920000	"manitoba"
26930000	"new_york"
26940000	"massachusetts"
26950000	"massachusetts"
26960000	"missouri"
26970000	"virginia"
26980000	"washington"
26990000	"british_columbia"
27000000	"indiana"
27010000	"new_hampshire"
27020000	"ohio"
27030000	"kansas"
27040000	"ontario"
27050000	"manitoba"
27060000	"wisconsin"
27070000	"indiana"
27080000	"new_jersey"
27090000	"virginia"
27100000	"new_hampshire"
27110000	"new_jersey"
27120000	"british_columbia"
27130000	"alabama"
27140000	"new_york"
27150000	"indiana"
27160000	"british_columbia"
27170000	"arkansas"
27180000	"california"
27190000	"washington"
27200000	"british_columbia"
27210000	"virginia"
27220000	"arkansas"
27230000	"missouri"
27240000	"arkansas"
27250000	"missouri"
27260000	"wisconsin"
27270000	"georgia"
27280000	"missouri"
27290000	"illinois"
27300000	"indiana"
27310000	"pennsylvania"
27320000	"missouri"
27330000	"pennsylvania"
27340000	"michigan"
27350000	"michigan"
27360000	"north_carolina"
27370000	"alabama"
27380000	"missouri"
27390000	"iowa"
27400000	"montana"
27410000	"illinois"
27420000	"manitoba"
27430000	"washington"
27440000	"wisconsin"
27450000	"illinois"
27460000	"new_jersey"
27470000	"british_columbia"
27480000	"massachusetts"
27490000	"wisconsin"
27500000	"ontario"
27510000	"ontario"
27520000	"virginia"
27530000	"manitoba"
27540000	"new_york"
27550000	"north_carolina"
27560000	"british_columbia"
27570000	"north_dakota"
27580000	"new_york"
27590000	"ontario"
27600000	"louisiana"
27610000	"new_york"
27620000	"indiana"
27630000	"manitoba"
27640000	"missouri"
27650000	"british_columbia"
27660000	"ohio"
27670000	"missouri"
27680000	"ontario"
27690000	"illinois"
27700000	"wisconsin"
27710000	"arkansas"
27720000	"washington"
27730000	"wisconsin"
27740000	"british_columbia"
27750000	"british_columbia"
27760000	"ontario"
27770000	"michigan"
27780000	"ontario"
27790000	"michigan"
27800000	"illinois"
27810000	"massachusetts"
27820000	"british_columbia"
27830000	"arkansas"
27840000	"louisiana"
27850000	"massachusetts"
27860000	"washington"
27870000	"iowa"
27880000	"new_jersey"
27890000	"iowa"
27900000	"british_columbia"
27910000	"pennsylvania"
27920000	"ontario"
27930000	"massachusetts"
27940000	"pennsylvania"
27950000	"iowa"
27960000	"pennsylvania"
27970000	"arkansas"
27980000	"new_york"
27990000	"michigan"
28000000	"arkansas"
28010000	"michigan"
28020000	"missouri"
28030000	"new_jersey"
28040000	"kansas"
28050000	"texas"
28060000	"montana"
28070000	"arkansas"
28080000	"washington"
28090000	"texas"
28100000	"north_dakota"
28110000	"california"
28120000	"georgia"
28130000	"iowa"
28140000	"ohio"
28150000	"new_york"
28160000	"washington"
28170000	"virginia"
28180000	"wisconsin"
28190000	"new_jersey"
28200000	"north_carolina"
28210000	"pennsylvania"
28220000	"michigan"
28230000	"arkansas"
28240000	"iowa"
28250000	"new_jersey"
28260000	"new_hampshire"
28270000	"michigan"
28280000	"michigan"
28290000	"california"
28300000	"virginia"
28310000	"california"
28320000	"iowa"
28330000	"ontario"
28340000	"missouri"
28350000	"wisconsin"
28360000	"arkansas"
28370000	"new_york"
28380000	"british_columbia"
28390000	"manitoba"
28400000	"british_columbia"
28410000	"ohio"
28420000	"kansas"
28430000	"north_dakota"
28440000	"texas"
28450000	"ohio"
28460000	"washington"
28470000	"kansas"
28480000	"indiana"
28490000	"ontario"
28500000	"ohio"
28510000	"ohio"
28520000	"georgia"
28530000	"arkansas"
28540000	"british_columbia"
28550000	"arkansas"
28560000	"illinois"
28570000	"california"
28580000	"ohio"
28590000	"georgia"
28600000	"new_york"
28610000	"wisconsin"
28620000	"missouri"
28630000	"indiana"
28640000	"massachusetts"
28650000	"arkansas"
28660000	"iowa"
28670000	"california"
28680000	"alabama"
28690000	"ontario"
28700000	"ohio"
28710000	"illinois"
28720000	"iowa"
28730000	"arkansas"
28740000	"massachusetts"
28750000	"new_jersey"
28760000	"wisconsin"
28770000	"massachusetts"
28780000	"ontario"
28790000	"iowa"
28800000	"washington"
28810000	"arkansas"
28820000	"arkansas"
28830000	"manitoba"
28840000	"kansas"
28850000	"wisconsin"
28860000	"ontario"
28870000	"kansas"
28880000	"alabama"
28890000	"new_york"
28900000	"california"
28910000	"kansas"
28920000	"ohio"
28930000	"wisconsin"
28940000	"north_dakota"
28950000	"iowa"
28960000	"arkansas"
28970000	"iowa"
28980000	"louisiana"
28990000	"illinois"
29000000	"massachusetts"
29010000	"massachusetts"
29020000	"indiana"
29030000	"kansas"
29040000	"kansas"
29050000	"british_columbia"
29060000	"new_hampshire"
29070000	"wisconsin"
29080000	"pennsylvania"
29090000	"massachusetts"
29100000	"north_carolina"
29110000	"ontario"
29120000	"wisconsin"
29130000	"alabama"
29140000	"new_york"
29150000	"iowa"
29160000	"washington"
29170000	"kansas"
29180000	"montana"
29190000	"alabama"
29200000	"massachusetts"
29210000	"new_jersey"
29220000	"washington"
29230000	"ohio"
29240000	"ohio"
29250000	"texas"
29260000	"pennsylvania"
29270000	"missouri"
29280000	"ontario"
29290000	"michigan"
29300000	"alabama"
29310000	"kansas"
29320000	"massachusetts"
29330000	"british_columbia"
29340000	"kansas"
29350000	"new_york"
29360000	"ontario"
29370000	"new_jersey"
29380000	"illinois"
29390000	"iowa"
29400000	"iowa"
29410000	"michigan"
29420000	"new_jersey"
29430000	"texas"
29440000	"alabama"
29450000	"ohio"
29460000	"new_york"
29470000	"arkansas"
29480000	"michigan"
29490000	"kansas"
29500000	"arkansas"
29510000	"massachusetts"
29520000	"pennsylvania"
29530000	"washington"
29540000	"michigan"
29550000	"washington"
29560000	"ontario"
29570000	"washington"
29580000	"wisconsin"
29590000	"washington"
29600000	"iowa"
29610000	"iowa"
29620000	"illinois"
29630000	"virginia"
29640000	"california"
29650000	"massachusetts"
29660000	"alabama"
29670000	"california"
29680000	"new_york"
29690000	"missouri"
29700000	"ontario"
29710000	"new_york"
29720000	"british_columbia"
29730000	"wisconsin"
29740000	"new_york"
29750000	"iowa"
29760000	"virginia"
29770000	"ontario"
29780000	"pennsylvania"
29790000	"iowa"
29800000	"arkansas"
29810000	"california"
29820000	"arkansas"
29830000	"california"
29840000	"ohio"
29850000	"illinois"
29860000	"iowa"
29870000	"north_dakota"
29880000	"arkansas"
29890000	"wisconsin"
29900000	"iowa"
29910000	"ohio"
29920000	"california"
29930000	"arkansas"
29940000	"wisconsin"
29950000	"pennsylvania"
29960000	"california"
29970000	"pennsylvania"
29980000	"ontario"
29990000	"california"
30000000	"washington"
30010000	"michigan"
30020000	"ontario"
30030000	"ontario"
30040000	"washington"
30050000	"ohio"
30060000	"ontario"
30070000	"north_carolina"
30080000	"manitoba"
30090000	"iowa"
30100000	"ontario"
30110000	"alabama"
30120000	"california"
30130000	"british_columbia"
30140000	"washington"
30150000	"michigan"
30160000	"california"
30170000	"iowa"
30180000	"manitoba"
30190000	"alabama"
30200000	"ontario"
30210000	"illinois"
30220000	"ohio"
30230000	"manitoba"
30240000	"indiana"
30250000	"north_carolina"
30260000	"michigan"
30270000	"north_dakota"
30280000	"indiana"
30290000	"wisconsin"
30300000	"kansas"
30310000	"alabama"
30320000	"indiana"
30330000	"alabama"
30340000	"california"
30350000	"iowa"
30360000	"new_york"
30370000	"ohio"
30380000	"new_jersey"
30390000	"new_jersey"
30400000	"washington"
30410000	"arkansas"
30420000	"ohio"
30430000	"new_jersey"
30440000	"new_hampshire"
30450000	"pennsylvania"
30460000	"illinois"
30470000	"ohio"
30480000	"montana"
30490000	"pennsylvania"
30500000	"british_columbia"
30510000	"california"
30520000	"michigan"
30530000	"wisconsin"
30540000	"michigan"
30550000	"ontario"
30560000	"alabama"
30570000	"ontario"
30580000	"ontario"
30590000	"washington"
30600000	"ontario"
30610000	"michigan"
30620000	"ontario"
30630000	"montana"
30640000	"ontario"
30650000	"british_columbia"
30660000	"indiana"
30670000	"wisconsin"
30680000	"indiana"
30690000	"manitoba"
30700000	"alabama"
30710000	"illinois"
30720000	"pennsylvania"
30730000	"iowa"
30740000	"virginia"
30750000	"north_carolina"
30760000	"washington"
30770000	"indiana"
30780000	"missouri"
30790000	"massachusetts"
30800000	"ohio"
30810000	"missouri"
30820000	"texas"
30830000	"virginia"
30840000	"alabama"
30850000	"new_hampshire"
30860000	"georgia"
30870000	"ontario"
30880000	"new_hampshire"
30890000	"washington"
30900000	"iowa"
30910000	"north_dakota"
30920000	"ontario"
30930000	"georgia"
30940000	"ontario"
30950000	"kansas"
30960000	"new_york"
30970000	"pennsylvania"
30980000	"texas"
30990000	"michigan"
31000000	"north_dakota"
31010000	"illinois"
31020000	"wisconsin"
31030000	"illinois"
31040000	"pennsylvania"
31050000	"texas"
31060000	"new_york"
31070000	"ontario"
31080000	"iowa"
31090000	"missouri"
31100000	"ohio"
31110000	"washington"
31120000	"british_columbia"
31130000	"louisiana"
31140000	"pennsylvania"
31150000	"virginia"
31160000	"ohio"
31170000	"alabama"
31180000	"new_jersey"
31190000	"ontario"
31200000	"arkansas"
31210000	"new_jersey"
31220000	"kansas"
31230000	"louisiana"
31240000	"virginia"
31250000	"wisconsin"
31260000	"louisiana"
31270000	"washington"
31280000	"illinois"
31290000	"ohio"
31300000	"wisconsin"
31310000	"ohio"
31320000	"arkansas"
31330000	"iowa"
31340000	"arkansas"
31350000	"missouri"
31360000	"ontario"
31370000	"new_york"
31380000	"pennsylvania"
31390000	"pennsylvania"
31400000	"montana"
31410000	"ontario"
31420000	"louisiana"
31430000	"illinois"
31440000	"indiana"
31450000	"missouri"
31460000	"massachusetts"
31470000	"ontario"
31480000	"pennsylvania"
31490000	"ohio"
31500000	"california"
31510000	"georgia"
31520000	"virginia"
31530000	"alabama"
31540000	"new_york"
31550000	"ohio"
31560000	"missouri"
31570000	"michigan"
31580000	"washington"
31590000	"alabama"
31600000	"arkansas"
31610000	"new_york"
31620000	"ontario"
31630000	"washington"
31640000	"california"
31650000	"missouri"
31660000	"california"
31670000	"british_columbia"
31680000	"ontario"
31690000	"kansas"
31700000	"virginia"
31710000	"alabama"
31720000	"wisconsin"
31730000	"michigan"
31740000	"washington"
31750000	"missouri"
31760000	"arkansas"
31770000	"ohio"
31780000	"massachusetts"
31790000	"new_hampshire"
31800000	"new_jersey"
31810000	"ontario"
31820000	"ontario"
31830000	"british_columbia"
31840000	"missouri"
31850000	"massachusetts"
31860000	"kansas"
31870000	"massachusetts"
31880000	"virginia"
31890000	"massachusetts"
31900000	"alabama"
31910000	"new_hampshire"
31920000	"washington"
31930000	"ontario"
31940000	"north_carolina"
31950000	"ontario"
31960000	"illinois"
31970000	"ontario"
31980000	"new_hampshire"
31990000	"new_york"
32000000	"alabama"
32010000	"missouri"
32020000	"kansas"
32030000	"new_hampshire"
32040000	"michigan"
32050000	"ontario"
32060000	"texas"
32070000	"ohio"
32080000	"alabama"
32090000	"new_york"
32100000	"california"
32110000	"arkansas"
32120000	"virginia"
32130000	"iowa"
32140000	"ontario"
32150000	"north_dakota"
32160000	"british_columbia"
32170000	"kansas"
32180000	"british_columbia"
32190000	"california"
32200000	"michigan"
32210000	"illinois"
32220000	"manitoba"
32230000	"arkansas"
32240000	"michigan"
32250000	"arkansas"
32260000	"massachusetts"
32270000	"british_columbia"
32280000	"michigan"
32290000	"indiana"
32300000	"indiana"
32310000	"texas"
32320000	"new_york"
32330000	"kansas"
32340000	"ohio"
32350000	"new_hampshire"
32360000	"louisiana"
32370000	"louisiana"
32380000	"new_york"
32390000	"wisconsin"
32400000	"iowa"
32410000	"louisiana"
32420000	"north_dakota"
32430000	"new_york"
32440000	"new_jersey"
32450000	"massachusetts"
32460000	"washington"
32470000	"arkansas"
32480000	"california"
32490000	"illinois"
32500000	"kansas"
32510000	"british_columbia"
32520000	"ohio"
32530000	"manitoba"
32540000	"massachusetts"
32550000	"california"
32560000	"manitoba"
32570000	"iowa"
32580000	"virginia"
32590000	"washington"
32600000	"british_columbia"
32610000	"michigan"
32620000	"ohio"
32630000	"virginia"
32640000	"illinois"
32650000	"arkansas"
32660000	"north_dakota"
32670000	"ontario"
32680000	"michigan"
32690000	"manitoba"
32700000	"washington"
32710000	"north_dakota"
32720000	"arkansas"
32730000	"missouri"
32740000	"california"
32750000	"washington"
32760000	"iowa"
32770000	"ontario"
32780000	"british_columbia"
32790000	"indiana"
32800000	"manitoba"
32810000	"north_carolina"
32820000	"illinois"
32830000	"washington"
32840000	"iowa"
32850000	"new_jersey"
32860000	"ohio"
32870000	"manitoba"
32880000	"virginia"
32890000	"indiana"
32900000	"ohio"
32910000	"indiana"
32920000	"new_jersey"
32930000	"illinois"
32940000	"british_columbia"
32950000	"ohio"
32960000	"indiana"
32970000	"british_columbia"
32980000	"virginia"
32990000	"michigan"
33000000	"california"
33010000	"massachusetts"
33020000	"california"
33030000	"manitoba"
33040000	"british_columbia"
33050000	"arkansas"
33060000	"montana"
33070000	"georgia"
33080000	"arkansas"
33090000	"louisiana"
33100000	"ohio"
33110000	"kansas"
33120000	"kansas"
33130000	"kansas"
33140000	"louisiana"
33150000	"louisiana"
33160000	"ontario"
33170000	"massachusetts"
33180000	"california"
33190000	"texas"
33200000	"missouri"
33210000	"washington"
33220000	"washington"
33230000	"new_jersey"
33240000	"ohio"
33250000	"washington"
33260000	"michigan"
33270000	"arkansas"
33280000	"virginia"
33290000	"michigan"
33300000	"indiana"
33310000	"indiana"
33320000	"british_columbia"
33330000	"massachusetts"
33340000	"kansas"
33350000	"california"
33360000	"british_columbia"
33370000	"new_jersey"
33380000	"virginia"
33390000	"indiana"
33400000	"manitoba"
33410000	"michigan"
33420000	"north_dakota"
33430000	"virginia"
33440000	"ontario"
33450000	"new_jersey"
33460000	"new_jersey"
33470000	"ontario"
33480000	"washington"
33490000	"virginia"
33500000	"washington"
33510000	"massachusetts"
33520000	"arkansas"
33530000	"new_york"
33540000	"ontario"
33550000	"arkansas"
33560000	"massachusetts"
33570000	"kansas"
33580000	"wisconsin"
33590000	"new_hampshire"
33600000	"wisconsin"
33610000	"louisiana"
33620000	"british_columbia"
33630000	"iowa"
33640000	"virginia"
33650000	"arkansas"
33660000	"missouri"
33670000	"indiana"
33680000	"north_dakota"
33690000	"michigan"
33700000	"ohio"
33710000	"washington"
33720000	"virginia"
33730000	"illinois"
33740000	"massachusetts"
33750000	"iowa"
33760000	"missouri"
33770000	"michigan"
33780000	"wisconsin"
33790000	"arkansas"
33800000	"michigan"
33810000	"michigan"
33820000	"iowa"
33830000	"ohio"
33840000	"british_columbia"
33850000	"manitoba"
33860000	"arkansas"
33870000	"north_dakota"
33880000	"wisconsin"
33890000	"ohio"
33900000	"virginia"
33910000	"texas"
33920000	"new_york"
33930000	"illinois"
33940000	"michigan"
33950000	"missouri"
33960000	"north_carolina"
33970000	"new_jersey"
33980000	"missouri"
33990000	"michigan"
34000000	"massachusetts"
34010000	"georgia"
34020000	"north_dakota"
34030000	"montana"
34040000	"alabama"
34050000	"massachusetts"
34060000	"ohio"
34070000	"massachusetts"
34080000	"washington"
34090000	"missouri"
34100000	"michigan"
34110000	"new_york"
34120000	"iowa"
34130000	"pennsylvania"
34140000	"massachusetts"
34150000	"new_hampshire"
34160000	"montana"
34170000	"arkansas"
34180000	"illinois"
34190000	"ohio"
34200000	"illinois"
34210000	"michigan"
34220000	"massachusetts"
34230000	"north_carolina"
34240000	"indiana"
34250000	"wisconsin"
34260000	"indiana"
34270000	"washington"
34280000	"washington"
34290000	"louisiana"
34300000	"ontario"
34310000	"massachusetts"
34320000	"illinois"
34330000	"british_columbia"
34340000	"british_columbia"
34350000	"michigan"
34360000	"arkansas"
34370000	"kansas"
34380000	"ohio"
34390000	"louisiana"
34400000	"new_york"
34410000	"washington"
34420000	"michigan"
34430000	"california"
34440000	"kansas"
34450000	"ohio"
34460000	"kansas"
34470000	"massachusetts"
34480000	"ontario"
34490000	"iowa"
34500000	"iowa"
34510000	"iowa"
34520000	"pennsylvania"
34530000	"washington"
34540000	"manitoba"
34550000	"wisconsin"
34560000	"iowa"
34570000	"virginia"
34580000	"washington"
34590000	"washington"
34600000	"arkansas"
34610000	"california"
34620000	"kansas"
34630000	"missouri"
34640000	"louisiana"
34650000	"texas"
34660000	"north_dakota"
34670000	"georgia"
34680000	"michigan"
34690000	"new_hampshire"
34700000	"illinois"
34710000	"british_columbia"
34720000	"british_columbia"
34730000	"illinois"
34740000	"arkansas"
34750000	"new_york"
34760000	"arkansas"
34770000	"manitoba"
34780000	"louisiana"
34790000	"wisconsin"
34800000	"arkansas"
34810000	"wisconsin"
34820000	"washington"
34830000	"british_columbia"
34840000	"ontario"
34850000	"missouri"
34860000	"arkansas"
34870000	"british_columbia"
34880000	"north_dakota"
34890000	"ohio"
34900000	"alabama"
34910000	"wisconsin"
34920000	"california"
34930000	"alabama"
34940000	"iowa"
34950000	"british_columbia"
34960000	"indiana"
34970000	"ontario"
34980000	"arkansas"
34990000	"ontario"
35000000	"kansas"
35010000	"iowa"
35020000	"kansas"
35030000	"ohio"
35040000	"missouri"
35050000	"texas"
35060000	"pennsylvania"
35070000	"arkansas"
35080000	"michigan"
35090000	"wisconsin"
35100000	"indiana"
35110000	"michigan"
35120000	"iowa"
35130000	"british_columbia"
35140000	"alabama"
35150000	"north_dakota"
35160000	"new_hampshire"
35170000	"pennsylvania"
35180000	"ontario"
35190000	"california"
35200000	"california"
35210000	"virginia"
35220000	"new_york"
35230000	"washington"
35240000	"georgia"
35250000	"virginia"
35260000	"massachusetts"
35270000	"manitoba"
35280000	"kansas"
35290000	"manitoba"
35300000	"ontario"
35310000	"new_jersey"
35320000	"virginia"
35330000	"arkansas"
35340000	"ontario"
35350000	"michigan"
35360000	"ohio"
35370000	"california"
35380000	"manitoba"
35390000	"iowa"
35400000	"north_dakota"
35410000	"pennsylvania"
35420000	"ohio"
35430000	"north_dakota"
35440000	"wisconsin"
35450000	"ohio"
35460000	"pennsylvania"
35470000	"iowa"
35480000	"massachusetts"
35490000	"new_jersey"
35500000	"massachusetts"
35510000	"manitoba"
35520000	"kansas"
35530000	"california"
35540000	"illinois"
35550000	"north_dakota"
35560000	"virginia"
