state	number_transitions
tree STATE_12530000	13
tree STATE_12540000	13
tree STATE_12550000	13
tree STATE_12560000	13
tree STATE_12570000	13
tree STATE_12580000	13
tree STATE_12590000	13
tree STATE_12600000	14
tree STATE_12610000	14
tree STATE_12620000	14
tree STATE_12630000	14
tree STATE_12640000	14
tree STATE_12650000	14
tree STATE_12660000	14
tree STATE_12670000	16
tree STATE_12680000	15
tree STATE_12690000	14
tree STATE_12700000	15
tree STATE_12710000	14
tree STATE_12720000	15
tree STATE_12730000	14
tree STATE_12740000	14
tree STATE_12750000	14
tree STATE_12760000	14
tree STATE_12770000	14
tree STATE_12780000	14
tree STATE_12790000	14
tree STATE_12800000	15
tree STATE_12810000	14
tree STATE_12820000	14
tree STATE_12830000	14
tree STATE_12840000	15
tree STATE_12850000	14
tree STATE_12860000	13
tree STATE_12870000	13
tree STATE_12880000	13
tree STATE_12890000	13
tree STATE_12900000	13
tree STATE_12910000	11
tree STATE_12920000	13
tree STATE_12930000	14
tree STATE_12940000	13
tree STATE_12950000	13
tree STATE_12960000	13
tree STATE_12970000	13
tree STATE_12980000	13
tree STATE_12990000	13
tree STATE_13000000	14
tree STATE_13010000	13
tree STATE_13020000	13
tree STATE_13030000	12
tree STATE_13040000	12
tree STATE_13050000	12
tree STATE_13060000	14
tree STATE_13070000	14
tree STATE_13080000	13
tree STATE_13090000	13
tree STATE_13100000	13
tree STATE_13110000	13
tree STATE_13120000	13
tree STATE_13130000	13
tree STATE_13140000	13
tree STATE_13150000	13
tree STATE_13160000	13
tree STATE_13170000	14
tree STATE_13180000	13
tree STATE_13190000	13
tree STATE_13200000	13
tree STATE_13210000	13
tree STATE_13220000	13
tree STATE_13230000	13
tree STATE_13240000	13
tree STATE_13250000	14
tree STATE_13260000	14
tree STATE_13270000	14
tree STATE_13280000	12
tree STATE_13290000	13
tree STATE_13300000	13
tree STATE_13310000	13
tree STATE_13320000	13
tree STATE_13330000	13
tree STATE_13340000	12
tree STATE_13350000	13
tree STATE_13360000	14
tree STATE_13370000	14
tree STATE_13380000	13
tree STATE_13390000	13
tree STATE_13400000	13
tree STATE_13410000	12
tree STATE_13420000	13
tree STATE_13430000	14
tree STATE_13440000	14
tree STATE_13450000	13
tree STATE_13460000	13
tree STATE_13470000	12
tree STATE_13480000	12
tree STATE_13490000	13
tree STATE_13500000	13
tree STATE_13510000	13
tree STATE_13520000	13
tree STATE_13530000	13
tree STATE_13540000	13
tree STATE_13550000	13
tree STATE_13560000	14
tree STATE_13570000	13
tree STATE_13580000	14
tree STATE_13590000	13
tree STATE_13600000	13
tree STATE_13610000	13
tree STATE_13620000	15
tree STATE_13630000	14
tree STATE_13640000	13
tree STATE_13650000	13
tree STATE_13660000	13
tree STATE_13670000	13
tree STATE_13680000	13
tree STATE_13690000	12
tree STATE_13700000	13
tree STATE_13710000	13
tree STATE_13720000	13
tree STATE_13730000	13
tree STATE_13740000	14
tree STATE_13750000	14
tree STATE_13760000	14
tree STATE_13770000	13
tree STATE_13780000	15
tree STATE_13790000	14
tree STATE_13800000	14
tree STATE_13810000	14
tree STATE_13820000	13
tree STATE_13830000	15
tree STATE_13840000	14
tree STATE_13850000	15
tree STATE_13860000	16
tree STATE_13870000	14
tree STATE_13880000	13
tree STATE_13890000	14
tree STATE_13900000	14
tree STATE_13910000	13
tree STATE_13920000	14
tree STATE_13930000	14
tree STATE_13940000	14
tree STATE_13950000	14
tree STATE_13960000	14
tree STATE_13970000	13
tree STATE_13980000	13
tree STATE_13990000	13
tree STATE_14000000	12
tree STATE_14010000	13
tree STATE_14020000	12
tree STATE_14030000	13
tree STATE_14040000	13
tree STATE_14050000	13
tree STATE_14060000	12
tree STATE_14070000	13
tree STATE_14080000	13
tree STATE_14090000	13
tree STATE_14100000	13
tree STATE_14110000	13
tree STATE_14120000	12
tree STATE_14130000	12
tree STATE_14140000	12
tree STATE_14150000	12
tree STATE_14160000	14
tree STATE_14170000	12
tree STATE_14180000	12
tree STATE_14190000	13
tree STATE_14200000	12
tree STATE_14210000	12
tree STATE_14220000	12
tree STATE_14230000	12
tree STATE_14240000	12
tree STATE_14250000	12
tree STATE_14260000	12
tree STATE_14270000	12
tree STATE_14280000	14
tree STATE_14290000	12
tree STATE_14300000	12
tree STATE_14310000	12
tree STATE_14320000	12
tree STATE_14330000	12
tree STATE_14340000	12
tree STATE_14350000	11
tree STATE_14360000	12
tree STATE_14370000	11
tree STATE_14380000	12
tree STATE_14390000	12
tree STATE_14400000	12
tree STATE_14410000	12
tree STATE_14420000	12
tree STATE_14430000	13
tree STATE_14440000	15
tree STATE_14450000	13
tree STATE_14460000	13
tree STATE_14470000	13
tree STATE_14480000	14
tree STATE_14490000	13
tree STATE_14500000	13
tree STATE_14510000	13
tree STATE_14520000	12
tree STATE_14530000	13
tree STATE_14540000	13
tree STATE_14550000	13
tree STATE_14560000	13
tree STATE_14570000	13
tree STATE_14580000	14
tree STATE_14590000	14
tree STATE_14600000	13
tree STATE_14610000	13
tree STATE_14620000	14
tree STATE_14630000	16
tree STATE_14640000	15
tree STATE_14650000	13
tree STATE_14660000	13
tree STATE_14670000	13
tree STATE_14680000	13
tree STATE_14690000	14
tree STATE_14700000	14
tree STATE_14710000	14
tree STATE_14720000	14
tree STATE_14730000	13
tree STATE_14740000	12
tree STATE_14750000	15
tree STATE_14760000	14
tree STATE_14770000	15
tree STATE_14780000	14
tree STATE_14790000	14
tree STATE_14800000	14
tree STATE_14810000	15
tree STATE_14820000	15
tree STATE_14830000	13
tree STATE_14840000	12
tree STATE_14850000	13
tree STATE_14860000	13
tree STATE_14870000	13
tree STATE_14880000	14
tree STATE_14890000	13
tree STATE_14900000	13
tree STATE_14910000	13
tree STATE_14920000	13
tree STATE_14930000	13
tree STATE_14940000	13
tree STATE_14950000	14
tree STATE_14960000	13
tree STATE_14970000	13
tree STATE_14980000	12
tree STATE_14990000	12
tree STATE_15000000	12
tree STATE_15010000	12
tree STATE_15020000	14
tree STATE_15030000	13
tree STATE_15040000	13
tree STATE_15050000	13
tree STATE_15060000	13
tree STATE_15070000	13
tree STATE_15080000	12
tree STATE_15090000	12
tree STATE_15100000	13
tree STATE_15110000	12
tree STATE_15120000	13
tree STATE_15130000	13
tree STATE_15140000	11
tree STATE_15150000	14
tree STATE_15160000	13
tree STATE_15170000	13
tree STATE_15180000	13
tree STATE_15190000	13
tree STATE_15200000	13
tree STATE_15210000	14
tree STATE_15220000	16
tree STATE_15230000	15
tree STATE_15240000	13
tree STATE_15250000	13
tree STATE_15260000	13
tree STATE_15270000	13
tree STATE_15280000	12
tree STATE_15290000	14
tree STATE_15300000	13
tree STATE_15310000	13
tree STATE_15320000	11
tree STATE_15330000	12
tree STATE_15340000	13
tree STATE_15350000	13
tree STATE_15360000	13
tree STATE_15370000	13
tree STATE_15380000	12
tree STATE_15390000	14
tree STATE_15400000	14
tree STATE_15410000	14
tree STATE_15420000	13
tree STATE_15430000	14
tree STATE_15440000	13
tree STATE_15450000	12
tree STATE_15460000	13
tree STATE_15470000	13
tree STATE_15480000	13
tree STATE_15490000	13
tree STATE_15500000	13
tree STATE_15510000	14
tree STATE_15520000	12
tree STATE_15530000	13
tree STATE_15540000	13
tree STATE_15550000	13
tree STATE_15560000	13
tree STATE_15570000	13
tree STATE_15580000	13
tree STATE_15590000	16
tree STATE_15600000	15
tree STATE_15610000	14
tree STATE_15620000	14
tree STATE_15630000	16
tree STATE_15640000	14
tree STATE_15650000	15
tree STATE_15660000	14
tree STATE_15670000	15
tree STATE_15680000	14
tree STATE_15690000	14
tree STATE_15700000	12
tree STATE_15710000	13
tree STATE_15720000	13
tree STATE_15730000	13
tree STATE_15740000	13
tree STATE_15750000	12
tree STATE_15760000	12
tree STATE_15770000	14
tree STATE_15780000	11
tree STATE_15790000	14
tree STATE_15800000	14
tree STATE_15810000	13
tree STATE_15820000	13
tree STATE_15830000	13
tree STATE_15840000	14
tree STATE_15850000	14
tree STATE_15860000	13
tree STATE_15870000	13
tree STATE_15880000	13
tree STATE_15890000	14
tree STATE_15900000	13
tree STATE_15910000	13
tree STATE_15920000	13
tree STATE_15930000	12
tree STATE_15940000	13
tree STATE_15950000	12
tree STATE_15960000	13
tree STATE_15970000	11
tree STATE_15980000	12
tree STATE_15990000	11
tree STATE_16000000	14
tree STATE_16010000	14
tree STATE_16020000	13
tree STATE_16030000	13
tree STATE_16040000	13
tree STATE_16050000	14
tree STATE_16060000	14
tree STATE_16070000	12
tree STATE_16080000	13
tree STATE_16090000	13
tree STATE_16100000	12
tree STATE_16110000	13
tree STATE_16120000	14
tree STATE_16130000	15
tree STATE_16140000	14
tree STATE_16150000	14
tree STATE_16160000	13
tree STATE_16170000	15
tree STATE_16180000	13
tree STATE_16190000	13
tree STATE_16200000	13
tree STATE_16210000	13
tree STATE_16220000	14
tree STATE_16230000	13
tree STATE_16240000	13
tree STATE_16250000	13
tree STATE_16260000	13
tree STATE_16270000	12
tree STATE_16280000	13
tree STATE_16290000	13
tree STATE_16300000	12
tree STATE_16310000	13
tree STATE_16320000	13
tree STATE_16330000	13
tree STATE_16340000	13
tree STATE_16350000	13
tree STATE_16360000	13
tree STATE_16370000	15
tree STATE_16380000	13
tree STATE_16390000	13
tree STATE_16400000	13
tree STATE_16410000	13
tree STATE_16420000	16
tree STATE_16430000	13
tree STATE_16440000	14
tree STATE_16450000	13
tree STATE_16460000	14
tree STATE_16470000	13
tree STATE_16480000	14
tree STATE_16490000	15
tree STATE_16500000	15
tree STATE_16510000	14
tree STATE_16520000	12
tree STATE_16530000	14
tree STATE_16540000	14
tree STATE_16550000	13
tree STATE_16560000	13
tree STATE_16570000	13
tree STATE_16580000	14
tree STATE_16590000	12
tree STATE_16600000	14
tree STATE_16610000	12
tree STATE_16620000	13
tree STATE_16630000	13
tree STATE_16640000	13
tree STATE_16650000	13
tree STATE_16660000	13
tree STATE_16670000	14
tree STATE_16680000	13
tree STATE_16690000	13
tree STATE_16700000	14
tree STATE_16710000	13
tree STATE_16720000	13
tree STATE_16730000	14
tree STATE_16740000	13
tree STATE_16750000	13
tree STATE_16760000	13
tree STATE_16770000	13
tree STATE_16780000	13
tree STATE_16790000	12
tree STATE_16800000	13
tree STATE_16810000	13
tree STATE_16820000	12
tree STATE_16830000	13
tree STATE_16840000	13
tree STATE_16850000	14
tree STATE_16860000	14
tree STATE_16870000	13
tree STATE_16880000	13
tree STATE_16890000	14
tree STATE_16900000	14
tree STATE_16910000	15
tree STATE_16920000	14
tree STATE_16930000	14
tree STATE_16940000	16
tree STATE_16950000	12
tree STATE_16960000	13
tree STATE_16970000	13
tree STATE_16980000	13
tree STATE_16990000	13
tree STATE_17000000	13
tree STATE_17010000	13
tree STATE_17020000	13
tree STATE_17030000	13
tree STATE_17040000	11
tree STATE_17050000	12
tree STATE_17060000	13
tree STATE_17070000	14
tree STATE_17080000	15
tree STATE_17090000	15
tree STATE_17100000	14
tree STATE_17110000	13
tree STATE_17120000	13
tree STATE_17130000	12
tree STATE_17140000	13
tree STATE_17150000	13
tree STATE_17160000	12
tree STATE_17170000	12
tree STATE_17180000	13
tree STATE_17190000	14
tree STATE_17200000	14
tree STATE_17210000	13
tree STATE_17220000	12
tree STATE_17230000	13
tree STATE_17240000	13
tree STATE_17250000	13
tree STATE_17260000	13
tree STATE_17270000	14
tree STATE_17280000	14
tree STATE_17290000	13
tree STATE_17300000	11
tree STATE_17310000	12
tree STATE_17320000	12
tree STATE_17330000	13
tree STATE_17340000	15
tree STATE_17350000	13
tree STATE_17360000	14
tree STATE_17370000	14
tree STATE_17380000	14
tree STATE_17390000	13
tree STATE_17400000	14
tree STATE_17410000	13
tree STATE_17420000	14
tree STATE_17430000	14
tree STATE_17440000	14
tree STATE_17450000	14
tree STATE_17460000	14
tree STATE_17470000	16
tree STATE_17480000	15
tree STATE_17490000	15
tree STATE_17500000	15
tree STATE_17510000	17
tree STATE_17520000	15
tree STATE_17530000	15
tree STATE_17540000	15
tree STATE_17550000	15
tree STATE_17560000	14
tree STATE_17570000	14
tree STATE_17580000	13
tree STATE_17590000	13
tree STATE_17600000	14
tree STATE_17610000	12
tree STATE_17620000	13
tree STATE_17630000	13
tree STATE_17640000	12
tree STATE_17650000	13
tree STATE_17660000	13
tree STATE_17670000	14
tree STATE_17680000	14
tree STATE_17690000	14
tree STATE_17700000	14
tree STATE_17710000	15
tree STATE_17720000	15
tree STATE_17730000	14
tree STATE_17740000	14
tree STATE_17750000	14
tree STATE_17760000	15
tree STATE_17770000	14
tree STATE_17780000	16
tree STATE_17790000	14
tree STATE_17800000	15
tree STATE_17810000	12
tree STATE_17820000	13
tree STATE_17830000	14
tree STATE_17840000	13
tree STATE_17850000	13
tree STATE_17860000	13
tree STATE_17870000	14
tree STATE_17880000	13
tree STATE_17890000	13
tree STATE_17900000	13
tree STATE_17910000	13
tree STATE_17920000	12
tree STATE_17930000	14
tree STATE_17940000	14
tree STATE_17950000	13
tree STATE_17960000	13
tree STATE_17970000	13
tree STATE_17980000	13
tree STATE_17990000	13
tree STATE_18000000	13
tree STATE_18010000	13
tree STATE_18020000	12
tree STATE_18030000	12
tree STATE_18040000	13
tree STATE_18050000	13
tree STATE_18060000	13
tree STATE_18070000	12
tree STATE_18080000	13
tree STATE_18090000	13
tree STATE_18100000	12
tree STATE_18110000	12
tree STATE_18120000	11
tree STATE_18130000	12
tree STATE_18140000	12
tree STATE_18150000	17
tree STATE_18160000	13
tree STATE_18170000	12
tree STATE_18180000	15
tree STATE_18190000	14
tree STATE_18200000	13
tree STATE_18210000	15
tree STATE_18220000	13
tree STATE_18230000	14
tree STATE_18240000	14
tree STATE_18250000	15
tree STATE_18260000	15
tree STATE_18270000	13
tree STATE_18280000	17
tree STATE_18290000	14
tree STATE_18300000	13
tree STATE_18310000	15
tree STATE_18320000	15
tree STATE_18330000	15
tree STATE_18340000	13
tree STATE_18350000	11
tree STATE_18360000	13
tree STATE_18370000	15
tree STATE_18380000	14
tree STATE_18390000	13
tree STATE_18400000	14
tree STATE_18410000	14
tree STATE_18420000	14
tree STATE_18430000	13
tree STATE_18440000	14
tree STATE_18450000	13
tree STATE_18460000	15
tree STATE_18470000	15
tree STATE_18480000	15
tree STATE_18490000	15
tree STATE_18500000	14
tree STATE_18510000	14
tree STATE_18520000	14
tree STATE_18530000	14
tree STATE_18540000	13
tree STATE_18550000	14
tree STATE_18560000	13
tree STATE_18570000	14
tree STATE_18580000	13
tree STATE_18590000	15
tree STATE_18600000	15
tree STATE_18610000	14
tree STATE_18620000	14
tree STATE_18630000	14
tree STATE_18640000	14
tree STATE_18650000	14
tree STATE_18660000	13
tree STATE_18670000	13
tree STATE_18680000	15
tree STATE_18690000	13
tree STATE_18700000	13
tree STATE_18710000	13
tree STATE_18720000	13
tree STATE_18730000	13
tree STATE_18740000	12
tree STATE_18750000	13
tree STATE_18760000	13
tree STATE_18770000	13
tree STATE_18780000	13
tree STATE_18790000	13
tree STATE_18800000	13
tree STATE_18810000	13
tree STATE_18820000	13
tree STATE_18830000	12
tree STATE_18840000	12
tree STATE_18850000	12
tree STATE_18860000	12
tree STATE_18870000	12
tree STATE_18880000	12
tree STATE_18890000	12
tree STATE_18900000	11
tree STATE_18910000	12
tree STATE_18920000	13
tree STATE_18930000	13
tree STATE_18940000	15
tree STATE_18950000	13
tree STATE_18960000	13
tree STATE_18970000	14
tree STATE_18980000	13
tree STATE_18990000	12
tree STATE_19000000	14
tree STATE_19010000	14
tree STATE_19020000	14
tree STATE_19030000	15
tree STATE_19040000	13
tree STATE_19050000	13
tree STATE_19060000	14
tree STATE_19070000	14
tree STATE_19080000	14
tree STATE_19090000	14
tree STATE_19100000	13
tree STATE_19110000	14
tree STATE_19120000	14
tree STATE_19130000	14
tree STATE_19140000	15
tree STATE_19150000	15
tree STATE_19160000	15
tree STATE_19170000	15
tree STATE_19180000	14
tree STATE_19190000	14
tree STATE_19200000	13
tree STATE_19210000	14
tree STATE_19220000	13
tree STATE_19230000	13
tree STATE_19240000	13
tree STATE_19250000	13
tree STATE_19260000	14
tree STATE_19270000	14
tree STATE_19280000	14
tree STATE_19290000	13
tree STATE_19300000	13
tree STATE_19310000	13
tree STATE_19320000	13
tree STATE_19330000	14
tree STATE_19340000	14
tree STATE_19350000	13
tree STATE_19360000	13
tree STATE_19370000	14
tree STATE_19380000	13
tree STATE_19390000	12
tree STATE_19400000	13
tree STATE_19410000	12
tree STATE_19420000	13
tree STATE_19430000	14
tree STATE_19440000	14
tree STATE_19450000	13
tree STATE_19460000	13
tree STATE_19470000	13
tree STATE_19480000	13
tree STATE_19490000	13
tree STATE_19500000	12
tree STATE_19510000	13
tree STATE_19520000	13
tree STATE_19530000	13
tree STATE_19540000	13
tree STATE_19550000	13
tree STATE_19560000	14
tree STATE_19570000	13
tree STATE_19580000	13
tree STATE_19590000	14
tree STATE_19600000	14
tree STATE_19610000	14
tree STATE_19620000	14
tree STATE_19630000	14
tree STATE_19640000	14
tree STATE_19650000	14
tree STATE_19660000	15
tree STATE_19670000	15
tree STATE_19680000	16
tree STATE_19690000	16
tree STATE_19700000	16
tree STATE_19710000	16
tree STATE_19720000	16
tree STATE_19730000	14
tree STATE_19740000	14
tree STATE_19750000	15
tree STATE_19760000	13
tree STATE_19770000	13
tree STATE_19780000	15
tree STATE_19790000	15
tree STATE_19800000	13
tree STATE_19810000	14
tree STATE_19820000	15
tree STATE_19830000	14
tree STATE_19840000	14
tree STATE_19850000	13
tree STATE_19860000	14
tree STATE_19870000	11
tree STATE_19880000	14
tree STATE_19890000	11
tree STATE_19900000	13
tree STATE_19910000	12
tree STATE_19920000	12
tree STATE_19930000	13
tree STATE_19940000	12
tree STATE_19950000	13
tree STATE_19960000	13
tree STATE_19970000	13
tree STATE_19980000	13
tree STATE_19990000	13
tree STATE_20000000	12
tree STATE_20010000	13
tree STATE_20020000	13
tree STATE_20030000	13
tree STATE_20040000	13
tree STATE_20050000	13
tree STATE_20060000	13
tree STATE_20070000	13
tree STATE_20080000	13
tree STATE_20090000	14
tree STATE_20100000	13
tree STATE_20110000	13
tree STATE_20120000	14
tree STATE_20130000	14
tree STATE_20140000	14
tree STATE_20150000	14
tree STATE_20160000	14
tree STATE_20170000	13
tree STATE_20180000	13
tree STATE_20190000	14
tree STATE_20200000	13
tree STATE_20210000	12
tree STATE_20220000	13
tree STATE_20230000	13
tree STATE_20240000	13
tree STATE_20250000	12
tree STATE_20260000	13
tree STATE_20270000	12
tree STATE_20280000	13
tree STATE_20290000	12
tree STATE_20300000	13
tree STATE_20310000	13
tree STATE_20320000	13
tree STATE_20330000	13
tree STATE_20340000	12
tree STATE_20350000	14
tree STATE_20360000	14
tree STATE_20370000	14
tree STATE_20380000	13
tree STATE_20390000	13
tree STATE_20400000	14
tree STATE_20410000	13
tree STATE_20420000	13
tree STATE_20430000	14
tree STATE_20440000	13
tree STATE_20450000	12
tree STATE_20460000	13
tree STATE_20470000	13
tree STATE_20480000	12
tree STATE_20490000	12
tree STATE_20500000	12
tree STATE_20510000	13
tree STATE_20520000	13
tree STATE_20530000	13
tree STATE_20540000	13
tree STATE_20550000	13
tree STATE_20560000	13
tree STATE_20570000	12
tree STATE_20580000	13
tree STATE_20590000	14
tree STATE_20600000	14
tree STATE_20610000	13
tree STATE_20620000	12
tree STATE_20630000	13
tree STATE_20640000	13
tree STATE_20650000	11
tree STATE_20660000	14
tree STATE_20670000	13
tree STATE_20680000	13
tree STATE_20690000	13
tree STATE_20700000	14
tree STATE_20710000	14
tree STATE_20720000	14
tree STATE_20730000	13
tree STATE_20740000	13
tree STATE_20750000	13
tree STATE_20760000	13
tree STATE_20770000	13
tree STATE_20780000	13
tree STATE_20790000	13
tree STATE_20800000	13
tree STATE_20810000	13
tree STATE_20820000	13
tree STATE_20830000	13
tree STATE_20840000	13
tree STATE_20850000	13
tree STATE_20860000	14
tree STATE_20870000	13
tree STATE_20880000	13
tree STATE_20890000	13
tree STATE_20900000	13
tree STATE_20910000	14
tree STATE_20920000	14
tree STATE_20930000	13
tree STATE_20940000	13
tree STATE_20950000	13
tree STATE_20960000	12
tree STATE_20970000	13
tree STATE_20980000	13
tree STATE_20990000	15
tree STATE_21000000	17
tree STATE_21010000	14
tree STATE_21020000	14
tree STATE_21030000	14
tree STATE_21040000	13
tree STATE_21050000	14
tree STATE_21060000	14
tree STATE_21070000	13
tree STATE_21080000	13
tree STATE_21090000	15
tree STATE_21100000	14
tree STATE_21110000	14
tree STATE_21120000	14
tree STATE_21130000	14
tree STATE_21140000	14
tree STATE_21150000	15
tree STATE_21160000	14
tree STATE_21170000	13
tree STATE_21180000	12
tree STATE_21190000	13
tree STATE_21200000	16
tree STATE_21210000	13
tree STATE_21220000	13
tree STATE_21230000	12
tree STATE_21240000	12
tree STATE_21250000	13
tree STATE_21260000	13
tree STATE_21270000	14
tree STATE_21280000	14
tree STATE_21290000	15
tree STATE_21300000	13
tree STATE_21310000	12
tree STATE_21320000	15
tree STATE_21330000	15
tree STATE_21340000	13
tree STATE_21350000	14
tree STATE_21360000	14
tree STATE_21370000	13
tree STATE_21380000	14
tree STATE_21390000	14
tree STATE_21400000	14
tree STATE_21410000	15
tree STATE_21420000	13
tree STATE_21430000	12
tree STATE_21440000	12
tree STATE_21450000	11
tree STATE_21460000	12
tree STATE_21470000	14
tree STATE_21480000	14
tree STATE_21490000	14
tree STATE_21500000	15
tree STATE_21510000	13
tree STATE_21520000	13
tree STATE_21530000	12
tree STATE_21540000	14
tree STATE_21550000	13
tree STATE_21560000	13
tree STATE_21570000	13
tree STATE_21580000	13
tree STATE_21590000	15
tree STATE_21600000	15
tree STATE_21610000	16
tree STATE_21620000	12
tree STATE_21630000	13
tree STATE_21640000	12
