Sample	posterior	likelihood	prior	treeLikelihood.mumps-wa-clade-arkansas_10-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_10-2020-02-03	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_8-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_8-2020-02-03	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_69-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_69-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_69-2020-02-03	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_69-2020-02-03	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	kappa.s:mumps-wa-clade-arkansas_69-2020-02-03	gammaShape.s:mumps-wa-clade-arkansas_69-2020-02-03	clockRate.c:mumps-wa-clade-arkansas_69-2020-02-03	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-031	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-032	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-033	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-034	
2995000	-61658.21349630962	-61649.2562051929	-8.957291116722985	-19589.184563620813	0.9453690843079698	1.969156565402734	1.8023783863648077	0.16677817903792616	0	3	5	0	0	-20340.879742473433	0.5534847101874144	2.2332733818379786	1.6466364282316164	0.5866369536063616	1	5	7	0	0	-21719.191899098652	0.9417563352734836	9.014426614118973	6.0387911223592985	2.975635491759673	3	25	48	5	0	1.0	0.67253476170496	1.1956396079631524	1.0	0.5795832147312507	5.863821031880662	1.0	0.67253476170496	1.1956396079631524	1.0	0.5795832147312507	5.863821031880662	1.0	0.67253476170496	1.1956396079631524	1.0	0.5795832147312507	5.863821031880662	4.856081193209252	0.4473954439672957	4.621080044463999E-4	0.3100107520630548	0.22418379218545106	0.19834461662981326	0.26746083912168134	
3000000	-61668.272716679996	-61645.14647496787	-23.12624171212638	-19588.068940782185	1.1962254237092085	2.489157884439269	2.0505629279132105	0.43859495652605873	0	3	5	0	0	-20336.30065762911	0.46742598559662984	1.49002982020462	1.1325998299820212	0.35742999022259836	0	4	7	0	0	-21720.776876556574	1.7290497783308008	12.410617842685403	8.295782535626035	4.1148353070593675	2	27	51	2	0	1.0	0.5611611860241589	1.291780945889513	1.0	0.4756259226404799	6.186453966825556	1.0	0.5611611860241589	1.291780945889513	1.0	0.4756259226404799	6.186453966825556	1.0	0.5611611860241589	1.291780945889513	1.0	0.4756259226404799	6.186453966825556	2.822963376704158	0.5177309303025033	4.2750058791815636E-4	0.31288960615992306	0.21923738593235348	0.20183108602292876	0.2660419218847948	
3005000	-61627.848108196835	-61644.50190732315	16.653799126316766	-19588.746232248795	1.046161767739783	2.1383630617838074	1.9393869146107208	0.1989761471730865	0	3	5	0	0	-20342.21326041497	0.6886881157963632	2.190803988417676	1.6409016637143234	0.5499023247033521	3	7	7	0	0	-21713.54241465939	0.9150311943911371	8.454049958686381	5.361825528016309	3.0922244306700746	4	29	51	2	0	1.0	0.38377900686749183	4.651872953663492	1.0	0.9156229846199846	9.7435659370146	1.0	0.38377900686749183	4.651872953663492	1.0	0.9156229846199846	9.7435659370146	1.0	0.38377900686749183	4.651872953663492	1.0	0.9156229846199846	9.7435659370146	4.86596013588417	0.8902878551907263	5.32765961684005E-4	0.3103222818608584	0.21695225720647282	0.20316617045935487	0.2695592904733137	
3010000	-61659.482703057976	-61645.49539768469	-13.987305373291452	-19589.72554138328	0.9986532288849491	2.2711383557892324	1.9783253974121773	0.29281295837705523	1	4	5	0	0	-20339.478361028032	0.5489232031239806	1.8628679554318213	1.2721430625342371	0.5907248928975842	0	3	6	1	0	-21716.291495273384	0.9601154870411825	9.208010044721354	6.434124967051563	2.7738850776697923	0	23	49	4	0	1.0	0.4886752489829836	2.7117868137077847	1.0	0.206252675932419	6.452755365647053	1.0	0.4886752489829836	2.7117868137077847	1.0	0.206252675932419	6.452755365647053	1.0	0.4886752489829836	2.7117868137077847	1.0	0.206252675932419	6.452755365647053	4.856081193209252	1.176082035531542	5.419163386509079E-4	0.3100107520630548	0.22418379218545106	0.19834461662981326	0.26746083912168134	
3015000	-61616.35750535229	-61636.63135922792	20.27385387563025	-19588.592732106972	1.093362826022806	2.244546754175632	1.8909419402268917	0.35360481394874027	3	6	5	0	0	-20338.69002007014	0.45398520179403534	1.7679172651565485	1.3783447506903146	0.3895725144662341	1	5	7	0	0	-21709.348607050804	1.0053798644893648	8.474227268556266	5.473704454340875	3.0005228142153917	4	29	51	2	0	1.0	0.43019707949123703	1.092004875642702	1.0	1.1381716826326262	11.341287628048226	1.0	0.43019707949123703	1.092004875642702	1.0	1.1381716826326262	11.341287628048226	1.0	0.43019707949123703	1.092004875642702	1.0	1.1381716826326262	11.341287628048226	4.86596013588417	0.6390669578266148	5.445519989009435E-4	0.3103222818608584	0.21691245509466334	0.20320597257116435	0.2695592904733137	
3020000	-61608.88705453747	-61638.914076029614	30.02702149214422	-19590.24133518764	1.1299654881275054	2.304226762250963	2.1898277999982287	0.11439896225273445	0	3	5	0	0	-20338.56658774917	0.5652604110721856	1.5620686724688377	1.247214596804213	0.3148540756646247	2	6	7	0	0	-21710.106153092805	1.0745803874980495	8.594578709893488	5.139306943883976	3.4552717660095142	5	31	52	1	0	1.0	0.32202750200342023	1.6806990694567985	1.0	0.7293626008163843	10.762543416684037	1.0	0.32202750200342023	1.6806990694567985	1.0	0.7293626008163843	10.762543416684037	1.0	0.32202750200342023	1.6806990694567985	1.0	0.7293626008163843	10.762543416684037	4.86596013588417	0.6390669578266148	5.948600733064615E-4	0.3103222818608584	0.21758722810679512	0.20458505839713922	0.26750543163520707	
3025000	-61638.94875605021	-61640.83045376254	1.881697712329868	-19588.61824901157	0.94075486071067	1.5488573785476336	1.4194387091671206	0.12941866938051333	0	3	5	0	0	-20337.707326265594	0.5050992498131514	1.5052598303568798	1.2916082329397804	0.21365159741709952	0	4	7	0	0	-21714.504878485375	1.1527331560334912	9.433406433471385	6.6696696450027755	2.76373678846861	0	25	51	2	0	1.0	0.5318536773871466	1.868426058048448	1.0	0.016287836293600706	5.211010849239723	1.0	0.5318536773871466	1.868426058048448	1.0	0.016287836293600706	5.211010849239723	1.0	0.5318536773871466	1.868426058048448	1.0	0.016287836293600706	5.211010849239723	3.0801308368460276	0.08811568589261257	5.730334425443418E-4	0.3100107520630548	0.22418379218545106	0.19834461662981326	0.26746083912168134	
3030000	-61619.73543469128	-61648.4951547729	28.759720081615598	-19589.64465649326	1.0091122340035428	1.8763746854869394	1.6714946382159255	0.2048800472710136	1	4	5	0	0	-20342.100691499272	0.582718796085474	2.0719057300540404	1.446783315406028	0.6251224146480121	3	7	7	0	0	-21716.749806780368	1.1339870529061553	8.56285028440241	5.550526004686456	3.0123242797159535	4	30	52	1	0	1.0	0.3021893642507661	4.729938813436479	1.0	0.7430633449294757	9.259310150074572	1.0	0.3021893642507661	4.729938813436479	1.0	0.7430633449294757	9.259310150074572	1.0	0.3021893642507661	4.729938813436479	1.0	0.7430633449294757	9.259310150074572	4.86596013588417	0.6390669578266148	5.110188872598715E-4	0.3139107489242939	0.21758722810679512	0.20099659133370373	0.26750543163520707	
3035000	-61608.71157377389	-61645.15376043039	36.442186656497164	-19590.02503191961	0.9079670322082859	1.7237764795575585	1.1748686520470288	0.5489078275105298	1	4	5	0	0	-20339.967052731292	0.4151791024137047	1.5054941547885123	1.3007263385636278	0.20476781622488446	0	4	7	0	0	-21715.161675779487	1.0224000566515574	8.4116021022972	4.62150751105929	3.790094591237912	8	34	52	1	0	1.0	0.26354472691966335	4.173121722297285	1.0	1.9140669051391848	9.154199868140054	1.0	0.26354472691966335	4.173121722297285	1.0	1.9140669051391848	9.154199868140054	1.0	0.26354472691966335	4.173121722297285	1.0	1.9140669051391848	9.154199868140054	5.299074478148765	0.3598015143652114	6.070436538559974E-4	0.3139107489242939	0.21758722810679512	0.20099659133370373	0.26750543163520707	
3040000	-61620.40590772031	-61640.309125595915	19.90321787560243	-19587.970513639237	0.7375689854805894	1.0780550030046974	0.9530869261725127	0.12496807683218455	0	3	5	0	0	-20339.219650780848	0.5064223951706921	1.7116795696796978	1.5280430379159855	0.183636531763712	0	4	7	0	0	-21713.11896117583	0.9808881769078398	8.459345949142849	5.655813963638309	2.8035319855045397	4	30	52	1	0	1.0	0.374153467347814	3.334852500178431	1.0	0.41829847799621445	9.149802165215474	1.0	0.374153467347814	3.334852500178431	1.0	0.41829847799621445	9.149802165215474	1.0	0.374153467347814	3.334852500178431	1.0	0.41829847799621445	9.149802165215474	5.299074478148765	0.3598015143652114	6.034745549326251E-4	0.3139107489242939	0.21758722810679512	0.20099659133370373	0.26750543163520707	
3045000	-61614.798725974935	-61644.75609465112	29.957368676184124	-19588.77126476311	0.7743245112241767	1.2773505425898506	1.1115281603453164	0.16582238224453402	0	3	5	0	0	-20341.498771457555	0.5824600037553556	2.003512311720689	1.7401177850750256	0.2633945266456633	2	6	7	0	0	-21714.486058430462	1.1708540320234397	8.488240201006274	4.495878175537344	3.9923620254689283	8	30	48	5	0	1.0	0.27914412518604875	2.872470228106978	1.0	1.7963130060275418	6.4721410113335684	1.0	0.27914412518604875	2.872470228106978	1.0	1.7963130060275418	6.4721410113335684	1.0	0.27914412518604875	2.872470228106978	1.0	1.7963130060275418	6.4721410113335684	5.299074478148765	0.12456579622242768	5.839126222866348E-4	0.3139107489242939	0.21758722810679512	0.20099659133370373	0.26750543163520707	
3050000	-61623.84641632595	-61647.20446743537	23.35805110941525	-19591.034535285686	0.8510326775525681	1.5849513737278988	1.155166060903546	0.42978531282435284	0	2	4	1	0	-20339.213592891327	0.37911449361601635	1.058302815061296	0.8093103604378548	0.24899245462344144	0	4	7	0	0	-21716.956339258355	1.1829929247374429	8.01296220007495	5.007803997870242	3.0051582022047114	1	23	48	5	0	1.0	0.2713096993283581	0.6029270447200766	1.0	0.2765114203277307	7.311991952075349	1.0	0.2713096993283581	0.6029270447200766	1.0	0.2765114203277307	7.311991952075349	1.0	0.2713096993283581	0.6029270447200766	1.0	0.2765114203277307	7.311991952075349	4.015139556610608	0.005033698614791555	5.926701536726605E-4	0.30692406783967674	0.22486864398297088	0.19834461662981326	0.26986267154753957	
3055000	-61612.385317700195	-61641.33390276797	28.948585067775667	-19589.56058139797	0.9260417553826116	1.5711407737765997	1.4005259051535455	0.17061486862305408	0	3	5	0	0	-20337.384340109886	0.5988386873174751	1.7717646039682626	1.1799341343127125	0.5918304696555501	1	5	7	0	0	-21714.388981260116	1.0079182490153449	8.747005156883517	4.9882423638121125	3.758762793071404	9	32	49	4	0	1.0	0.28651570595235476	3.871278788013212	1.0	1.194570221876141	6.443487534195975	1.0	0.28651570595235476	3.871278788013212	1.0	1.194570221876141	6.443487534195975	1.0	0.28651570595235476	3.871278788013212	1.0	1.194570221876141	6.443487534195975	3.5871412711338806	0.12456579622242768	4.6603235703042553E-4	0.3148600175165431	0.21758722810679512	0.20004732274145454	0.26750543163520707	
3060000	-61663.58027813365	-61644.48168239472	-19.098595738937476	-19587.787151112516	1.1402403778442964	2.349183144699796	1.9926826673626068	0.3565004773371889	1	4	5	0	0	-20337.950878199405	0.7412099282626621	2.7061782922214075	2.308788650236555	0.397389641984852	0	4	7	0	0	-21718.743653082798	1.0572952690902566	10.563536738544114	7.308893295065179	3.254643443478935	0	26	52	1	0	1.0	0.6073364733212716	4.323485620425412	1.0	0.0689131161665299	5.5712227227057145	1.0	0.6073364733212716	4.323485620425412	1.0	0.0689131161665299	5.5712227227057145	1.0	0.6073364733212716	4.323485620425412	1.0	0.0689131161665299	5.5712227227057145	4.325762545770444	0.7830983430547505	4.4631495400270665E-4	0.308985001535938	0.22293748445789527	0.20138218711375647	0.2666953268924103	
3065000	-61619.53928884223	-61649.56288635763	30.0235975153969	-19589.45607036298	0.9978822271733598	1.7566699109534754	1.4079034697489048	0.3487664412045705	0	3	5	0	0	-20336.94159681274	0.43369514541704124	1.290253012927609	0.8320696978274376	0.45818331510017174	0	4	7	0	0	-21723.165219181905	1.1155512129679734	8.800906657013442	5.526286749270305	3.2746199077431393	4	28	50	3	0	1.0	0.3076163462837012	2.536206348259897	1.0	0.6901785714214561	8.29575992023587	1.0	0.3076163462837012	2.536206348259897	1.0	0.6901785714214561	8.29575992023587	1.0	0.3076163462837012	2.536206348259897	1.0	0.6901785714214561	8.29575992023587	2.9089230901120757	0.0052354024101887355	6.991384427212563E-4	0.3092277280472736	0.22290327083985012	0.2026881515902832	0.2651808495225935	
3070000	-61624.48264404693	-61648.820059453996	24.337415407064764	-19590.247819882465	1.1137492552731028	2.5193391152615883	1.9037095722684858	0.6156295429931025	1	4	5	0	0	-20339.90892788806	0.6724166841472251	2.2337443666494115	1.7401495587122593	0.4935948079371519	1	5	7	0	0	-21718.663311683464	1.111580136646522	8.527405647907786	4.766130457951901	3.761275189955883	6	28	48	5	0	1.0	0.29824453024920894	1.2546735575184644	1.0	1.1277772751360138	7.298351116177432	1.0	0.29824453024920894	1.2546735575184644	1.0	1.1277772751360138	7.298351116177432	1.0	0.29824453024920894	1.2546735575184644	1.0	1.1277772751360138	7.298351116177432	2.9089230901120757	0.009309436981903126	5.635114445596932E-4	0.3092277280472736	0.22164980801102546	0.2026881515902832	0.2664343123514182	
3075000	-61599.734141918205	-61649.54066893825	49.806527020044705	-19589.403593889772	0.9167564524585904	1.915697444821073	1.520593880231929	0.39510356458914386	3	6	5	0	0	-20338.920395352347	0.48415389707092593	1.8300793999717913	1.0070925588830582	0.8229868410887331	1	5	7	0	0	-21721.21667969613	1.0865147954311156	8.37032640765132	4.826606735135779	3.5437196725155378	13	36	49	4	0	1.0	0.23845376200901425	4.524852516923609	1.0	3.2389317982969477	8.246941551482424	1.0	0.23845376200901425	4.524852516923609	1.0	3.2389317982969477	8.246941551482424	1.0	0.23845376200901425	4.524852516923609	1.0	3.2389317982969477	8.246941551482424	3.8009098381595785	0.48188299609046376	5.633008331298404E-4	0.3128686099121525	0.21957863571118572	0.20004732274145454	0.26750543163520707	
3080000	-61573.73413654284	-61644.13544206559	70.40130552275674	-19588.36001292569	0.7725387497310491	1.217522787198309	1.0375849892290658	0.17993779796924306	1	4	5	0	0	-20338.842044695037	0.3740513580965675	1.2537473357709523	0.6798208080404683	0.5739265277304841	1	5	7	0	0	-21716.933384444863	1.1806241467373237	7.599143399969064	4.254215798092664	3.3449276018763974	12	36	50	3	0	1.0	0.20695271375922275	4.5085033996853845	1.0	2.9232771740325085	8.276847310074368	1.0	0.20695271375922275	4.5085033996853845	1.0	2.9232771740325085	8.276847310074368	1.0	0.20695271375922275	4.5085033996853845	1.0	2.9232771740325085	8.276847310074368	4.426950442342247	1.3039763593317333	5.789111866286792E-4	0.308879125498483	0.21957863571118572	0.20004732274145454	0.27149491604887654	
3085000	-61613.51765852195	-61650.43632933337	36.91867081142046	-19590.033154486577	0.8924707281741642	1.9172273291023234	1.5473159967297285	0.36991133237259477	2	5	5	0	0	-20338.571230721813	0.4752729539911395	1.583491443604741	1.0170022254948958	0.5664892181098451	1	4	6	1	0	-21721.831944124988	1.0857625277933773	8.501956681425737	4.946715692043533	3.5552409893822015	8	33	51	2	0	1.0	0.3166344999605354	4.556030538578408	1.0	1.9694637285529342	8.143530797092836	1.0	0.3166344999605354	4.556030538578408	1.0	1.9694637285529342	8.143530797092836	1.0	0.3166344999605354	4.556030538578408	1.0	1.9694637285529342	8.143530797092836	3.081633604490305	1.3039763593317333	5.401183302807763E-4	0.308879125498483	0.21957863571118572	0.20004732274145454	0.27149491604887654	
3090000	-61601.897332832246	-61651.2032253896	49.30589255735407	-19591.031812019897	1.1779582461165932	2.3902213044167775	1.8819318063187214	0.5082894980980561	4	7	5	0	0	-20339.53091162144	0.510542099409495	1.9141703140095032	1.2884327534321716	0.6257375605773314	3	7	7	0	0	-21720.64050174827	1.256116881151596	8.989731090245835	6.124495945955753	2.865235144290084	11	38	53	0	0	1.0	0.4880867233868817	6.997836699928881	1.0	1.7955068983626532	11.605789594546257	1.0	0.4880867233868817	6.997836699928881	1.0	1.7955068983626532	11.605789594546257	1.0	0.4880867233868817	6.997836699928881	1.0	1.7955068983626532	11.605789594546257	3.081633604490305	1.3039763593317333	5.480864235163046E-4	0.308879125498483	0.21957863571118572	0.20004732274145454	0.27149491604887654	
3095000	-61614.045252753225	-61646.03731861412	31.9920658609003	-19587.40686763413	0.9924483680533178	1.8566690845695717	1.282931789079821	0.5737372954897499	3	6	5	0	0	-20337.528107617447	0.6008341146791444	1.822734816324996	1.3198864318064836	0.5028483845185125	1	5	7	0	0	-21721.102343362545	1.3246295130323873	9.731654819859848	6.71632094982111	3.0153338700387384	9	36	53	0	0	1.0	0.4163391651107859	1.801613630907676	1.0	1.422555365923835	11.876665981803667	1.0	0.4163391651107859	1.801613630907676	1.0	1.422555365923835	11.876665981803667	1.0	0.4163391651107859	1.801613630907676	1.0	1.422555365923835	11.876665981803667	3.081633604490305	1.3039763593317333	4.620225327617457E-4	0.308879125498483	0.21957863571118572	0.20004732274145454	0.27149491604887654	
3100000	-61638.08979294896	-61647.08951936333	8.999726414375115	-19589.52296030404	1.0014909715595228	2.115301582623589	1.9359995590031192	0.17930202362047037	1	4	5	0	0	-20335.361336804865	0.43851801970288573	1.4945828431608763	1.133143598693527	0.3614392444673494	0	4	7	0	0	-21722.205222254426	1.1099488847832202	10.257511538129588	6.2078843419249194	4.049627196204666	6	32	52	1	0	1.0	0.38313396024591867	3.1757368482502275	1.0	1.0625527765336489	8.882669581998819	1.0	0.38313396024591867	3.1757368482502275	1.0	1.0625527765336489	8.882669581998819	1.0	0.38313396024591867	3.1757368482502275	1.0	1.0625527765336489	8.882669581998819	3.6953714911026094	2.2127550109604033	4.487610730178095E-4	0.31016187096415726	0.2214433063592681	0.20200628536755325	0.2663885373090214	
3105000	-61632.59010968641	-61637.25448243774	4.664372751327093	-19588.835514572154	0.9131483445201842	1.7158069418515518	1.5938908054002132	0.12191613645133803	1	4	5	0	0	-20336.148013877093	0.45944897354856795	1.5386015435970408	0.9799657768960022	0.5586357667010384	1	5	7	0	0	-21712.270953988496	0.9631862132537938	9.019491241710547	5.760070522777556	3.259420718932993	6	28	48	5	0	1.0	0.4758169299807187	1.6946185719630156	1.0	0.6455097182902138	8.921736178412612	1.0	0.4758169299807187	1.6946185719630156	1.0	0.6455097182902138	8.921736178412612	1.0	0.4758169299807187	1.6946185719630156	1.0	0.6455097182902138	8.921736178412612	4.080786910566918	1.4473572942597177	4.768327212515594E-4	0.3077443267919754	0.22158300882264867	0.2041715528455814	0.26650111153979494	
3110000	-61608.16083205443	-61633.9936994522	25.832867397767252	-19587.90983404504	0.8357986076741328	1.5262433324754423	1.419795483046261	0.10644784942918145	0	3	5	0	0	-20336.333224042493	0.5765240182648322	1.7162337426001102	1.3174568626627976	0.39877687993731276	1	5	7	0	0	-21709.750641364666	1.5367882618645796	8.94075942825793	5.906471852721672	3.0342875755362564	3	28	51	2	0	1.0	0.312712130182677	2.9614721553245578	1.0	0.8972645112984419	5.910922777183889	1.0	0.312712130182677	2.9614721553245578	1.0	0.8972645112984419	5.910922777183889	1.0	0.312712130182677	2.9614721553245578	1.0	0.8972645112984419	5.910922777183889	4.069334229804322	1.8465083979858883	4.894831733832256E-4	0.308879125498483	0.2226865012330451	0.20004732274145454	0.26838705052701717	
3115000	-61604.86750998621	-61644.77699549106	39.90948550485226	-19590.499206134074	0.8469114697242305	1.6591905119381596	1.3403376540046565	0.3188528579335034	0	3	5	0	0	-20337.385247610484	0.4321893038137249	1.463847813233347	1.0985254215160205	0.36532239171732633	0	4	7	0	0	-21716.892541746507	1.5219549304775177	8.471763179967159	6.015718734779544	2.456044445187616	5	32	53	0	0	1.0	0.3501708553681894	2.7037576494236437	1.0	0.8402589821688494	9.07437855068674	1.0	0.3501708553681894	2.7037576494236437	1.0	0.8402589821688494	9.07437855068674	1.0	0.3501708553681894	2.7037576494236437	1.0	0.8402589821688494	9.07437855068674	4.069334229804322	1.239709130294725	6.947918348474706E-4	0.308879125498483	0.2226865012330451	0.20004732274145454	0.26838705052701717	
3120000	-61605.18231608185	-61640.21476173695	35.03244565509676	-19587.779862015046	1.0929424790728217	1.9979730951787555	1.5120828291611481	0.4858902660176076	1	4	5	0	0	-20337.108835739473	0.4329421407763642	1.587530433616024	1.0243369311347488	0.5631935024812753	1	5	7	0	0	-21715.32606398243	1.4586910513341582	8.955309952242946	5.762879389813344	3.1924305624295997	9	34	51	2	0	1.0	0.34672448731161526	1.609934272953861	1.0	1.388999803955375	7.015571428976251	1.0	0.34672448731161526	1.609934272953861	1.0	1.388999803955375	7.015571428976251	1.0	0.34672448731161526	1.609934272953861	1.0	1.388999803955375	7.015571428976251	4.358188717112222	1.239709130294725	5.002451633268095E-4	0.308879125498483	0.2226865012330451	0.20004732274145454	0.26838705052701717	
3125000	-61636.25892781777	-61654.36324226287	18.104314445100787	-19594.349215741073	1.3574869622971593	2.4412697906019596	1.7658428515785736	0.675426939023386	0	3	5	0	0	-20338.06254222139	0.6782854637816121	2.4673765531653764	1.4628538514338092	1.0045227017315677	0	4	7	0	0	-21721.95148430041	1.557099785105028	9.179181966198845	6.220466623363117	2.9587153428357325	3	29	52	1	0	1.0	0.36644732624837434	1.4011836411643004	1.0	0.6321049394645469	6.298741528427576	1.0	0.36644732624837434	1.4011836411643004	1.0	0.6321049394645469	6.298741528427576	1.0	0.36644732624837434	1.4011836411643004	1.0	0.6321049394645469	6.298741528427576	4.358188717112222	2.6838883803322653	4.471643440469385E-4	0.308879125498483	0.22269019070541693	0.2000436332690827	0.26838705052701717	
3130000	-61633.302315331544	-61640.653092185865	7.350776854323471	-19587.204617939704	0.8029289447721559	1.3649566680623975	1.1504487324135764	0.21450793564882112	0	3	5	0	0	-20339.468396681757	0.5238046329044936	1.7228542992300886	1.2664454724383425	0.4564088267917463	0	4	7	0	0	-21713.98007756441	1.457105172660192	9.69582522436453	6.415197497610374	3.2806277267541537	1	26	51	2	0	1.0	0.2859161019823985	1.177689043876803	1.0	0.2727887717284601	7.41445652602042	1.0	0.2859161019823985	1.177689043876803	1.0	0.2727887717284601	7.41445652602042	1.0	0.2859161019823985	1.177689043876803	1.0	0.2727887717284601	7.41445652602042	4.358188717112222	2.6838883803322653	5.115801591968197E-4	0.308879125498483	0.22269019070541693	0.2000436332690827	0.26838705052701717	
3135000	-61615.14765501972	-61654.593689800546	39.4460347808246	-19591.515896243243	1.0641134440698348	2.231248991108349	1.59615748373066	0.6350915073776892	3	6	5	0	0	-20342.769234095675	0.8495234168191014	2.3958386230084914	1.390747796997044	1.0050908260114468	4	8	7	0	0	-21720.30855946163	1.2313970777387246	9.412061695553442	4.611463767770704	4.800597927782737	13	34	47	6	0	1.0	0.22149627515679984	1.6726715884262087	1.0	2.6176089883624942	7.249588833299882	1.0	0.22149627515679984	1.6726715884262087	1.0	2.6176089883624942	7.249588833299882	1.0	0.22149627515679984	1.6726715884262087	1.0	2.6176089883624942	7.249588833299882	4.6864468356172635	1.4473572942597177	5.111546905373092E-4	0.3077443267919754	0.22158300882264867	0.2041715528455814	0.26650111153979494	
3140000	-61597.16567009064	-61639.200954753236	42.03528466259714	-19589.748954392984	0.876876194088567	1.6225876463994193	1.0260903113559787	0.5964973350434406	1	4	5	0	0	-20336.6946865642	0.4436328419122566	1.5716826930368617	0.8631151213189323	0.7085675717179294	1	5	7	0	0	-21712.757313796053	1.264361135548304	9.388305019906133	5.1629478908692565	4.225357129036874	15	36	47	6	0	1.0	0.23249320484140085	1.6975248200853235	1.0	2.8054663207005084	7.146198488281227	1.0	0.23249320484140085	1.6975248200853235	1.0	2.8054663207005084	7.146198488281227	1.0	0.23249320484140085	1.6975248200853235	1.0	2.8054663207005084	7.146198488281227	3.6820852557982624	1.2404258183315255	5.636762163202105E-4	0.3077443267919754	0.22158300882264867	0.2041715528455814	0.26650111153979494	
