Sample	posterior	likelihood	prior	treeLikelihood.mumps-wa-clade-arkansas_10-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_10-2020-02-03	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_8-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_8-2020-02-03	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_69-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_69-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_69-2020-02-03	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_69-2020-02-03	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	kappa.s:mumps-wa-clade-arkansas_69-2020-02-03	gammaShape.s:mumps-wa-clade-arkansas_69-2020-02-03	clockRate.c:mumps-wa-clade-arkansas_69-2020-02-03	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-031	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-032	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-033	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-034	
50000	-61640.5578062354	-61644.482564603706	3.9247583683023874	-19587.09309207431	1.0271609999271527	1.958241483795659	1.6386696668996272	0.31957181689603187	0	2	4	1	0	-20337.86426616249	0.4012592441576265	1.1661842415013308	0.8936372389033134	0.2725470025980174	1	5	7	0	0	-21719.52520636691	1.1166502821909878	8.421880077233006	6.183013020287588	2.2388670569454177	1	23	48	5	0	1.0	0.49675512450518133	0.8307146293557388	1.0	0.22396048213226774	6.513026295080116	1.0	0.49675512450518133	0.8307146293557388	1.0	0.22396048213226774	6.513026295080116	1.0	0.49675512450518133	0.8307146293557388	1.0	0.22396048213226774	6.513026295080116	6.677535282980054	1.2887477221495516	6.256426409057302E-4	0.3104737286609694	0.22160668426662003	0.20291434236417763	0.26500524470823306	
55000	-61620.68643443625	-61650.107362092545	29.4209276562976	-19588.146779517763	0.8957722942017922	1.6551776461193421	1.4108246864810312	0.2443529596383109	0	3	5	0	0	-20339.461770126625	0.4706410270737829	1.4968576106426354	0.9165404793495707	0.5803171312930646	0	4	7	0	0	-21722.498812448157	1.030882085591611	8.275677214061426	4.778363925968387	3.497313288093037	0	24	50	3	0	1.0	0.2630094749945711	3.2142766319334637	1.0	0.15506252571482623	6.689714919671767	1.0	0.2630094749945711	3.2142766319334637	1.0	0.15506252571482623	6.689714919671767	1.0	0.2630094749945711	3.2142766319334637	1.0	0.15506252571482623	6.689714919671767	5.185351618547589	0.3703110758484612	6.011476204881196E-4	0.3065559107925308	0.2204641703747623	0.2058293498548323	0.26715056897787437	
60000	-61560.89350688237	-61638.60504733539	77.71154045301964	-19588.98834156341	1.0431507573859584	1.8251110581929861	1.4142111276693339	0.4108999305236522	5	8	5	0	0	-20337.80531662779	0.35978792837964946	1.1868797245396279	0.8673480551882116	0.31953166935141597	1	5	7	0	0	-21711.81138914419	0.9321105256587048	7.845567236913858	4.935524314685428	2.9100429222284325	15	41	52	1	0	1.0	0.3424643552469247	1.6016471397310807	1.0	2.4735810201420216	11.13624814621856	1.0	0.3424643552469247	1.6016471397310807	1.0	2.4735810201420216	11.13624814621856	1.0	0.3424643552469247	1.6016471397310807	1.0	2.4735810201420216	11.13624814621856	3.1622643856146717	0.12982851594999206	4.633241782119696E-4	0.3102891625885278	0.21927994993752897	0.20283597963280886	0.2675949078411341	
65000	-61621.83075892618	-61640.35894815596	18.528189229778235	-19588.238252022595	1.0800619343509692	2.10001561350056	1.745028701139097	0.35498691236146285	1	4	5	0	0	-20339.622156986345	0.8534690119441616	2.470315903235492	1.5970220974676212	0.8732938057678712	0	4	7	0	0	-21712.498539147025	1.0830845179439963	8.927911264851186	6.458016413415475	2.469894851435713	10	36	52	1	0	1.0	0.39167421990592494	1.3117433351953849	1.0	0.6780452436967536	11.155684417777403	1.0	0.39167421990592494	1.3117433351953849	1.0	0.6780452436967536	11.155684417777403	1.0	0.39167421990592494	1.3117433351953849	1.0	0.6780452436967536	11.155684417777403	4.860820822817013	0.3955096870994039	5.409133574278255E-4	0.3102891625885278	0.21927994993752897	0.20283597963280886	0.2675949078411341	
70000	-61585.961837985604	-61633.66290200161	47.701064016006114	-19588.69178719349	1.1166278302868105	2.036494220071069	1.6415333713576428	0.39496084871342607	2	5	5	0	0	-20337.579800478965	0.5301454445337965	1.869801293901646	1.277603639377893	0.5921976545237528	2	6	7	0	0	-21707.391314329165	1.0341895292281125	7.821836324992098	4.885752455565964	2.936083869426135	9	34	51	2	0	1.0	0.3008581771003895	2.717769884320128	1.0	1.9892420859821325	8.706330690157717	1.0	0.3008581771003895	2.717769884320128	1.0	1.9892420859821325	8.706330690157717	1.0	0.3008581771003895	2.717769884320128	1.0	1.9892420859821325	8.706330690157717	4.860820822817013	0.18857498401227787	5.286004213769228E-4	0.3102891625885278	0.21927994993752897	0.20283597963280886	0.2675949078411341	
75000	-61606.24323737966	-61634.65013728978	28.406899910116593	-19587.339609915954	0.7697260801885738	1.2494244775386791	1.098628154812857	0.15079632272582227	0	3	5	0	0	-20337.214515036907	0.5075214453183465	1.8041584362322838	1.2598951267960556	0.5442633094362286	2	5	6	1	0	-21710.096012336908	0.9148778265712687	7.3133367666511235	4.970791273425859	2.342545493225264	7	29	48	5	0	1.0	0.37073595094384326	0.9805190397379605	1.0	1.033694236651585	9.034144360798107	1.0	0.37073595094384326	0.9805190397379605	1.0	1.033694236651585	9.034144360798107	1.0	0.37073595094384326	0.9805190397379605	1.0	1.033694236651585	9.034144360798107	4.860820822817013	0.18857498401227787	5.887813049740077E-4	0.3102891625885278	0.21927994993752897	0.20283597963280886	0.2675949078411341	
80000	-61600.23178049596	-61642.25471769828	42.02293720231377	-19587.83371564285	0.8373671771002444	1.5410153571243232	0.8585280087925593	0.6824873483317638	1	3	4	1	0	-20339.110026001257	0.3575481708398638	1.0248275620610743	0.8355658516959535	0.18926171036512052	1	5	7	0	0	-21715.310976054174	0.8819711392380917	7.040982900245799	4.46032343682243	2.580659463423369	4	29	51	2	0	1.0	0.281531425655539	1.3792395270840885	1.0	1.035064556385738	7.184808287516719	1.0	0.281531425655539	1.3792395270840885	1.0	1.035064556385738	7.184808287516719	1.0	0.281531425655539	1.3792395270840885	1.0	1.035064556385738	7.184808287516719	4.860820822817013	1.1859443732256063	5.758571856918635E-4	0.3102891625885278	0.21927994993752897	0.20283597963280886	0.2675949078411341	
85000	-61645.81405566414	-61647.53317714247	1.7191214783278177	-19590.429380014204	0.9599248090610508	1.914067717351504	1.682038743401649	0.23202897394985497	0	3	5	0	0	-20336.997869912866	0.4425690310298065	1.5618990523363796	1.3440142748215926	0.21788477751478694	0	4	7	0	0	-21720.105927215394	1.1478737321799508	9.543497218770403	6.588123030612111	2.955374188158294	3	27	50	3	0	1.0	0.565572358034883	1.4919322747906616	1.0	0.527632999863818	8.836032037524207	1.0	0.565572358034883	1.4919322747906616	1.0	0.527632999863818	8.836032037524207	1.0	0.565572358034883	1.4919322747906616	1.0	0.527632999863818	8.836032037524207	4.707275917435895	0.06291888998176694	4.586658765826247E-4	0.3119617555213576	0.21739645942287536	0.2056365403475341	0.26500524470823306	
90000	-61619.14154387165	-61650.05797240869	30.916428537040748	-19590.48409198266	0.8325796705031099	1.4084604329904022	0.9473697301769485	0.4610907028134537	2	5	5	0	0	-20340.210772126968	0.44195089460283926	1.3824275380273021	0.8979813263973161	0.48444621162998613	1	5	7	0	0	-21719.36310829907	0.9634631535024211	8.730798526282976	5.0351487893521885	3.6956497369307884	11	31	46	7	0	1.0	0.2989372737591125	1.4167857090694267	1.0	1.6489208839155074	7.516661422644506	1.0	0.2989372737591125	1.4167857090694267	1.0	1.6489208839155074	7.516661422644506	1.0	0.2989372737591125	1.4167857090694267	1.0	1.6489208839155074	7.516661422644506	3.333409280387872	2.7624241780267162	6.484738094680733E-4	0.3094806730743563	0.21927994993752897	0.20283597963280886	0.2684033973553056	
95000	-61623.86788042867	-61643.8979169806	20.030036551926706	-19587.769940499307	0.8323948702336506	1.5821416211941102	1.370278785068983	0.21186283612512705	0	3	5	0	0	-20338.767140007476	0.49623299574332297	1.3996822644016453	1.1684073823728331	0.23127488202881222	0	2	5	2	0	-21717.36083647381	0.9615818667347065	8.182916997824819	4.53658392937449	3.6463330684503283	9	28	45	8	0	1.0	0.2608397569810537	0.9640983036707961	1.0	1.0796555583207719	7.170641148915851	1.0	0.2608397569810537	0.9640983036707961	1.0	1.0796555583207719	7.170641148915851	1.0	0.2608397569810537	0.9640983036707961	1.0	1.0796555583207719	7.170641148915851	2.894813482251725	2.6265152770577673	5.406134832428419E-4	0.3094806730743563	0.21927994993752897	0.20283597963280886	0.2684033973553056	
100000	-61613.366941532324	-61641.85866420953	28.491722677208244	-19588.772567356766	1.0838987076550763	1.8139637947869287	1.2408325672936498	0.5731312274932789	3	6	5	0	0	-20337.504051910717	0.4891675817427604	1.5618591946037559	1.0677279667798025	0.4941312278239535	2	6	7	0	0	-21715.58204494205	0.9165765698385433	8.048168357496799	4.553594800680198	3.494573556816602	10	26	42	11	0	1.0	0.2528137041801806	0.8891591543271627	1.0	2.0148059618970144	6.979745718791876	1.0	0.2528137041801806	0.8891591543271627	1.0	2.0148059618970144	6.979745718791876	1.0	0.2528137041801806	0.8891591543271627	1.0	2.0148059618970144	6.979745718791876	2.894813482251725	2.6265152770577673	6.092200099326631E-4	0.3094806730743563	0.21927994993752897	0.20283597963280886	0.2684033973553056	
105000	-61638.23482837105	-61643.637706078516	5.402877707461762	-19588.79950920047	1.047311132860738	2.466677365710264	2.1142827042075734	0.3523946615026908	0	3	5	0	0	-20337.632978371403	0.4159970879839538	1.3432610711883641	0.8848001392697624	0.4584609319186016	0	3	6	1	0	-21717.20521850664	1.1816918902655935	8.891992002876243	5.712146923011576	3.1798450798646694	1	24	49	4	0	1.0	0.36642000878831804	1.04342906450846	1.0	0.26555644590130684	6.937566831145737	1.0	0.36642000878831804	1.04342906450846	1.0	0.26555644590130684	6.937566831145737	1.0	0.36642000878831804	1.04342906450846	1.0	0.26555644590130684	6.937566831145737	4.3477582554034395	0.1663592244500097	4.6289596981361424E-4	0.31149346012604545	0.21837656385304655	0.2023008019914582	0.2678291740294496	
110000	-61643.85394426754	-61641.64519772072	-2.208746546820299	-19586.863352321267	1.0999324077770665	2.335264261219523	2.168477182177311	0.16678707904221168	1	4	5	0	0	-20338.07667226213	0.8505688004603534	2.8804682114003652	2.008279101093921	0.8721891103064441	1	5	7	0	0	-21716.705173137318	1.2577970856007512	9.585708686799146	6.304635997994408	3.281072688804735	0	25	51	2	0	1.0	0.5028480010531641	2.5893113124460587	1.0	0.1855715971286104	4.8001727199091055	1.0	0.5028480010531641	2.5893113124460587	1.0	0.1855715971286104	4.8001727199091055	1.0	0.5028480010531641	2.5893113124460587	1.0	0.1855715971286104	4.8001727199091055	7.15413408995132	0.09994038173109482	4.264585092361806E-4	0.31149346012604545	0.21837656385304655	0.2023008019914582	0.2678291740294496	
115000	-61641.33662504532	-61648.953345570495	7.616720525180367	-19587.62733198107	1.070265471195318	2.22051080523637	2.012355207697858	0.20815559753851254	1	4	5	0	0	-20339.091014138	0.38189351864569915	1.228865724628382	0.9064899737126533	0.3223757509157289	0	4	7	0	0	-21722.234999451422	1.271701013309823	10.122521605427897	7.07747145197624	3.045050153451659	0	26	52	1	0	1.0	0.4796197361100714	2.49908519817537	1.0	0.07756910855441261	7.338608867446573	1.0	0.4796197361100714	2.49908519817537	1.0	0.07756910855441261	7.338608867446573	1.0	0.4796197361100714	2.49908519817537	1.0	0.07756910855441261	7.338608867446573	7.797893843020748	0.19661084322812075	4.916168198026399E-4	0.31149346012604545	0.21837656385304655	0.2023008019914582	0.2678291740294496	
120000	-61633.416558428326	-61650.04581652087	16.629258092540496	-19587.438104339857	0.8942421415926847	1.877513532755027	1.6068376943992022	0.27067583835582465	0	3	5	0	0	-20338.580844048352	0.5259734331605714	1.8686173521557548	1.2214590757217982	0.6471582764339563	0	4	7	0	0	-21724.026868132663	1.2425479773352872	9.473583191337202	6.583976477820395	2.8896067135168093	0	26	52	1	0	1.0	0.4298002126797808	2.258156571262725	1.0	0.012292068186099857	7.146672532459915	1.0	0.4298002126797808	2.258156571262725	1.0	0.012292068186099857	7.146672532459915	1.0	0.4298002126797808	2.258156571262725	1.0	0.012292068186099857	7.146672532459915	7.797893843020748	0.19661084322812075	4.974345354631025E-4	0.31149346012604545	0.22035502073721872	0.2023008019914582	0.26585071714527747	
